TensorFlow:  1.5
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  256 global
             128 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 266.4 +/- 0.0 (jitter = 0.0)	7.405	0.000	0.004
10	images/sec: 251.2 +/- 4.0 (jitter = 12.7)	7.393	0.004	0.016
20	images/sec: 251.6 +/- 2.8 (jitter = 13.8)	7.419	0.004	0.008
30	images/sec: 252.0 +/- 2.5 (jitter = 13.5)	7.451	0.000	0.008
40	images/sec: 253.1 +/- 1.9 (jitter = 9.4)	7.414	0.000	0.000
50	images/sec: 209.8 +/- 4.9 (jitter = 11.0)	7.368	0.004	0.004
60	images/sec: 215.9 +/- 4.2 (jitter = 11.4)	7.405	0.000	0.008
70	images/sec: 221.2 +/- 3.6 (jitter = 10.5)	7.396	0.000	0.008
80	images/sec: 224.5 +/- 3.2 (jitter = 9.8)	7.442	0.000	0.000
90	images/sec: 227.5 +/- 2.9 (jitter = 10.5)	7.427	0.008	0.012
100	images/sec: 208.7 +/- 3.5 (jitter = 11.5)	7.358	0.000	0.008
110	images/sec: 212.3 +/- 3.2 (jitter = 10.5)	7.357	0.004	0.008
120	images/sec: 215.0 +/- 3.0 (jitter = 10.5)	7.379	0.000	0.004
130	images/sec: 217.8 +/- 2.8 (jitter = 10.9)	7.379	0.000	0.016
140	images/sec: 219.9 +/- 2.6 (jitter = 11.4)	7.400	0.000	0.008
150	images/sec: 208.2 +/- 2.9 (jitter = 11.6)	7.415	0.000	0.008
160	images/sec: 210.6 +/- 2.7 (jitter = 11.0)	7.380	0.000	0.004
170	images/sec: 213.0 +/- 2.6 (jitter = 10.3)	7.356	0.000	0.008
180	images/sec: 214.6 +/- 2.5 (jitter = 10.8)	7.408	0.000	0.016
190	images/sec: 216.3 +/- 2.3 (jitter = 10.7)	7.385	0.000	0.000
200	images/sec: 208.3 +/- 2.5 (jitter = 10.8)	7.357	0.000	0.008
210	images/sec: 210.4 +/- 2.4 (jitter = 10.4)	7.362	0.000	0.004
220	images/sec: 212.2 +/- 2.3 (jitter = 10.4)	7.412	0.000	0.004
230	images/sec: 213.8 +/- 2.2 (jitter = 10.3)	7.371	0.000	0.004
240	images/sec: 215.3 +/- 2.1 (jitter = 10.3)	7.343	0.000	0.000
250	images/sec: 209.6 +/- 2.2 (jitter = 10.2)	7.333	0.000	0.004
