TensorFlow:  1.5
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 364.0 +/- 0.0 (jitter = 0.0)	7.382	0.000	0.000
10	images/sec: 79.1 +/- 34.5 (jitter = 22.4)	7.413	0.000	0.000
20	images/sec: 130.2 +/- 17.9 (jitter = 22.4)	7.443	0.000	0.000
30	images/sec: 166.2 +/- 12.1 (jitter = 15.8)	7.367	0.008	0.016
40	images/sec: 192.5 +/- 9.2 (jitter = 16.7)	7.441	0.000	0.000
50	images/sec: 212.9 +/- 7.5 (jitter = 16.9)	7.384	0.000	0.016
60	images/sec: 229.1 +/- 6.3 (jitter = 19.1)	7.373	0.000	0.000
70	images/sec: 241.8 +/- 5.4 (jitter = 18.3)	7.369	0.000	0.000
80	images/sec: 252.6 +/- 4.8 (jitter = 19.0)	7.427	0.000	0.000
90	images/sec: 261.5 +/- 4.4 (jitter = 18.5)	7.428	0.000	0.000
100	images/sec: 269.5 +/- 4.0 (jitter = 18.9)	7.389	0.000	0.016
110	images/sec: 207.5 +/- 4.9 (jitter = 18.1)	7.411	0.000	0.008
120	images/sec: 215.2 +/- 4.5 (jitter = 19.9)	7.376	0.000	0.008
130	images/sec: 222.5 +/- 4.2 (jitter = 18.4)	7.371	0.000	0.016
140	images/sec: 229.3 +/- 3.9 (jitter = 18.8)	7.345	0.016	0.016
150	images/sec: 235.3 +/- 3.7 (jitter = 18.3)	7.385	0.000	0.000
160	images/sec: 240.8 +/- 3.5 (jitter = 17.9)	7.386	0.000	0.000
170	images/sec: 245.8 +/- 3.3 (jitter = 17.7)	7.405	0.000	0.000
180	images/sec: 250.4 +/- 3.1 (jitter = 17.7)	7.393	0.008	0.008
190	images/sec: 254.7 +/- 3.0 (jitter = 18.8)	7.421	0.000	0.000
200	images/sec: 258.6 +/- 2.8 (jitter = 18.3)	7.401	0.008	0.008
210	images/sec: 234.8 +/- 3.2 (jitter = 17.9)	7.342	0.008	0.008
