TensorFlow:  1.5
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  256 global
             128 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 376.4 +/- 0.0 (jitter = 0.0)	8.245	0.004	0.004
10	images/sec: 381.3 +/- 14.2 (jitter = 23.6)	8.170	0.000	0.004
20	images/sec: 394.7 +/- 7.8 (jitter = 20.2)	7.998	0.000	0.004
30	images/sec: 400.0 +/- 5.7 (jitter = 22.4)	8.202	0.000	0.004
40	images/sec: 403.7 +/- 4.5 (jitter = 21.2)	8.118	0.008	0.016
50	images/sec: 285.5 +/- 8.6 (jitter = 21.8)	8.212	0.000	0.000
60	images/sec: 300.7 +/- 7.3 (jitter = 25.9)	8.162	0.000	0.000
70	images/sec: 311.8 +/- 6.3 (jitter = 21.7)	7.986	0.000	0.012
80	images/sec: 321.9 +/- 5.6 (jitter = 22.3)	7.995	0.000	0.020
90	images/sec: 328.4 +/- 5.3 (jitter = 22.3)	8.054	0.000	0.016
100	images/sec: 291.4 +/- 6.1 (jitter = 22.3)	7.993	0.000	0.012
110	images/sec: 299.9 +/- 5.6 (jitter = 23.1)	8.067	0.004	0.004
120	images/sec: 307.5 +/- 5.2 (jitter = 22.8)	8.046	0.004	0.012
130	images/sec: 313.1 +/- 4.9 (jitter = 21.4)	8.009	0.000	0.008
140	images/sec: 319.2 +/- 4.6 (jitter = 20.2)	7.937	0.004	0.016
150	images/sec: 291.7 +/- 5.0 (jitter = 20.2)	7.877	0.000	0.004
160	images/sec: 297.6 +/- 4.7 (jitter = 19.7)	7.875	0.004	0.020
170	images/sec: 302.7 +/- 4.5 (jitter = 19.9)	8.019	0.004	0.012
180	images/sec: 307.6 +/- 4.3 (jitter = 18.6)	7.920	0.000	0.008
190	images/sec: 312.1 +/- 4.1 (jitter = 18.2)	7.878	0.004	0.016
200	images/sec: 295.1 +/- 4.3 (jitter = 17.8)	7.824	0.004	0.027
210	images/sec: 299.1 +/- 4.1 (jitter = 18.0)	7.889	0.000	0.008
220	images/sec: 303.2 +/- 4.0 (jitter = 16.7)	7.830	0.004	0.016
230	images/sec: 307.0 +/- 3.8 (jitter = 16.9)	7.788	0.000	0.004
240	images/sec: 310.2 +/- 3.7 (jitter = 16.9)	7.892	0.000	0.004
250	images/sec: 290.3 +/- 3.9 (jitter = 16.6)	7.707	0.008	0.016
260	images/sec: 293.7 +/- 3.7 (jitter = 16.5)	7.869	0.000	0.012
270	images/sec: 297.2 +/- 3.6 (jitter = 16.4)	7.747	0.000	0.031
280	images/sec: 300.2 +/- 3.5 (jitter = 16.4)	7.723	0.004	0.020
290	images/sec: 303.1 +/- 3.4 (jitter = 16.1)	7.709	0.004	0.016
300	images/sec: 292.3 +/- 3.5 (jitter = 16.4)	7.669	0.000	0.020
310	images/sec: 295.3 +/- 3.4 (jitter = 16.3)	7.771	0.004	0.008
320	images/sec: 298.0 +/- 3.3 (jitter = 16.5)	7.717	0.004	0.012
330	images/sec: 300.9 +/- 3.2 (jitter = 16.7)	7.724	0.000	0.016
340	images/sec: 290.0 +/- 3.3 (jitter = 16.9)	7.687	0.000	0.020
350	images/sec: 292.6 +/- 3.2 (jitter = 17.0)	7.651	0.004	0.023
360	images/sec: 295.0 +/- 3.2 (jitter = 16.5)	7.663	0.004	0.020
370	images/sec: 297.4 +/- 3.1 (jitter = 16.1)	7.647	0.004	0.023
380	images/sec: 299.6 +/- 3.0 (jitter = 16.2)	7.677	0.000	0.008
390	images/sec: 291.2 +/- 3.1 (jitter = 16.3)	7.563	0.000	0.016
400	images/sec: 293.5 +/- 3.0 (jitter = 16.1)	7.636	0.008	0.023
410	images/sec: 295.6 +/- 3.0 (jitter = 15.8)	7.546	0.004	0.031
420	images/sec: 297.7 +/- 2.9 (jitter = 15.8)	7.595	0.004	0.023
430	images/sec: 299.6 +/- 2.8 (jitter = 15.6)	7.545	0.004	0.027
440	images/sec: 293.1 +/- 2.9 (jitter = 16.0)	7.594	0.012	0.031
450	images/sec: 295.1 +/- 2.8 (jitter = 16.1)	7.482	0.016	0.047
460	images/sec: 296.8 +/- 2.8 (jitter = 15.8)	7.534	0.008	0.039
470	images/sec: 298.5 +/- 2.7 (jitter = 15.8)	7.580	0.004	0.008
480	images/sec: 300.2 +/- 2.7 (jitter = 15.9)	7.564	0.016	0.027
490	images/sec: 293.6 +/- 2.8 (jitter = 15.8)	7.437	0.008	0.031
500	images/sec: 295.4 +/- 2.7 (jitter = 15.9)	7.538	0.008	0.023
510	images/sec: 297.0 +/- 2.7 (jitter = 15.9)	7.610	0.004	0.016
520	images/sec: 298.7 +/- 2.6 (jitter = 15.9)	7.499	0.008	0.027
530	images/sec: 300.3 +/- 2.6 (jitter = 16.0)	7.521	0.004	0.023
540	images/sec: 259.2 +/- 2.6 (jitter = 16.1)	7.512	0.008	0.020
550	images/sec: 260.9 +/- 2.6 (jitter = 16.3)	7.566	0.008	0.012
560	images/sec: 262.6 +/- 2.5 (jitter = 16.3)	7.483	0.000	0.031
570	images/sec: 264.3 +/- 2.5 (jitter = 16.2)	7.480	0.000	0.031
580	images/sec: 266.0 +/- 2.5 (jitter = 16.1)	7.470	0.012	0.051
590	images/sec: 261.2 +/- 2.5 (jitter = 16.2)	7.456	0.004	0.027
600	images/sec: 262.7 +/- 2.5 (jitter = 16.4)	7.383	0.004	0.035
610	images/sec: 264.3 +/- 2.4 (jitter = 16.5)	7.412	0.000	0.027
620	images/sec: 265.9 +/- 2.4 (jitter = 16.5)	7.381	0.012	0.039
630	images/sec: 267.4 +/- 2.4 (jitter = 16.5)	7.486	0.004	0.016
640	images/sec: 263.4 +/- 2.4 (jitter = 16.4)	7.446	0.008	0.035
650	images/sec: 264.9 +/- 2.4 (jitter = 16.5)	7.459	0.016	0.031
660	images/sec: 266.3 +/- 2.3 (jitter = 16.6)	7.370	0.004	0.039
670	images/sec: 267.7 +/- 2.3 (jitter = 16.5)	7.310	0.004	0.031
680	images/sec: 269.0 +/- 2.3 (jitter = 16.5)	7.359	0.004	0.016
690	images/sec: 265.9 +/- 2.3 (jitter = 16.4)	7.279	0.012	0.039
700	images/sec: 267.2 +/- 2.3 (jitter = 16.4)	7.342	0.012	0.062
710	images/sec: 268.6 +/- 2.3 (jitter = 16.5)	7.407	0.000	0.008
720	images/sec: 269.9 +/- 2.2 (jitter = 16.6)	7.374	0.012	0.027
730	images/sec: 269.1 +/- 2.3 (jitter = 16.6)	7.308	0.016	0.035
740	images/sec: 268.4 +/- 2.3 (jitter = 16.5)	7.402	0.004	0.035
750	images/sec: 269.7 +/- 2.3 (jitter = 16.5)	7.439	0.008	0.031
760	images/sec: 271.0 +/- 2.3 (jitter = 16.4)	7.434	0.004	0.020
770	images/sec: 272.2 +/- 2.2 (jitter = 16.4)	7.351	0.012	0.023
780	images/sec: 269.5 +/- 2.3 (jitter = 16.5)	7.219	0.004	0.047
790	images/sec: 270.6 +/- 2.2 (jitter = 16.5)	7.310	0.004	0.043
800	images/sec: 271.8 +/- 2.2 (jitter = 16.5)	7.304	0.008	0.031
810	images/sec: 272.9 +/- 2.2 (jitter = 16.5)	7.380	0.008	0.055
820	images/sec: 274.1 +/- 2.2 (jitter = 16.4)	7.358	0.012	0.039
830	images/sec: 271.2 +/- 2.2 (jitter = 16.3)	7.363	0.016	0.043
840	images/sec: 272.4 +/- 2.2 (jitter = 16.3)	7.295	0.008	0.027
850	images/sec: 273.5 +/- 2.1 (jitter = 16.3)	7.301	0.012	0.035
860	images/sec: 274.6 +/- 2.1 (jitter = 16.2)	7.270	0.020	0.051
870	images/sec: 275.7 +/- 2.1 (jitter = 16.1)	7.269	0.012	0.039
880	images/sec: 272.9 +/- 2.1 (jitter = 16.2)	7.274	0.008	0.043
890	images/sec: 274.0 +/- 2.1 (jitter = 16.1)	7.178	0.012	0.012
900	images/sec: 275.0 +/- 2.1 (jitter = 16.0)	7.262	0.020	0.059
910	images/sec: 276.1 +/- 2.0 (jitter = 16.0)	7.215	0.012	0.039
920	images/sec: 277.1 +/- 2.0 (jitter = 16.0)	7.195	0.008	0.062
930	images/sec: 273.8 +/- 2.0 (jitter = 16.0)	7.221	0.000	0.020
940	images/sec: 274.8 +/- 2.0 (jitter = 16.0)	7.058	0.027	0.082
950	images/sec: 275.8 +/- 2.0 (jitter = 15.8)	7.167	0.012	0.078
960	images/sec: 276.8 +/- 2.0 (jitter = 15.7)	7.254	0.008	0.062
970	images/sec: 277.8 +/- 2.0 (jitter = 15.7)	7.166	0.027	0.066
980	images/sec: 274.8 +/- 2.0 (jitter = 15.8)	7.220	0.012	0.035
990	images/sec: 275.8 +/- 2.0 (jitter = 15.7)	7.237	0.012	0.051
1000	images/sec: 276.7 +/- 2.0 (jitter = 15.7)	7.192	0.016	0.070
1010	images/sec: 277.6 +/- 1.9 (jitter = 15.8)	7.030	0.020	0.055
1020	images/sec: 278.4 +/- 1.9 (jitter = 15.8)	7.216	0.008	0.035
1030	images/sec: 275.3 +/- 2.0 (jitter = 15.7)	7.178	0.008	0.043
1040	images/sec: 276.2 +/- 1.9 (jitter = 15.7)	6.977	0.027	0.062
