TensorFlow:  1.5
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 2450.5 +/- 0.0 (jitter = 0.0)	7.202	0.000	0.008
10	images/sec: 71.5 +/- 280.8 (jitter = 316.6)	7.196	0.000	0.000
20	images/sec: 137.4 +/- 157.6 (jitter = 323.4)	7.201	0.000	0.000
30	images/sec: 199.5 +/- 111.7 (jitter = 321.3)	7.202	0.000	0.008
40	images/sec: 257.6 +/- 88.6 (jitter = 314.1)	7.203	0.000	0.000
50	images/sec: 312.7 +/- 72.8 (jitter = 269.1)	7.204	0.000	0.000
60	images/sec: 364.8 +/- 63.8 (jitter = 247.2)	7.201	0.000	0.008
70	images/sec: 413.4 +/- 56.5 (jitter = 255.4)	7.202	0.000	0.000
80	images/sec: 459.1 +/- 51.3 (jitter = 269.1)	7.197	0.000	0.008
90	images/sec: 503.0 +/- 47.6 (jitter = 230.9)	7.202	0.000	0.000
100	images/sec: 544.1 +/- 43.7 (jitter = 282.1)	7.199	0.008	0.008
110	images/sec: 373.5 +/- 44.9 (jitter = 266.8)	7.199	0.000	0.008
120	images/sec: 400.6 +/- 41.8 (jitter = 283.2)	7.201	0.000	0.000
130	images/sec: 427.7 +/- 39.6 (jitter = 268.8)	7.199	0.000	0.008
140	images/sec: 453.7 +/- 37.2 (jitter = 273.8)	7.198	0.000	0.000
150	images/sec: 479.3 +/- 35.2 (jitter = 266.1)	7.199	0.000	0.008
160	images/sec: 503.9 +/- 33.4 (jitter = 225.3)	7.197	0.000	0.016
170	images/sec: 527.9 +/- 31.7 (jitter = 210.3)	7.202	0.000	0.000
180	images/sec: 551.1 +/- 30.1 (jitter = 204.2)	7.198	0.000	0.023
190	images/sec: 573.8 +/- 28.8 (jitter = 213.5)	7.197	0.000	0.000
200	images/sec: 595.6 +/- 27.4 (jitter = 217.3)	7.199	0.008	0.016
210	images/sec: 466.9 +/- 28.3 (jitter = 228.3)	7.193	0.000	0.008
220	images/sec: 484.4 +/- 27.3 (jitter = 228.3)	7.196	0.008	0.008
230	images/sec: 501.5 +/- 26.2 (jitter = 220.0)	7.196	0.008	0.008
240	images/sec: 518.3 +/- 25.3 (jitter = 218.7)	7.201	0.000	0.000
250	images/sec: 534.7 +/- 24.5 (jitter = 211.7)	7.198	0.000	0.008
260	images/sec: 550.8 +/- 23.8 (jitter = 210.8)	7.198	0.000	0.016
270	images/sec: 566.7 +/- 23.0 (jitter = 201.6)	7.198	0.000	0.000
280	images/sec: 581.3 +/- 22.8 (jitter = 199.3)	7.195	0.000	0.000
290	images/sec: 596.5 +/- 22.1 (jitter = 206.3)	7.199	0.000	0.008
300	images/sec: 611.7 +/- 21.5 (jitter = 194.0)	7.200	0.000	0.000
310	images/sec: 515.7 +/- 22.1 (jitter = 195.2)	7.203	0.000	0.000
320	images/sec: 528.5 +/- 21.5 (jitter = 194.0)	7.193	0.000	0.031
330	images/sec: 540.7 +/- 21.1 (jitter = 194.0)	7.204	0.000	0.008
