TensorFlow:  1.5
Model:       inception3
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 238.5 +/- 0.0 (jitter = 0.0)	7.408	0.000	0.000
10	images/sec: 67.3 +/- 23.8 (jitter = 27.9)	7.428	0.000	0.000
20	images/sec: 104.7 +/- 12.7 (jitter = 19.6)	7.444	0.000	0.008
30	images/sec: 129.6 +/- 8.9 (jitter = 14.5)	7.366	0.008	0.023
40	images/sec: 146.8 +/- 6.8 (jitter = 14.5)	7.402	0.000	0.008
50	images/sec: 159.4 +/- 5.5 (jitter = 14.5)	7.359	0.000	0.000
60	images/sec: 169.0 +/- 4.6 (jitter = 13.6)	7.383	0.000	0.008
70	images/sec: 177.2 +/- 4.0 (jitter = 12.7)	7.425	0.000	0.000
80	images/sec: 183.5 +/- 3.6 (jitter = 12.5)	7.436	0.000	0.000
90	images/sec: 188.3 +/- 3.2 (jitter = 12.3)	7.408	0.000	0.008
100	images/sec: 192.9 +/- 2.9 (jitter = 12.1)	7.313	0.000	0.008
110	images/sec: 168.7 +/- 3.4 (jitter = 12.2)	7.406	0.000	0.008
120	images/sec: 173.2 +/- 3.1 (jitter = 12.3)	7.375	0.000	0.000
130	images/sec: 176.9 +/- 2.9 (jitter = 12.2)	7.357	0.000	0.008
140	images/sec: 180.7 +/- 2.7 (jitter = 11.2)	7.433	0.008	0.016
150	images/sec: 183.9 +/- 2.5 (jitter = 10.7)	7.385	0.008	0.016
160	images/sec: 186.8 +/- 2.4 (jitter = 10.3)	7.363	0.000	0.000
170	images/sec: 189.3 +/- 2.2 (jitter = 10.2)	7.382	0.000	0.000
180	images/sec: 191.7 +/- 2.1 (jitter = 10.2)	7.379	0.000	0.000
190	images/sec: 193.9 +/- 2.0 (jitter = 10.7)	7.379	0.000	0.008
200	images/sec: 196.0 +/- 1.9 (jitter = 10.6)	7.388	0.000	0.008
210	images/sec: 180.8 +/- 2.1 (jitter = 10.7)	7.377	0.000	0.016
220	images/sec: 183.0 +/- 2.1 (jitter = 10.6)	7.373	0.000	0.000
230	images/sec: 185.0 +/- 2.0 (jitter = 10.7)	7.374	0.000	0.000
240	images/sec: 187.0 +/- 1.9 (jitter = 10.6)	7.357	0.008	0.008
250	images/sec: 188.9 +/- 1.8 (jitter = 10.6)	7.396	0.000	0.008
260	images/sec: 190.7 +/- 1.8 (jitter = 10.7)	7.338	0.000	0.008
270	images/sec: 192.4 +/- 1.7 (jitter = 10.2)	7.390	0.000	0.016
280	images/sec: 193.9 +/- 1.6 (jitter = 10.3)	7.375	0.000	0.008
290	images/sec: 195.3 +/- 1.6 (jitter = 10.4)	7.364	0.000	0.008
300	images/sec: 196.7 +/- 1.5 (jitter = 10.2)	7.370	0.000	0.000
310	images/sec: 187.5 +/- 1.7 (jitter = 10.3)	7.410	0.000	0.008
320	images/sec: 189.0 +/- 1.6 (jitter = 9.7)	7.412	0.000	0.000
330	images/sec: 190.3 +/- 1.6 (jitter = 9.8)	7.334	0.008	0.008
340	images/sec: 191.6 +/- 1.5 (jitter = 9.7)	7.365	0.000	0.000
350	images/sec: 192.9 +/- 1.5 (jitter = 9.7)	7.365	0.000	0.000
360	images/sec: 194.1 +/- 1.5 (jitter = 9.8)	7.328	0.000	0.023
370	images/sec: 195.3 +/- 1.4 (jitter = 9.7)	7.393	0.000	0.008
380	images/sec: 196.4 +/- 1.4 (jitter = 9.5)	7.344	0.000	0.000
390	images/sec: 197.4 +/- 1.3 (jitter = 9.6)	7.390	0.000	0.008
400	images/sec: 189.0 +/- 1.4 (jitter = 9.7)	7.386	0.000	0.000
410	images/sec: 190.1 +/- 1.4 (jitter = 9.6)	7.295	0.008	0.023
420	images/sec: 191.1 +/- 1.4 (jitter = 9.5)	7.357	0.000	0.000
430	images/sec: 192.1 +/- 1.3 (jitter = 9.5)	7.357	0.008	0.016
440	images/sec: 192.9 +/- 1.3 (jitter = 9.5)	7.318	0.000	0.000
450	images/sec: 193.8 +/- 1.3 (jitter = 9.5)	7.375	0.000	0.000
460	images/sec: 194.7 +/- 1.3 (jitter = 9.5)	7.355	0.000	0.000
470	images/sec: 195.6 +/- 1.2 (jitter = 9.7)	7.372	0.000	0.008
480	images/sec: 196.5 +/- 1.2 (jitter = 9.7)	7.366	0.000	0.000
490	images/sec: 197.2 +/- 1.2 (jitter = 9.8)	7.344	0.000	0.000
500	images/sec: 189.4 +/- 1.3 (jitter = 9.9)	7.364	0.000	0.000
