TensorFlow:  1.5
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Devices:     ['/gpu:0']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 2306.5 +/- 0.0 (jitter = 0.0)	7.193	0.000	0.016
10	images/sec: 1969.1 +/- 113.3 (jitter = 192.4)	7.194	0.000	0.000
20	images/sec: 1837.1 +/- 100.2 (jitter = 172.8)	7.197	0.000	0.016
30	images/sec: 141.7 +/- 108.4 (jitter = 333.7)	7.192	0.000	0.000
40	images/sec: 182.5 +/- 92.9 (jitter = 439.5)	7.201	0.000	0.000
50	images/sec: 221.6 +/- 77.4 (jitter = 568.5)	7.201	0.000	0.000
60	images/sec: 257.4 +/- 69.3 (jitter = 546.8)	7.200	0.000	0.000
70	images/sec: 291.8 +/- 63.9 (jitter = 530.7)	7.192	0.016	0.016
80	images/sec: 321.2 +/- 60.7 (jitter = 541.0)	7.204	0.000	0.000
90	images/sec: 353.7 +/- 55.4 (jitter = 496.2)	7.197	0.000	0.016
100	images/sec: 385.0 +/- 51.1 (jitter = 470.9)	7.193	0.000	0.000
110	images/sec: 416.2 +/- 48.4 (jitter = 440.4)	7.200	0.000	0.000
120	images/sec: 444.5 +/- 46.0 (jitter = 443.9)	7.199	0.000	0.000
130	images/sec: 473.8 +/- 44.1 (jitter = 436.5)	7.203	0.000	0.000
140	images/sec: 501.7 +/- 41.9 (jitter = 397.8)	7.199	0.000	0.000
150	images/sec: 525.4 +/- 41.1 (jitter = 385.3)	7.202	0.016	0.016
160	images/sec: 551.5 +/- 39.3 (jitter = 359.1)	7.199	0.000	0.000
170	images/sec: 575.8 +/- 37.8 (jitter = 352.1)	7.196	0.000	0.000
180	images/sec: 596.8 +/- 36.8 (jitter = 353.1)	7.197	0.000	0.016
190	images/sec: 618.9 +/- 35.3 (jitter = 337.1)	7.204	0.000	0.000
200	images/sec: 637.3 +/- 34.9 (jitter = 352.3)	7.203	0.000	0.000
210	images/sec: 659.9 +/- 33.8 (jitter = 318.0)	7.201	0.000	0.000
220	images/sec: 675.7 +/- 33.4 (jitter = 327.7)	7.198	0.000	0.016
230	images/sec: 400.0 +/- 33.6 (jitter = 344.9)	7.197	0.000	0.016
240	images/sec: 413.4 +/- 32.5 (jitter = 366.2)	7.199	0.000	0.000
250	images/sec: 426.4 +/- 31.4 (jitter = 373.7)	7.205	0.000	0.000
260	images/sec: 438.6 +/- 30.7 (jitter = 382.8)	7.201	0.000	0.000
270	images/sec: 450.2 +/- 30.3 (jitter = 389.3)	7.193	0.000	0.000
280	images/sec: 463.2 +/- 29.5 (jitter = 369.2)	7.202	0.000	0.000
290	images/sec: 474.8 +/- 29.0 (jitter = 367.4)	7.194	0.016	0.016
300	images/sec: 485.3 +/- 28.8 (jitter = 374.5)	7.194	0.016	0.016
310	images/sec: 497.1 +/- 28.1 (jitter = 371.8)	7.193	0.000	0.000
320	images/sec: 508.2 +/- 27.6 (jitter = 368.3)	7.202	0.000	0.016
330	images/sec: 519.0 +/- 27.2 (jitter = 366.3)	7.196	0.000	0.016
340	images/sec: 530.6 +/- 26.5 (jitter = 363.6)	7.198	0.000	0.000
350	images/sec: 541.3 +/- 26.2 (jitter = 361.6)	7.199	0.000	0.000
360	images/sec: 551.7 +/- 25.8 (jitter = 357.9)	7.200	0.000	0.000
370	images/sec: 561.7 +/- 25.5 (jitter = 357.9)	7.199	0.000	0.000
380	images/sec: 571.8 +/- 25.1 (jitter = 355.1)	7.197	0.000	0.000
390	images/sec: 581.9 +/- 24.8 (jitter = 339.4)	7.199	0.000	0.016
400	images/sec: 592.6 +/- 24.3 (jitter = 333.4)	7.204	0.000	0.000
410	images/sec: 602.1 +/- 24.1 (jitter = 328.7)	7.200	0.000	0.000
420	images/sec: 448.4 +/- 24.3 (jitter = 322.6)	7.193	0.000	0.031
430	images/sec: 456.5 +/- 23.8 (jitter = 322.2)	7.199	0.016	0.016
440	images/sec: 464.8 +/- 23.4 (jitter = 309.9)	7.195	0.000	0.000
450	images/sec: 472.8 +/- 23.1 (jitter = 296.9)	7.199	0.000	0.016
460	images/sec: 480.8 +/- 22.7 (jitter = 290.5)	7.207	0.000	0.000
470	images/sec: 489.0 +/- 22.3 (jitter = 281.8)	7.202	0.000	0.000
480	images/sec: 497.0 +/- 22.0 (jitter = 277.3)	7.200	0.000	0.016
490	images/sec: 504.9 +/- 21.6 (jitter = 272.4)	7.191	0.000	0.047
500	images/sec: 512.7 +/- 21.2 (jitter = 266.4)	7.196	0.000	0.000
510	images/sec: 520.6 +/- 21.0 (jitter = 258.9)	7.201	0.000	0.016
520	images/sec: 528.1 +/- 20.7 (jitter = 259.1)	7.202	0.000	0.000
530	images/sec: 535.8 +/- 20.3 (jitter = 250.3)	7.201	0.000	0.000
540	images/sec: 543.4 +/- 20.0 (jitter = 248.9)	7.192	0.000	0.016
550	images/sec: 550.4 +/- 19.8 (jitter = 248.4)	7.198	0.000	0.016
560	images/sec: 556.5 +/- 19.8 (jitter = 250.0)	7.198	0.000	0.000
570	images/sec: 563.7 +/- 19.6 (jitter = 247.6)	7.203	0.000	0.000
580	images/sec: 570.9 +/- 19.3 (jitter = 248.6)	7.203	0.000	0.000
590	images/sec: 577.4 +/- 19.2 (jitter = 251.2)	7.193	0.000	0.000
600	images/sec: 584.6 +/- 19.0 (jitter = 245.0)	7.201	0.000	0.000
610	images/sec: 591.3 +/- 18.7 (jitter = 251.2)	7.198	0.000	0.000
620	images/sec: 504.4 +/- 18.8 (jitter = 251.5)	7.194	0.000	0.000
630	images/sec: 510.0 +/- 18.7 (jitter = 253.5)	7.201	0.000	0.000
640	images/sec: 516.2 +/- 18.5 (jitter = 247.8)	7.192	0.000	0.016
650	images/sec: 522.3 +/- 18.3 (jitter = 240.7)	7.200	0.000	0.000
660	images/sec: 528.2 +/- 18.1 (jitter = 243.1)	7.198	0.000	0.000
670	images/sec: 534.0 +/- 17.9 (jitter = 242.8)	7.198	0.000	0.000
680	images/sec: 539.8 +/- 17.7 (jitter = 242.8)	7.194	0.000	0.000
690	images/sec: 545.7 +/- 17.5 (jitter = 237.8)	7.199	0.000	0.000
700	images/sec: 551.6 +/- 17.3 (jitter = 231.9)	7.203	0.000	0.000
710	images/sec: 557.5 +/- 17.1 (jitter = 227.2)	7.197	0.000	0.031
720	images/sec: 563.5 +/- 17.0 (jitter = 226.8)	7.205	0.000	0.016
730	images/sec: 569.1 +/- 16.8 (jitter = 227.0)	7.192	0.000	0.000
740	images/sec: 574.8 +/- 16.6 (jitter = 221.7)	7.197	0.016	0.016
750	images/sec: 580.5 +/- 16.5 (jitter = 215.9)	7.202	0.000	0.000
760	images/sec: 586.1 +/- 16.3 (jitter = 215.9)	7.201	0.000	0.000
770	images/sec: 591.7 +/- 16.1 (jitter = 215.2)	7.195	0.000	0.000
780	images/sec: 597.1 +/- 15.9 (jitter = 213.6)	7.202	0.000	0.000
790	images/sec: 602.7 +/- 15.8 (jitter = 210.7)	7.190	0.000	0.000
800	images/sec: 608.1 +/- 15.6 (jitter = 210.3)	7.194	0.000	0.000
810	images/sec: 613.5 +/- 15.5 (jitter = 207.3)	7.193	0.016	0.016
820	images/sec: 529.6 +/- 15.5 (jitter = 207.5)	7.195	0.000	0.000
830	images/sec: 534.3 +/- 15.4 (jitter = 207.8)	7.198	0.000	0.000
840	images/sec: 538.9 +/- 15.3 (jitter = 208.0)	7.203	0.000	0.000
850	images/sec: 543.6 +/- 15.1 (jitter = 209.6)	7.197	0.000	0.000
860	images/sec: 548.1 +/- 15.0 (jitter = 210.3)	7.202	0.000	0.000
870	images/sec: 552.7 +/- 14.9 (jitter = 209.9)	7.199	0.000	0.000
880	images/sec: 556.8 +/- 14.9 (jitter = 210.9)	7.195	0.000	0.000
890	images/sec: 561.1 +/- 14.8 (jitter = 210.3)	7.190	0.000	0.016
900	images/sec: 565.7 +/- 14.7 (jitter = 207.3)	7.201	0.000	0.000
910	images/sec: 570.1 +/- 14.6 (jitter = 207.3)	7.191	0.000	0.000
920	images/sec: 574.5 +/- 14.4 (jitter = 205.5)	7.197	0.000	0.000
930	images/sec: 579.1 +/- 14.3 (jitter = 204.6)	7.198	0.000	0.016
940	images/sec: 583.2 +/- 14.2 (jitter = 206.5)	7.200	0.000	0.000
950	images/sec: 587.8 +/- 14.1 (jitter = 201.5)	7.194	0.000	0.000
960	images/sec: 592.3 +/- 14.0 (jitter = 198.9)	7.191	0.000	0.000
970	images/sec: 596.7 +/- 13.9 (jitter = 196.0)	7.195	0.000	0.000
980	images/sec: 601.2 +/- 13.7 (jitter = 193.8)	7.195	0.000	0.016
990	images/sec: 605.7 +/- 13.6 (jitter = 191.0)	7.203	0.000	0.000
1000	images/sec: 610.1 +/- 13.5 (jitter = 185.6)	7.193	0.000	0.016
1010	images/sec: 541.2 +/- 13.7 (jitter = 188.4)	7.202	0.000	0.000
1020	images/sec: 545.1 +/- 13.6 (jitter = 187.7)	7.199	0.000	0.000
1030	images/sec: 549.0 +/- 13.5 (jitter = 187.2)	7.203	0.000	0.016
1040	images/sec: 552.8 +/- 13.4 (jitter = 189.5)	7.202	0.000	0.000
1050	images/sec: 556.6 +/- 13.3 (jitter = 190.2)	7.199	0.000	0.016
1060	images/sec: 560.4 +/- 13.2 (jitter = 185.1)	7.200	0.000	0.000
1070	images/sec: 564.3 +/- 13.1 (jitter = 183.4)	7.189	0.000	0.016
1080	images/sec: 567.9 +/- 13.1 (jitter = 182.6)	7.195	0.000	0.016
1090	images/sec: 571.8 +/- 13.0 (jitter = 181.3)	7.196	0.000	0.000
1100	images/sec: 575.3 +/- 12.9 (jitter = 182.8)	7.195	0.000	0.000
1110	images/sec: 579.2 +/- 12.8 (jitter = 182.2)	7.194	0.000	0.016
1120	images/sec: 582.6 +/- 12.7 (jitter = 183.9)	7.197	0.000	0.016
1130	images/sec: 586.2 +/- 12.7 (jitter = 184.0)	7.204	0.000	0.000
1140	images/sec: 589.7 +/- 12.6 (jitter = 183.9)	7.194	0.000	0.000
1150	images/sec: 593.3 +/- 12.5 (jitter = 185.5)	7.196	0.000	0.000
1160	images/sec: 596.4 +/- 12.5 (jitter = 185.2)	7.203	0.000	0.000
1170	images/sec: 599.7 +/- 12.5 (jitter = 188.0)	7.202	0.000	0.016
1180	images/sec: 602.7 +/- 12.5 (jitter = 189.2)	7.194	0.000	0.016
1190	images/sec: 606.2 +/- 12.4 (jitter = 190.7)	7.193	0.000	0.000
1200	images/sec: 562.6 +/- 12.4 (jitter = 190.8)	7.202	0.000	0.000
