0 107.245630 0.463800 0.463800
1000 695.010337 0.467900 0.467900
2000 1309.149968 0.466150 0.466150
3000 1915.392081 0.470900 0.470900
4000 2536.559119 0.467050 0.467050
5000 3146.949898 0.465700 0.465700
6000 3756.035169 0.467800 0.467800
7000 4369.884439 0.463650 0.463650
8000 4974.006069 0.465300 0.465300
9000 5588.362808 0.468700 0.468700
10000 6195.290195 0.463650 0.463650
11000 6809.686703 0.467800 0.467800
12000 7409.117720 0.472250 0.472250
13000 8023.545434 0.466900 0.466900
14000 8631.314250 0.464900 0.464900
15000 9239.671938 0.467900 0.467900
16000 9845.824764 0.461400 0.461400
17000 10446.739990 0.466200 0.466200
18000 11058.160300 0.468150 0.468150
19000 11662.766863 0.465550 0.465550
20000 12264.580250 0.469400 0.469400
21000 12863.788695 0.465850 0.465850
22000 13455.214278 0.469250 0.469250
23000 14058.878889 0.471450 0.471450
24000 14656.073154 0.466100 0.466100
25000 15253.429859 0.465300 0.465300
26000 15841.098117 0.469750 0.469750
27000 16450.860294 0.469650 0.469650
28000 17055.013000 0.467450 0.467450
29000 17641.586732 0.469650 0.469650
30000 18224.870528 0.459900 0.459900
31000 18809.723233 0.466250 0.466250
32000 19403.638621 0.466300 0.466300
33000 19998.575243 0.466250 0.466250
34000 20603.130837 0.462050 0.462050
35000 21193.463076 0.469500 0.469500
36000 21784.287886 0.468000 0.468000
37000 22372.304864 0.467750 0.467750
38000 22982.176981 0.467100 0.467100
39000 23577.471205 0.460250 0.460250
40000 24165.244232 0.466050 0.466050
41000 24773.928282 0.463250 0.463250
42000 25376.386379 0.467450 0.467450
43000 25969.052081 0.470200 0.470200
44000 26557.582541 0.467150 0.467150
45000 27142.302037 0.463850 0.463850
46000 27808.221951 0.464050 0.464050
47000 28402.394984 0.464700 0.464700
48000 29002.059257 0.466900 0.466900
49000 29599.029284 0.468300 0.468300
50000 30182.110229 0.468150 0.468150
51000 30768.009337 0.467100 0.467100
52000 31359.925885 0.469150 0.469150
53000 31945.309119 0.470600 0.470600
54000 32606.114306 0.465600 0.465600
55000 33193.738016 0.464850 0.464850
56000 33781.043216 0.464750 0.464750
57000 34370.617224 0.469000 0.469000
58000 34959.500391 0.471100 0.471100
59000 35573.462572 0.464200 0.464200
60000 36172.456708 0.467900 0.467900
61000 36846.047894 0.468400 0.468400
62000 37447.129241 0.464900 0.464900
63000 38050.669164 0.467300 0.467300
64000 38647.400239 0.463050 0.463050
65000 39241.932921 0.461800 0.461800
66000 39835.167449 0.464750 0.464750
67000 40430.894974 0.466350 0.466350
68000 41017.735668 0.471100 0.471100
69000 41611.872315 0.461900 0.461900
70000 42209.236255 0.466700 0.466700
71000 42797.852139 0.466600 0.466600
72000 43385.214622 0.468900 0.468900
