iteration,time,throughput (img/s),loss,top1-accuracy,top5-accuracy
127360,93542,347.9,4.440,0.227,0.426
127370,93542,347.9,3.975,0.270,0.504
127380,93542,347.9,4.190,0.273,0.445
127390,93542,347.9,4.185,0.238,0.465
127400,93542,347.9,4.304,0.230,0.441
127410,93542,347.9,4.386,0.219,0.426
127420,93542,347.9,3.926,0.273,0.496
127430,93542,347.9,4.207,0.266,0.480
127440,93542,347.9,4.622,0.191,0.367
127450,93542,347.9,4.249,0.254,0.461
127460,93542,347.9,4.301,0.242,0.469
127470,93542,347.9,4.263,0.230,0.430
127480,93542,347.9,4.367,0.258,0.434
127490,93542,347.9,4.478,0.211,0.414
127500,93542,347.9,4.145,0.277,0.465
127510,93542,347.9,4.116,0.266,0.449
127520,93542,347.9,4.382,0.219,0.398
127530,93542,13085,4.080,0.254,0.469
127540,93989,347.9,4.192,0.238,0.457
127550,93989,347.9,4.386,0.230,0.383
127560,93989,347.9,3.882,0.289,0.531
127570,93989,347.9,4.226,0.250,0.465
127580,93989,347.9,4.428,0.227,0.465
127590,93989,347.9,4.344,0.172,0.391
127600,93989,347.9,4.202,0.238,0.402
127610,93989,347.9,4.344,0.219,0.445
127620,93989,347.9,4.138,0.262,0.438
127630,93989,347.9,4.313,0.238,0.422
127640,93989,347.9,4.161,0.234,0.473
127650,93989,347.9,4.321,0.188,0.434
127660,93989,347.9,4.136,0.266,0.469
127670,93989,347.9,4.143,0.273,0.477
127680,93989,347.9,4.052,0.230,0.492
127690,93989,347.9,4.023,0.266,0.504
127700,93989,347.9,4.257,0.188,0.469
127710,93989,347.9,4.088,0.293,0.473
127720,93989,347.9,4.265,0.285,0.461
127730,93989,347.9,4.151,0.258,0.469
127740,93989,347.9,4.114,0.223,0.461
127750,93989,347.9,4.163,0.262,0.453
127760,93989,347.9,4.310,0.238,0.441
127770,93989,347.9,4.373,0.188,0.387
127780,93989,347.9,4.239,0.242,0.480
127790,93989,347.9,4.085,0.289,0.469
127800,93989,347.9,4.232,0.227,0.422
127810,93989,347.9,4.390,0.203,0.422
127820,93989,347.9,4.252,0.223,0.453
127830,93989,347.9,4.158,0.266,0.441
127840,93989,347.9,4.127,0.250,0.480
127850,93989,347.9,4.368,0.184,0.430
127860,93989,347.9,4.315,0.223,0.445
127870,93989,347.9,4.025,0.266,0.453
127880,93989,347.9,4.080,0.250,0.473
127890,93989,347.9,4.426,0.219,0.402
127900,93989,347.9,4.068,0.281,0.473
127910,93989,347.9,4.074,0.242,0.504
127920,93989,347.9,4.179,0.199,0.430
127930,93989,347.9,4.041,0.285,0.488
127940,93989,347.9,3.874,0.281,0.500
127950,93989,347.9,4.175,0.246,0.449
127960,93989,347.9,3.948,0.301,0.473
127970,93989,347.9,4.277,0.246,0.445
127980,93989,347.9,4.419,0.227,0.422
127990,93989,347.9,4.144,0.254,0.496
128000,93989,347.9,4.100,0.297,0.473
128010,93989,347.9,4.153,0.250,0.465
128020,93989,347.9,4.238,0.250,0.477
128030,93989,347.9,4.400,0.227,0.406
128040,93989,347.9,4.264,0.230,0.438
128050,93989,347.9,4.217,0.242,0.457
128060,93989,347.9,3.936,0.277,0.500
128070,93989,347.9,4.232,0.242,0.434
128080,93990,347.9,4.209,0.207,0.449
128090,93990,347.9,4.273,0.246,0.438
128100,93990,347.9,4.190,0.227,0.453
128110,93990,347.9,4.275,0.254,0.457
128120,93990,347.9,4.438,0.223,0.395
128130,93990,347.9,4.189,0.262,0.461
128140,93990,347.9,4.069,0.254,0.512
128150,94449,347.9,4.286,0.230,0.469
128160,94449,347.9,4.012,0.262,0.516
128170,94449,347.9,4.312,0.227,0.457
128180,94449,347.9,4.215,0.227,0.465
128190,94449,347.9,4.161,0.293,0.480
128200,94449,347.9,4.398,0.215,0.441
128210,94449,347.9,4.099,0.273,0.465
128220,94449,347.9,4.338,0.254,0.461
128230,94449,347.9,4.224,0.234,0.480
128240,94449,347.9,4.048,0.273,0.496
128250,94449,347.9,4.362,0.223,0.414
128260,94449,347.9,4.149,0.254,0.465
128270,94449,347.9,4.323,0.234,0.438
128280,94449,347.9,4.108,0.262,0.480
128290,94449,347.9,4.329,0.238,0.434
128300,94449,347.9,4.183,0.246,0.434
128310,94449,347.9,4.130,0.242,0.461
128320,94449,347.9,4.142,0.254,0.461
128330,94449,347.9,4.487,0.191,0.406
128340,94449,347.9,4.308,0.215,0.422
128350,94449,347.9,4.166,0.234,0.457
128360,94449,347.9,4.171,0.230,0.461
128370,94449,347.9,4.382,0.211,0.422
128380,94449,347.9,4.116,0.242,0.441
128390,94449,347.9,3.914,0.273,0.508
128400,94449,347.9,4.354,0.207,0.453
128410,94449,347.9,4.188,0.254,0.469
128420,94449,347.9,4.092,0.238,0.484
128430,94449,347.9,3.973,0.285,0.512
128440,94449,347.9,4.303,0.215,0.453
128450,94449,347.9,4.480,0.172,0.410
128460,94449,347.9,4.309,0.219,0.430
128470,94449,347.9,4.184,0.262,0.480
128480,94449,347.9,4.379,0.227,0.422
128490,94449,347.9,4.324,0.270,0.441
128500,94449,347.9,4.269,0.207,0.422
128510,94449,347.9,4.271,0.234,0.477
128520,94449,347.9,4.345,0.238,0.434
128530,94449,347.9,4.541,0.184,0.398
128540,94449,347.9,4.214,0.238,0.445
128550,94449,347.9,4.395,0.215,0.465
128560,94449,347.9,4.270,0.207,0.426
128570,94449,347.9,4.241,0.238,0.441
128580,94449,347.9,4.013,0.281,0.500
128590,94449,347.9,4.190,0.211,0.410
128600,94449,347.9,4.408,0.203,0.414
128610,94449,347.9,4.026,0.293,0.488
128620,94449,347.9,4.016,0.266,0.508
128630,94449,347.9,4.117,0.262,0.477
128640,94449,347.9,4.304,0.234,0.430
128650,94449,347.9,4.018,0.293,0.461
128660,94449,347.9,4.506,0.203,0.426
128670,94449,347.9,4.186,0.281,0.473
128680,94449,347.9,4.113,0.250,0.496
128690,94449,347.9,4.240,0.273,0.449
128700,94449,347.9,4.296,0.242,0.449
128710,94449,347.9,4.115,0.223,0.484
128720,94449,347.9,4.387,0.238,0.438
128730,94449,347.9,4.499,0.199,0.414
128740,94449,347.9,4.158,0.266,0.477
128750,94449,347.9,4.338,0.234,0.418
128760,94918,347.9,4.384,0.219,0.418
128770,94918,347.9,4.086,0.258,0.492
128780,94918,347.9,4.237,0.242,0.480
128790,94918,347.8,4.323,0.238,0.457
128800,94918,347.8,4.418,0.227,0.410
128810,94918,347.8,4.252,0.215,0.449
128820,94918,347.8,4.276,0.219,0.434
128830,94918,347.8,4.185,0.207,0.445
128840,94918,347.8,4.203,0.230,0.445
128850,94918,347.8,4.652,0.203,0.391
128860,94918,347.8,3.973,0.289,0.516
128870,94918,347.8,4.092,0.250,0.488
128880,94918,347.8,4.529,0.211,0.414
128890,94918,347.8,4.150,0.246,0.457
128900,94918,347.8,4.384,0.246,0.422
128910,94918,347.8,4.142,0.250,0.480
128920,94918,347.8,4.026,0.285,0.531
128930,94918,347.8,3.952,0.285,0.512
128940,94918,347.8,4.357,0.227,0.414
128950,94918,347.8,4.371,0.203,0.387
128960,94918,347.8,4.577,0.223,0.406
128970,94919,347.8,4.357,0.246,0.445
128980,94919,347.8,4.428,0.203,0.453
128990,94919,347.8,4.275,0.254,0.461
129000,94919,347.8,4.395,0.215,0.430
129010,94919,347.8,4.311,0.211,0.422
129020,94919,347.8,4.156,0.293,0.492
129030,94919,347.8,4.304,0.238,0.449
129040,94919,347.8,4.317,0.191,0.453
129050,94919,347.8,3.999,0.266,0.469
129060,94919,347.8,4.208,0.223,0.441
129070,94919,347.8,4.127,0.230,0.469
129080,94919,347.8,4.291,0.227,0.426
129090,94919,347.8,4.109,0.219,0.426
129100,94919,347.8,4.190,0.242,0.477
129110,94919,347.8,4.085,0.246,0.508
129120,94919,347.8,4.121,0.258,0.504
129130,94919,347.8,3.983,0.289,0.523
129140,94919,347.8,4.391,0.191,0.438
129150,94919,347.8,4.218,0.227,0.438
129160,94919,347.8,4.260,0.219,0.441
129170,94919,347.8,4.099,0.277,0.438
129180,94919,347.8,4.419,0.203,0.422
129190,94919,347.8,4.170,0.223,0.473
129200,94919,347.8,4.302,0.203,0.434
129210,94919,347.8,4.056,0.277,0.508
129220,94919,347.8,4.014,0.246,0.504
129230,94919,347.8,3.938,0.234,0.504
129240,94919,347.8,4.285,0.254,0.445
129250,94919,347.8,4.113,0.254,0.484
129260,94919,347.8,3.964,0.277,0.492
129270,94919,347.8,4.443,0.168,0.445
129280,94919,347.8,4.177,0.238,0.508
129290,94919,347.8,4.070,0.254,0.480
129300,94919,347.8,4.320,0.238,0.434
129310,94919,347.8,4.129,0.254,0.477
129320,94919,347.8,4.246,0.203,0.391
129330,94919,347.8,4.266,0.262,0.465
129340,94919,347.8,4.132,0.258,0.465
129350,94919,347.8,4.262,0.242,0.402
129370,95411,347.8,4.146,0.234,0.500
129380,95411,347.8,4.392,0.227,0.441
129390,95411,347.8,4.248,0.215,0.504
129400,95411,347.8,4.240,0.219,0.441
129410,95411,347.8,4.114,0.242,0.500
129420,95411,347.8,4.261,0.250,0.480
129430,95411,347.8,4.167,0.211,0.465
129440,95411,347.8,4.131,0.246,0.430
129450,95411,347.8,4.082,0.227,0.434
129460,95411,347.8,4.164,0.250,0.473
129470,95411,347.8,4.145,0.293,0.465
129480,95411,347.8,4.353,0.211,0.402
129490,95411,347.8,4.386,0.258,0.418
129500,95411,347.8,4.445,0.203,0.422
129510,95411,347.8,4.125,0.254,0.477
129520,95411,347.8,4.181,0.227,0.477
129530,95411,347.8,4.358,0.219,0.422
129540,95411,347.8,4.292,0.227,0.438
129550,95411,347.8,4.324,0.242,0.418
129560,95411,347.8,4.041,0.230,0.492
129570,95411,347.8,4.280,0.207,0.453
129580,95411,347.8,4.023,0.250,0.477
129590,95411,347.8,4.017,0.270,0.516
129600,95411,347.8,4.098,0.246,0.453
129610,95411,347.8,4.331,0.254,0.441
129620,95411,347.8,4.331,0.215,0.414
129630,95411,347.8,4.045,0.254,0.496
129640,95411,347.8,4.210,0.211,0.430
129650,95412,347.8,4.283,0.234,0.449
129660,95412,347.7,4.388,0.223,0.418
129670,95412,347.7,4.358,0.215,0.410
129680,95412,347.7,4.330,0.215,0.426
129690,95412,347.7,4.229,0.270,0.438
129700,95412,347.7,4.242,0.227,0.438
129710,95412,347.7,3.806,0.316,0.551
129720,95412,347.7,4.056,0.246,0.457
129730,95412,347.7,4.462,0.230,0.395
129740,95412,347.7,4.025,0.309,0.520
129750,95412,347.7,4.288,0.227,0.422
129760,95412,347.7,4.228,0.254,0.434
129770,95412,347.7,4.155,0.285,0.461
129780,95412,347.7,4.180,0.238,0.453
129790,95412,347.7,4.278,0.211,0.438
129800,95412,347.7,4.288,0.262,0.457
129810,95412,347.7,4.109,0.242,0.453
129820,95412,347.7,4.287,0.211,0.441
129830,95412,347.7,4.517,0.176,0.418
129840,95412,347.7,4.119,0.258,0.465
129850,95412,347.7,4.029,0.285,0.492
129860,95412,347.6,4.307,0.242,0.457
129870,95412,347.6,4.305,0.227,0.441
129880,95412,347.6,4.047,0.246,0.473
129890,95412,347.6,4.159,0.258,0.453
129900,95412,347.6,4.308,0.238,0.477
129910,95412,347.6,4.148,0.270,0.473
129920,95412,347.6,4.232,0.277,0.480
129930,95412,347.6,4.092,0.258,0.484
129940,95412,347.6,4.151,0.297,0.480
129950,95412,347.6,4.146,0.250,0.465
129960,95412,347.6,4.079,0.234,0.477
129970,95412,347.6,1519843298479,0.262,0.465
129980,95879,347.6,4.156,0.270,0.473
129990,95879,347.6,4.422,0.207,0.410
130000,95879,347.6,4.102,0.211,0.508
130010,95879,347.6,4.230,0.230,0.449
130020,95879,347.6,4.290,0.227,0.445
130030,95879,347.6,4.155,0.230,0.492
130040,95879,347.6,4.257,0.254,0.445
130050,95879,347.6,4.329,0.250,0.449
130060,95879,347.6,4.205,0.250,0.461
130070,95879,347.6,4.086,0.309,0.496
130080,95879,347.6,4.301,0.207,0.453
130090,95879,347.6,4.218,0.242,0.426
130100,95879,347.6,4.212,0.215,0.488
130110,95879,347.6,3.930,0.262,0.488
130120,95879,347.6,4.431,0.250,0.418
130130,95879,347.6,4.080,0.246,0.457
130140,95879,347.6,4.249,0.230,0.426
130150,95879,347.6,4.452,0.195,0.402
130160,95879,347.6,4.309,0.281,0.473
130170,95879,347.6,3.993,0.293,0.520
130180,95879,347.6,4.077,0.285,0.504
130190,95879,347.6,4.194,0.227,0.426
130200,95879,347.6,4.301,0.191,0.414
130210,95879,347.6,4.335,0.230,0.449
130220,95879,347.6,4.307,0.203,0.477
130230,95879,347.6,4.394,0.250,0.469
130240,95879,347.6,4.189,0.273,0.469
130250,95879,347.6,4.076,0.285,0.516
130260,95879,347.6,4.335,0.223,0.422
130270,95879,347.6,4.352,0.238,0.434
130280,95879,347.6,4.206,0.227,0.473
130290,95879,347.6,4.327,0.238,0.457
130300,95879,347.6,4.230,0.246,0.465
130310,95879,347.6,4.201,0.227,0.461
130320,95879,347.6,4.260,0.258,0.457
130330,95879,347.6,4.359,0.219,0.438
130340,95879,347.6,4.235,0.230,0.426
130350,95879,347.6,4.301,0.215,0.434
130360,95879,347.6,4.387,0.234,0.406
130370,95879,347.6,4.444,0.246,0.430
130380,95879,347.6,4.377,0.227,0.441
130390,95879,347.6,4.099,0.285,0.461
130400,95879,347.6,4.149,0.250,0.477
130410,95879,347.6,4.242,0.234,0.457
130420,95879,347.6,4.528,0.223,0.418
130430,95879,347.6,4.513,0.172,0.406
130440,95879,347.6,4.330,0.219,0.449
130450,95879,347.6,4.256,0.223,0.477
130460,95879,347.6,4.284,0.242,0.465
130470,95879,347.6,4.319,0.234,0.445
130480,95879,347.6,4.028,0.234,0.473
130490,95879,347.6,4.194,0.281,0.492
130500,95879,347.6,4.323,0.234,0.441
130510,95879,347.6,4.288,0.219,0.441
130520,95879,347.6,4.261,0.234,0.449
130530,95879,347.6,3.913,0.297,0.535
130540,95879,347.6,4.577,0.184,0.406
130550,95879,347.6,4.259,0.258,0.449
130560,95879,347.6,4.007,0.262,0.480
130570,95879,347.6,4.083,0.266,0.488
130580,95879,347.6,0.413398,1519843772747,65
130590,96353,347.6,4.144,0.223,0.492
130600,96353,347.6,4.215,0.242,0.477
130610,96353,347.6,4.230,0.273,0.473
130620,96353,347.6,4.371,0.219,0.434
130630,96353,347.6,4.178,0.254,0.488
130640,96353,347.6,4.177,0.238,0.484
130650,96353,347.6,4.287,0.254,0.441
130660,96353,347.6,4.382,0.238,0.441
130670,96353,347.6,3.928,0.305,0.523
130680,96353,347.6,4.224,0.250,0.473
130690,96353,347.6,4.182,0.211,0.484
130700,96353,347.6,4.226,0.215,0.449
130710,96353,347.6,4.406,0.230,0.422
130720,96353,347.5,4.250,0.258,0.457
130730,96353,347.5,4.304,0.211,0.465
130740,96353,347.5,4.266,0.223,0.457
130750,96353,347.5,4.375,0.230,0.453
130760,96353,347.5,4.306,0.234,0.477
130770,96353,347.5,4.048,0.270,0.496
130780,96353,347.5,4.254,0.254,0.418
130790,96353,347.5,3.963,0.270,0.492
130800,96353,347.5,4.073,0.234,0.496
130810,96353,347.5,4.274,0.230,0.441
130820,96353,347.5,4.218,0.250,0.457
130830,96353,347.5,4.014,0.266,0.469
130840,96353,347.5,3.988,0.277,0.461
130850,96353,347.5,4.219,0.219,0.438
130860,96353,347.5,4.251,0.262,0.430
130870,96353,347.5,4.301,0.211,0.387
130880,96353,347.5,4.085,0.273,0.465
130890,96353,347.5,4.123,0.234,0.449
130900,96353,347.5,4.447,0.262,0.418
130910,96353,347.5,3.840,0.312,0.523
130920,96353,347.5,4.069,0.223,0.469
130930,96353,347.5,3.947,0.301,0.504
130940,96353,347.5,4.181,0.258,0.473
130950,96353,347.5,4.487,0.238,0.414
130960,96353,347.5,4.357,0.246,0.414
130970,96353,347.5,4.227,0.254,0.488
130980,96353,347.5,4.343,0.250,0.422
130990,96353,347.5,3.999,0.238,0.508
131000,96354,347.5,4.199,0.230,0.465
131010,96354,347.5,4.189,0.219,0.441
131020,96354,347.5,4.212,0.250,0.461
131030,96354,347.5,3.987,0.301,0.512
131040,96354,347.5,3.973,0.277,0.492
131050,96354,347.5,4.293,0.219,0.449
131060,96354,347.5,4.171,0.273,0.457
131070,96354,347.5,3.964,0.316,0.508
131080,96354,347.5,3.993,0.246,0.500
131090,96354,347.5,4.061,0.312,0.488
131100,96354,347.5,3.959,0.285,0.488
131110,96354,347.5,4.348,0.195,0.402
131120,96354,347.5,4.269,0.238,0.461
131130,96354,347.5,4.128,0.262,0.469
131140,96354,347.5,4.318,0.219,0.469
131150,96354,347.5,4.126,0.246,0.461
131160,96354,347.5,4.170,0.281,0.465
131170,96354,347.5,4.235,0.289,0.426
131180,96354,347.5,4.009,0.289,0.488
131190,96354,347.5,4.082,0.273,0.477
13120013461,96354,images/sec:,4.260,0.219,0.457
131210,96823,347.5,4.036,0.270,0.508
131220,96823,347.5,4.371,0.211,0.445
131230,96823,347.5,4.223,0.242,0.449
131240,96823,347.5,4.000,0.270,0.500
131250,96823,347.5,4.256,0.223,0.461
131260,96823,347.5,4.315,0.223,0.434
131270,96823,347.5,4.324,0.219,0.445
131280,96823,347.5,4.093,0.242,0.469
131290,96823,347.5,4.178,0.285,0.492
131300,96823,347.5,4.143,0.262,0.445
131310,96823,347.5,3.935,0.297,0.512
131320,96823,347.5,4.126,0.266,0.480
131330,96823,347.5,4.251,0.227,0.441
131340,96823,347.5,4.369,0.207,0.418
131350,96823,347.5,4.178,0.281,0.461
131360,96823,347.5,3.960,0.258,0.492
131370,96823,347.5,4.123,0.230,0.465
131380,96823,347.5,3.946,0.289,0.520
131390,96823,347.5,4.175,0.266,0.461
131400,96823,347.5,4.444,0.211,0.418
131410,96823,347.5,4.366,0.223,0.422
131420,96823,347.5,4.220,0.238,0.469
131430,96823,347.5,4.171,0.285,0.457
131440,96823,347.5,4.276,0.227,0.410
131450,96823,347.5,4.198,0.242,0.430
131460,96823,347.5,4.104,0.250,0.461
131470,96823,347.5,4.143,0.234,0.430
131480,96823,347.5,4.529,0.199,0.375
131490,96823,347.5,3.667,0.324,0.551
131500,96823,347.5,4.049,0.285,0.504
131510,96823,347.5,4.051,0.281,0.480
131520,96823,347.5,3.977,0.293,0.496
131530,96823,347.5,3.979,0.258,0.504
131540,96823,347.5,4.323,0.223,0.410
131550,96823,347.5,4.115,0.254,0.473
131560,96823,347.5,4.182,0.293,0.461
131570,96823,347.5,4.503,0.188,0.434
131580,96823,347.5,4.234,0.203,0.418
131590,96823,347.5,4.197,0.230,0.449
131600,96823,347.4,3.971,0.277,0.508
131610,96823,347.4,4.093,0.246,0.473
131620,96823,347.4,3.908,0.316,0.551
131630,96823,347.4,4.505,0.203,0.410
131640,96823,347.4,4.318,0.219,0.402
131650,96823,347.4,4.176,0.234,0.461
131660,96823,347.4,4.256,0.273,0.438
131670,96823,347.4,4.259,0.242,0.445
131680,96823,347.4,4.165,0.242,0.500
131690,96823,347.4,4.405,0.180,0.441
131700,96823,347.4,4.381,0.227,0.473
131710,96823,347.4,3.982,0.309,0.477
131720,96823,347.4,4.287,0.227,0.449
131730,96823,347.4,4.142,0.266,0.473
131740,96823,347.4,4.107,0.250,0.477
131750,96823,347.4,3.972,0.332,0.496
131760,96823,347.4,4.204,0.273,0.477
131770,96823,347.4,4.378,0.242,0.445
131780,96823,347.4,4.275,0.230,0.426
131790,96823,347.4,4.144,0.258,0.469
131800,96823,347.4,4.185,0.281,0.473
131820,97293,347.4,4.205,0.242,0.469
131830,97293,347.4,3.900,0.277,0.520
131840,97293,347.4,4.252,0.234,0.465
131850,97293,347.4,4.314,0.242,0.457
131860,97293,347.4,4.226,0.250,0.457
131870,97293,347.4,4.030,0.266,0.488
131880,97293,347.4,4.221,0.254,0.465
131890,97293,347.4,4.461,0.191,0.418
131900,97293,347.4,4.216,0.234,0.465
131910,97293,347.4,4.370,0.223,0.434
131920,97293,347.4,4.259,0.254,0.469
131930,97293,347.4,4.020,0.270,0.496
131940,97293,347.4,4.176,0.227,0.477
131950,97293,347.4,4.306,0.285,0.461
131960,97293,347.4,3.941,0.289,0.500
131970,97293,347.4,4.154,0.258,0.453
131980,97293,347.4,3.964,0.285,0.508
131990,97293,347.4,4.259,0.230,0.422
132000,97293,347.4,3.984,0.277,0.488
132010,97293,347.4,4.148,0.219,0.473
132020,97293,347.4,4.055,0.246,0.496
132030,97293,347.4,3.990,0.258,0.508
132040,97293,347.4,4.362,0.238,0.434
132050,97293,347.4,3.904,0.277,0.496
132060,97293,347.4,4.365,0.219,0.438
132070,97293,347.4,4.147,0.254,0.492
132080,97293,347.4,3.855,0.254,0.523
132090,97293,347.4,4.008,0.293,0.480
132100,97293,347.4,3.830,0.320,0.523
132110,97293,347.4,4.196,0.219,0.469
132120,97293,347.4,3.942,0.328,0.488
132130,97293,347.4,4.126,0.219,0.461
132140,97293,347.4,4.318,0.191,0.434
132150,97293,347.4,4.264,0.230,0.430
132160,97293,347.4,4.113,0.250,0.492
132170,97293,347.4,4.407,0.250,0.438
132180,97293,347.4,4.242,0.219,0.457
132190,97293,347.4,4.359,0.238,0.438
132200,97293,347.4,4.277,0.219,0.430
132210,97293,347.4,4.012,0.250,0.512
132220,97293,347.4,4.145,0.227,0.445
132230,97293,347.4,4.179,0.215,0.449
132240,97293,347.4,3.893,0.258,0.520
132250,97293,347.4,4.084,0.238,0.480
132260,97293,347.4,4.102,0.250,0.480
132270,97293,347.4,4.078,0.266,0.477
132280,97293,347.4,4.230,0.238,0.426
132290,97293,347.4,4.339,0.254,0.430
132300,97293,347.4,4.149,0.270,0.461
132310,97293,347.4,4.152,0.238,0.488
132320,97293,347.4,3.979,0.285,0.496
132330,97293,347.4,4.039,0.254,0.469
132340,97293,347.4,4.404,0.246,0.434
132350,97293,347.4,4.193,0.262,0.488
132360,97293,347.4,3.982,0.289,0.520
132370,97293,347.4,4.359,0.242,0.449
132380,97293,347.4,4.472,0.215,0.402
132390,97293,347.4,4.584,0.207,0.402
132400,97293,347.4,4.401,0.188,0.426
132410,97293,347.4,4.038,0.301,0.488
132420,97293,347.413585,4.108,0.242,0.512
132430,97760,347.4,4.175,0.258,0.484
132440,97760,347.4,4.232,0.227,0.445
132450,97760,347.4,4.094,0.227,0.461
132460,97760,347.4,4.269,0.234,0.430
132470,97760,347.4,4.191,0.242,0.461
132480,97760,347.4,4.043,0.242,0.473
132490,97760,347.4,4.100,0.254,0.492
132500,97760,347.3,4.122,0.305,0.500
132510,97760,347.3,4.037,0.246,0.480
132520,97760,347.3,4.342,0.238,0.422
132530,97760,347.3,4.073,0.238,0.488
132540,97760,347.3,4.450,0.207,0.441
132550,97760,347.3,4.262,0.266,0.430
132560,97760,347.3,4.058,0.262,0.500
132570,97760,347.3,4.096,0.242,0.484
132580,97760,347.3,4.206,0.227,0.461
132590,97760,347.3,4.173,0.273,0.465
132600,97760,347.3,4.226,0.227,0.430
132610,97760,347.3,4.174,0.277,0.496
132620,97760,347.3,4.312,0.234,0.441
132630,97760,347.3,4.102,0.262,0.484
132640,97760,347.3,4.066,0.277,0.496
132650,97760,347.3,4.377,0.207,0.441
132660,97761,347.3,4.377,0.250,0.457
132670,97761,347.3,4.208,0.238,0.461
132680,97761,347.3,4.194,0.289,0.473
132690,97761,347.3,4.292,0.219,0.434
132700,97761,347.3,4.136,0.289,0.477
132710,97761,347.3,4.336,0.227,0.426
132720,97761,347.3,4.267,0.262,0.445
132730,97761,347.3,3.797,0.293,0.551
132740,97761,347.3,4.172,0.258,0.453
132750,97761,347.3,4.183,0.250,0.453
132760,97761,347.3,4.190,0.238,0.445
132770,97761,347.3,4.210,0.262,0.461
132780,97761,347.3,4.424,0.254,0.438
132790,97761,347.3,3.953,0.266,0.465
132800,97761,347.3,4.266,0.254,0.449
132810,97761,347.3,4.168,0.266,0.457
132820,97761,347.3,4.296,0.215,0.445
132830,97761,347.3,4.220,0.223,0.465
132840,97761,347.3,4.634,0.168,0.402
132850,97761,347.3,4.110,0.281,0.441
132860,97761,347.3,4.170,0.270,0.441
132870,97761,347.3,4.198,0.242,0.441
132880,97761,347.3,3.984,0.277,0.512
132890,97761,347.3,4.352,0.234,0.430
132900,97761,347.3,4.227,0.258,0.438
132910,97761,347.3,3.944,0.270,0.480
132920,97761,347.3,4.280,0.227,0.418
132930,97761,347.3,3.966,0.297,0.516
132940,97761,347.3,4.408,0.203,0.422
132950,97761,347.3,3.979,0.289,0.484
132960,97761,347.3,4.124,0.223,0.484
132970,97761,347.3,3.948,0.293,0.527
132980,97761,347.3,4.370,0.242,0.461
132990,97761,347.3,4.145,0.230,0.445
133000,97761,347.3,4.224,0.258,0.477
133010,97761,347.3,4.045,0.273,0.508
133020,97761,347.3,4.015,0.281,0.516
133030,97761,347.3,4.005,0.277,0.457
133040,98230,347.3,4.221,0.242,0.504
133050,98230,347.3,4.087,0.285,0.516
133060,98230,347.3,4.222,0.227,0.434
133070,98230,347.3,4.359,0.207,0.426
133080,98230,347.3,4.197,0.273,0.477
133090,98230,347.3,4.120,0.246,0.445
133100,98230,347.3,4.529,0.227,0.406
133110,98230,347.3,3.949,0.281,0.480
133120,98230,347.3,4.098,0.242,0.477
133130,98230,347.3,4.285,0.262,0.465
133140,98230,347.3,4.076,0.266,0.461
133150,98230,347.3,4.082,0.258,0.496
133160,98230,347.3,4.137,0.281,0.465
133170,98230,347.3,4.033,0.285,0.488
133180,98230,347.3,4.290,0.246,0.441
133190,98230,347.3,4.391,0.219,0.430
133200,98230,347.3,3.965,0.277,0.508
133210,98230,347.3,4.193,0.258,0.477
133220,98230,347.3,4.328,0.246,0.457
133230,98230,347.3,4.152,0.277,0.480
133240,98230,347.3,4.335,0.223,0.426
133250,98230,347.3,4.406,0.234,0.441
133260,98230,347.3,3.999,0.285,0.508
133270,98230,347.3,3.952,0.289,0.516
133280,98230,347.3,4.383,0.207,0.410
133290,98230,347.3,4.186,0.266,0.441
133300,98230,347.3,4.102,0.219,0.484
133310,98230,347.3,4.156,0.227,0.461
133320,98230,347.3,3.954,0.238,0.488
133330,98230,347.3,4.255,0.211,0.406
133340,98230,347.3,3.959,0.238,0.500
133350,98230,347.3,4.103,0.230,0.469
133360,98230,347.3,4.349,0.227,0.449
133370,98230,347.3,3.924,0.270,0.477
133380,98230,347.3,4.223,0.207,0.438
133390,98230,347.3,4.316,0.230,0.430
133400,98230,347.3,4.208,0.234,0.477
133410,98230,347.3,4.054,0.254,0.496
133420,98230,347.3,4.490,0.203,0.410
133430,98230,347.3,4.126,0.258,0.469
133440,98230,347.3,4.181,0.223,0.441
133450,98230,347.3,4.001,0.293,0.508
133460,98230,347.3,4.224,0.270,0.461
133470,98230,347.3,4.058,0.285,0.492
133480,98230,347.2,4.381,0.234,0.445
133490,98230,347.2,4.054,0.277,0.492
133500,98230,347.2,4.215,0.242,0.449
133510,98230,347.2,4.138,0.238,0.477
133520,98230,347.2,4.322,0.195,0.395
133530,98230,347.2,4.071,0.266,0.469
133540,98230,347.2,4.236,0.242,0.418
133550,98230,347.2,4.365,0.211,0.406
133560,98230,347.2,4.188,0.242,0.453
133570,98230,347.2,4.131,0.266,0.453
133580,98230,347.2,4.011,0.273,0.512
133590,98230,347.2,4.352,0.246,0.430
133600,98230,347.2,4.259,0.262,0.430
133610,98230,347.2,4.122,0.230,0.445
133620,98230,347.2,4.347,0.246,0.449
133630,98230,347.2,4.091,0.273,0.465
133640,98230,347.2,3.849,0.293,0.520
133650,98698,347.2,4.362,0.211,0.426
133660,98698,347.2,4.613,0.180,0.398
133670,98698,347.2,4.292,0.234,0.449
133680,98698,347.2,4.199,0.223,0.426
133690,98698,347.2,4.523,0.234,0.426
133700,98698,347.2,4.304,0.227,0.438
133710,98698,347.2,4.043,0.285,0.500
