iteration,time,throughput (img/s),loss,top1-accuracy,top5-accuracy
24800,17871,349.5,7.141,0.000,0.000
24810,17871,349.5,7.152,0.000,0.012
24820,17871,349.5,7.113,0.008,0.012
24830,17871,349.5,7.155,0.000,0.020
24840,17871,349.5,7.139,0.004,0.012
24850,17871,349.5,7.093,0.000,0.020
24860,17871,349.5,7.151,0.000,0.020
24870,17871,349.5,7.145,0.000,0.008
24880,17871,349.5,7.173,0.000,0.008
24890,17871,349.5,7.114,0.004,0.008
24900,17871,349.5,7.130,0.008,0.016
24910,17871,349.5,7.118,0.000,0.020
24930,18352,349.5,7.129,0.000,0.004
24940,18352,349.5,7.144,0.000,0.012
24950,18352,349.5,7.095,0.000,0.016
24960,18352,349.5,7.119,0.000,0.016
24970,18352,348.9,7.037,0.004,0.016
24980,18352,348.9,7.109,0.000,0.008
24990,18352,349.0,7.189,0.000,0.008
25000,18352,349.0,7.122,0.004,0.012
25010,18352,349.0,7.086,0.004,0.012
25020,18352,349.0,7.125,0.000,0.016
25030,18352,349.0,7.210,0.000,0.008
25040,18352,349.0,7.154,0.004,0.012
25050,18352,349.0,7.099,0.016,0.023
25060,18352,349.0,7.135,0.008,0.008
25070,18352,349.0,7.160,0.004,0.016
25080,18353,349.0,7.079,0.004,0.027
25090,18353,349.1,7.081,0.008,0.008
25100,18353,349.0,7.185,0.008,0.016
25110,18353,349.1,7.177,0.000,0.012
25120,18353,349.1,7.163,0.004,0.004
25130,18353,349.1,7.072,0.008,0.027
25140,18353,349.1,7.145,0.004,0.016
25150,18353,349.1,7.135,0.000,0.016
25160,18353,349.1,7.112,0.004,0.016
25170,18353,349.1,7.144,0.004,0.027
25180,18353,349.1,7.153,0.000,0.016
25190,18353,349.1,7.108,0.004,0.020
25200,18353,349.1,7.091,0.004,0.016
25210,18353,349.1,7.137,0.000,0.020
25220,18353,349.1,7.107,0.004,0.012
25230,18353,349.1,7.144,0.004,0.016
25240,18353,349.1,7.073,0.004,0.020
25250,18353,349.1,7.125,0.008,0.020
25260,18353,349.1,7.146,0.000,0.012
25270,18353,349.1,7.124,0.000,0.012
25280,18353,349.1,7.095,0.012,0.020
25290,18353,349.1,7.085,0.000,0.020
25300,18353,349.1,7.135,0.004,0.012
25310,18353,349.1,7.117,0.012,0.039
25320,18353,349.1,7.180,0.004,0.008
25330,18353,349.1,7.090,0.004,0.016
25340,18353,349.1,7.185,0.000,0.012
25350,18353,349.1,7.155,0.004,0.016
25360,18353,349.1,7.046,0.004,0.027
25370,18353,349.1,7.133,0.004,0.016
25380,18353,349.1,7.156,0.004,0.020
25390,18353,349.1,7.208,0.000,0.004
25400,18353,349.1,7.212,0.004,0.012
25410,18353,349.1,7.119,0.004,0.012
25420,18353,349.1,7.103,0.000,0.012
25430,18353,349.1,7.132,0.004,0.008
25440,18353,349.1,7.121,0.004,0.008
25450,18353,349.1,7.113,0.004,0.012
25460,18353,349.1,7.235,0.004,0.004
25470,18353,349.1,7.158,0.004,0.008
25480,18353,349.1,7.102,0.000,0.020
25490,18353,349.1,7.064,0.008,0.023
25500,18353,349.1,7.130,0.004,0.012
25510,18353,349.1,7.152,0.004,0.012
25520,18353,349.1,7.082,0.020,0.031
25530,18353,349.1,7.104,0.000,0.008
25540,18353,349.1,7.137,0.004,0.016
25550,18807,349.1,7.170,0.004,0.012
25560,18807,349.1,7.105,0.000,0.027
25570,18807,349.1,7.093,0.008,0.016
25580,18807,349.1,7.127,0.004,0.027
25590,18807,349.1,7.138,0.004,0.016
25600,18807,349.1,7.102,0.004,0.016
25610,18807,349.1,7.140,0.000,0.008
25620,18807,349.1,7.133,0.004,0.012
25630,18807,349.1,7.123,0.000,0.016
25640,18807,349.1,7.121,0.008,0.012
25650,18807,349.1,7.032,0.004,0.031
25660,18807,349.1,7.105,0.004,0.012
25670,18807,349.1,7.113,0.000,0.008
25680,18807,349.1,7.106,0.000,0.020
25690,18807,349.1,7.110,0.004,0.023
25700,18807,349.1,7.136,0.004,0.008
25710,18807,349.1,7.120,0.004,0.023
25720,18807,349.1,7.115,0.000,0.020
25730,18807,349.1,7.054,0.000,0.020
25740,18807,349.1,7.155,0.004,0.008
25750,18807,349.1,7.126,0.000,0.012
25760,18807,349.1,7.135,0.004,0.012
25770,18807,349.1,7.133,0.000,0.012
25780,18807,349.1,7.065,0.000,0.008
25790,18807,349.1,7.156,0.008,0.012
25800,18807,349.1,7.130,0.004,0.012
25810,18807,349.1,7.129,0.000,0.004
25820,18807,349.1,7.126,0.000,0.020
25830,18807,349.1,7.087,0.004,0.012
25840,18807,349.1,7.093,0.008,0.016
25850,18807,349.1,7.111,0.004,0.012
25860,18807,349.1,7.092,0.004,0.008
25870,18807,349.1,7.123,0.000,0.004
25880,18807,349.1,7.074,0.000,0.023
25890,18807,349.1,7.070,0.008,0.023
25900,18807,349.1,7.106,0.000,0.008
25910,18807,349.1,7.143,0.000,0.004
25920,18807,349.1,7.056,0.012,0.020
25930,18807,349.1,7.066,0.000,0.000
25940,18807,349.1,7.064,0.012,0.023
25950,18807,349.1,7.108,0.004,0.012
25960,18807,349.1,7.075,0.008,0.031
25970,18807,349.1,7.062,0.008,0.016
25980,18807,349.1,7.118,0.004,0.008
25990,18807,349.1,7.068,0.000,0.035
26000,18807,349.1,7.027,0.012,0.039
26010,18807,349.1,7.188,0.016,0.031
26020,18807,349.1,7.129,0.004,0.027
26030,18807,349.1,7.114,0.000,0.012
26040,18807,349.1,7.147,0.000,0.012
26050,18807,349.1,7.111,0.008,0.020
26060,18807,349.1,7.059,0.000,0.016
26070,18807,349.1,7.143,0.000,0.004
26080,18807,349.1,7.104,0.004,0.027
26090,18807,349.1,7.142,0.000,0.004
26100,18807,349.1,7.123,0.000,0.012
26110,18807,349.1,7.086,0.004,0.012
26120,18807,349.1,7.124,0.004,0.020
26130,18807,349.1,7.048,0.000,0.008
26140,18807,349.1,7.111,0.000,0.012
26150,18807,349.1,7.134,0.004,0.016
26160,18807,349.1,7.023,0.004,0.020
26172725,18807,0,7.099,0.008,0.023
26180,19258,349.1,7.074,0.000,0.031
26190,19258,349.1,7.128,0.004,0.020
26200,19258,349.1,7.089,0.000,0.012
26210,19258,349.1,7.033,0.004,0.035
26220,19258,349.1,7.087,0.000,0.008
26230,19258,349.1,7.152,0.000,0.012
26240,19258,349.1,7.041,0.008,0.016
26250,19258,349.1,7.054,0.000,0.016
26260,19258,349.1,7.155,0.000,0.000
26270,19258,349.1,7.088,0.000,0.008
26280,19258,349.1,7.069,0.004,0.023
26290,19258,349.1,7.181,0.000,0.008
26300,19258,349.1,7.151,0.000,0.012
26310,19258,349.1,7.081,0.000,0.012
26320,19258,349.1,7.062,0.004,0.016
26330,19258,349.1,7.029,0.000,0.020
26340,19258,349.1,7.199,0.000,0.004
26350,19258,349.1,7.093,0.004,0.016
26360,19258,349.1,7.124,0.004,0.016
26370,19258,349.1,7.125,0.000,0.000
26380,19258,349.1,7.099,0.004,0.016
26390,19258,349.1,7.110,0.000,0.012
26400,19259,349.1,7.104,0.000,0.008
26410,19259,349.1,7.153,0.000,0.004
26420,19259,349.1,7.028,0.012,0.023
26430,19259,349.1,7.098,0.004,0.020
26440,19259,349.1,7.077,0.008,0.016
26450,19259,349.1,7.158,0.004,0.020
26460,19259,349.1,7.121,0.004,0.012
26470,19259,349.1,7.084,0.000,0.012
26480,19259,349.1,7.075,0.000,0.012
26490,19259,349.1,7.032,0.000,0.012
26500,19259,349.1,7.053,0.008,0.016
26510,19259,349.1,7.118,0.000,0.016
26520,19259,349.1,7.060,0.004,0.008
26530,19259,349.1,7.141,0.000,0.012
26540,19259,349.1,7.081,0.000,0.020
26550,19259,349.1,7.128,0.000,0.008
26560,19259,349.1,7.117,0.000,0.004
26570,19259,349.1,7.060,0.004,0.020
26580,19259,349.1,7.056,0.008,0.023
26590,19259,349.1,7.060,0.000,0.016
26600,19259,349.1,7.064,0.004,0.020
26610,19259,349.1,7.086,0.008,0.020
26620,19259,349.1,7.108,0.000,0.012
26630,19259,349.1,7.145,0.000,0.016
26640,19259,349.1,7.145,0.004,0.012
26650,19259,349.1,7.114,0.004,0.016
26660,19259,349.1,7.135,0.000,0.012
26670,19259,349.1,7.120,0.008,0.012
26680,19259,349.1,7.050,0.004,0.016
26690,19259,349.1,7.131,0.008,0.027
26700,19259,349.1,7.131,0.008,0.023
26710,19259,349.1,7.166,0.004,0.020
26720,19259,349.1,7.098,0.000,0.012
26730,19259,349.1,7.070,0.004,0.012
26740,19259,349.1,7.040,0.000,0.020
26750,19259,349.1,7.115,0.000,0.012
26760,19259,349.1,7.078,0.004,0.016
26770,19259,349.1,7.053,0.004,0.012
26780,19259,349.2,7.118,0.012,0.027
26800,19715,349.2,7.076,0.000,0.020
26810,19715,349.2,7.095,0.000,0.016
26820,19715,349.2,7.124,0.004,0.004
26830,19715,349.2,7.081,0.000,0.004
26840,19715,349.2,7.117,0.004,0.012
26850,19715,349.2,7.066,0.004,0.016
26860,19715,349.2,7.079,0.004,0.016
26870,19715,349.2,7.099,0.004,0.020
26880,19715,349.2,7.009,0.008,0.023
26890,19715,349.2,7.085,0.004,0.008
26900,19715,349.2,7.045,0.008,0.031
26910,19715,349.2,7.156,0.004,0.012
26920,19715,349.2,7.053,0.004,0.020
26930,19715,349.2,7.068,0.000,0.004
26940,19715,349.2,7.167,0.000,0.008
26950,19715,349.2,7.096,0.004,0.008
26960,19715,349.2,7.065,0.008,0.023
26970,19715,349.2,7.143,0.000,0.004
26980,19715,349.2,7.111,0.004,0.016
26990,19715,349.2,7.101,0.004,0.004
27000,19715,349.2,7.008,0.008,0.023
27010,19715,349.2,7.171,0.000,0.012
27020,19715,349.2,7.057,0.004,0.023
27030,19715,349.2,7.070,0.000,0.020
27040,19715,349.2,7.098,0.004,0.020
27050,19715,349.2,7.129,0.000,0.008
27060,19715,349.2,7.028,0.000,0.012
27070,19715,349.2,7.070,0.000,0.023
27080,19715,349.2,7.099,0.004,0.016
27090,19715,349.2,7.037,0.004,0.031
27100,19715,349.2,7.041,0.004,0.020
27110,19715,349.2,7.076,0.004,0.035
27120,19715,349.2,7.139,0.008,0.008
27130,19715,349.2,7.126,0.004,0.035
27140,19715,349.2,7.078,0.000,0.016
27150,19715,349.2,7.009,0.004,0.016
27160,19715,349.2,7.010,0.004,0.023
27170,19715,349.2,7.051,0.000,0.016
27180,19715,349.2,7.083,0.004,0.027
27190,19715,349.2,7.092,0.008,0.027
27200,19715,349.2,7.072,0.008,0.016
27210,19715,349.2,7.040,0.012,0.039
27220,19715,349.2,7.104,0.008,0.016
27230,19715,349.2,7.074,0.004,0.023
27240,19715,349.2,7.059,0.008,0.023
27250,19715,349.2,7.132,0.000,0.008
27260,19715,349.2,7.055,0.004,0.027
27270,19715,349.2,7.184,0.000,0.027
27280,19715,349.2,7.089,0.008,0.020
27290,19715,349.2,7.056,0.004,0.016
27300,19715,349.2,7.052,0.012,0.016
27310,19715,349.2,7.136,0.008,0.012
27320,19715,349.1,7.113,0.004,0.004
27330,19715,349.1,7.043,0.004,0.031
27340,19715,349.1,7.134,0.000,0.016
27350,19715,349.1,7.163,0.000,0.008
27360,19715,349.1,7.105,0.004,0.020
27370,19715,349.1,7.045,0.008,0.008
27380,19715,349.1,7.089,0.008,0.031
27390,19715,349.1,7.088,0.004,0.016
27400,19715,349.1,7.112,0.000,0.008
27420,20169,349.1,7.050,0.012,0.020
27430,20169,349.1,7.041,0.004,0.020
27440,20169,349.1,7.054,0.008,0.020
27450,20169,349.1,7.049,0.004,0.012
27460,20169,349.1,7.010,0.004,0.027
27470,20169,349.1,7.119,0.012,0.023
27480,20169,349.1,7.038,0.000,0.031
27490,20169,349.1,7.112,0.000,0.012
27500,20169,349.1,7.080,0.004,0.020
27510,20169,349.1,7.067,0.000,0.027
27520,20169,349.2,7.064,0.020,0.035
27530,20169,349.1,7.082,0.004,0.023
27540,20169,349.1,7.100,0.004,0.012
27550,20169,349.1,7.110,0.004,0.008
27560,20169,349.1,7.014,0.004,0.020
27570,20169,349.1,7.079,0.008,0.020
27580,20169,349.1,7.045,0.000,0.020
27590,20169,349.1,7.107,0.000,0.016
27600,20169,349.1,7.079,0.000,0.020
27610,20169,349.1,7.025,0.000,0.020
27620,20169,349.1,7.069,0.016,0.051
27630,20169,349.1,7.035,0.000,0.012
27640,20169,349.1,7.062,0.000,0.012
27650,20169,349.1,7.084,0.000,0.008
27660,20169,349.1,7.059,0.004,0.016
27670,20169,349.1,7.081,0.004,0.012
27680,20169,349.1,7.079,0.004,0.008
27690,20169,349.1,7.077,0.012,0.023
27700,20169,349.1,7.062,0.000,0.016
27710,20169,349.1,7.064,0.008,0.020
27720,20169,349.1,7.068,0.004,0.027
27730,20169,349.1,7.081,0.016,0.031
27740,20169,349.1,7.015,0.008,0.027
27750,20169,349.1,7.082,0.004,0.023
27760,20169,349.1,7.081,0.008,0.023
27770,20169,349.1,7.079,0.008,0.008
27780,20169,349.1,6.999,0.004,0.031
27790,20169,349.1,7.102,0.000,0.016
27800,20169,349.1,7.045,0.008,0.016
27810,20169,349.1,7.047,0.004,0.027
27820,20169,349.1,7.071,0.000,0.016
27830,20169,349.1,7.059,0.004,0.016
27840,20169,349.1,7.049,0.004,0.027
27850,20169,349.1,7.052,0.004,0.023
27860,20169,349.1,7.100,0.000,0.016
27870,20169,349.1,7.078,0.004,0.008
27880,20169,349.1,7.029,0.008,0.020
27890,20169,349.1,7.042,0.008,0.016
27900,20169,349.1,7.082,0.012,0.020
27910,20169,349.1,7.073,0.008,0.020
27920,20169,349.1,7.051,0.000,0.027
27930,20169,349.1,6.995,0.012,0.020
27940,20169,349.1,7.085,0.004,0.012
27950,20169,349.1,7.045,0.000,0.016
27960,20169,349.1,7.071,0.000,0.012
27970,20169,349.1,6.998,0.004,0.012
27980,20169,349.1,7.031,0.004,0.027
27990,20169,349.1,7.075,0.004,0.016
28000,20169,349.1,7.000,0.008,0.031
28010,20169,349.1,7.067,0.004,0.020
28020,20169,349.1,7.091,0.004,0.020
28030,20169,1519768039337,7.110,0.008,0.016
28040,20620,349.1,7.088,0.000,0.020
28050,20620,349.2,7.067,0.008,0.020
28060,20620,349.2,7.082,0.004,0.016
28070,20620,349.1,7.012,0.000,0.035
28080,20620,349.2,7.006,0.016,0.039
28090,20620,349.1,7.083,0.004,0.012
28100,20620,349.2,7.063,0.020,0.027
28110,20620,349.2,7.153,0.004,0.012
28120,20620,349.1,7.080,0.008,0.020
28130,20620,349.1,7.059,0.004,0.008
28140,20620,349.2,7.044,0.004,0.039
28150,20620,349.1,7.115,0.012,0.020
28160,20620,349.1,7.029,0.004,0.016
28170,20620,349.1,7.019,0.008,0.023
28180,20620,349.2,7.062,0.000,0.016
28190,20620,349.2,7.057,0.000,0.008
28200,20620,349.2,7.071,0.000,0.012
28210,20620,349.2,7.023,0.004,0.016
28220,20620,349.2,7.013,0.012,0.035
28230,20620,349.2,6.964,0.000,0.027
28240,20620,349.2,7.061,0.000,0.012
28250,20620,349.2,7.082,0.008,0.012
28260,20620,349.2,7.038,0.000,0.023
28270,20620,349.2,7.068,0.004,0.027
28280,20620,349.2,7.060,0.008,0.020
28290,20620,349.2,7.086,0.008,0.023
28300,20620,349.2,7.020,0.000,0.023
28310,20620,349.2,7.125,0.004,0.031
28320,20620,349.2,7.095,0.004,0.004
28330,20620,349.2,7.038,0.016,0.031
28340,20620,349.1,7.049,0.012,0.031
28350,20620,349.2,7.044,0.008,0.027
28360,20620,349.2,7.072,0.004,0.012
28370,20620,349.2,7.048,0.000,0.016
28380,20620,349.2,7.112,0.000,0.004
28390,20620,349.2,7.132,0.008,0.020
28400,20620,349.2,7.020,0.012,0.035
28410,20620,349.2,7.016,0.000,0.035
28420,20620,349.2,7.041,0.008,0.027
28430,20620,349.2,6.997,0.008,0.023
28440,20620,349.2,7.016,0.012,0.035
28450,20620,349.2,7.007,0.012,0.023
28460,20620,349.2,7.039,0.004,0.016
28470,20620,349.2,7.050,0.000,0.008
28480,20620,349.2,7.035,0.004,0.016
28490,20620,349.2,6.940,0.004,0.027
28500,20620,349.2,7.065,0.000,0.027
28510,20620,349.2,7.020,0.000,0.020
28520,20620,349.2,7.092,0.004,0.023
28530,20620,349.2,7.030,0.016,0.023
28540,20620,349.2,7.089,0.004,0.020
28550,20620,349.2,7.107,0.000,0.004
28560,20620,349.2,7.083,0.004,0.020
28570,20620,349.2,7.071,0.004,0.020
28580,20620,349.2,7.106,0.000,0.023
28590,20620,349.2,7.056,0.008,0.039
28600,20620,349.2,7.020,0.004,0.023
28610,20620,349.2,7.116,0.008,0.020
28620,20620,349.2,7.059,0.000,0.008
28630,20620,349.2,7.054,0.000,0.020
28640,20620,349.2,7.075,0.000,0.023
28650,20620,342977,7.072,0.000,0.020
28660,21072,349.2,6.993,0.008,0.035
28670,21072,349.2,6.979,0.000,0.027
28680,21072,349.2,7.069,0.000,0.008
28690,21072,349.2,7.001,0.004,0.027
28700,21072,349.2,7.113,0.000,0.004
28710,21072,349.2,7.037,0.008,0.023
28720,21072,349.2,7.070,0.004,0.008
28730,21072,349.2,7.095,0.000,0.031
28740,21072,349.2,7.038,0.004,0.020
28750,21072,349.2,7.065,0.000,0.016
28760,21072,349.2,7.016,0.008,0.039
28770,21072,349.2,7.004,0.004,0.020
28780,21072,349.2,6.971,0.012,0.027
28790,21072,349.2,7.006,0.004,0.016
28800,21072,349.2,7.035,0.016,0.035
28810,21072,349.2,7.030,0.008,0.020
28820,21072,349.2,7.036,0.012,0.027
28830,21072,349.2,7.088,0.008,0.020
28840,21072,349.2,7.006,0.008,0.027
28850,21072,349.2,7.055,0.000,0.016
28860,21072,349.2,7.138,0.000,0.012
28870,21072,349.2,7.067,0.008,0.016
28880,21072,349.2,6.973,0.020,0.027
28890,21072,349.2,7.056,0.008,0.020
28900,21072,349.2,7.017,0.012,0.027
28910,21072,349.2,7.061,0.000,0.012
28920,21072,349.2,6.988,0.004,0.027
28930,21072,349.2,7.064,0.000,0.000
28940,21072,349.2,7.000,0.004,0.020
28950,21072,349.2,6.983,0.012,0.031
28960,21072,349.2,7.047,0.004,0.020
28970,21072,349.2,7.155,0.004,0.012
28980,21072,349.2,7.055,0.000,0.023
28990,21072,349.2,7.107,0.000,0.008
29000,21072,349.2,7.031,0.000,0.004
29010,21072,349.2,6.967,0.004,0.027
29020,21072,349.2,7.103,0.000,0.008
29030,21072,349.2,7.089,0.000,0.008
29040,21072,349.2,7.024,0.004,0.027
29050,21072,349.2,7.094,0.000,0.004
29060,21072,349.2,7.084,0.000,0.012
29070,21072,349.2,7.004,0.008,0.035
29080,21072,349.2,7.068,0.000,0.008
29090,21072,349.2,6.993,0.000,0.020
29100,21072,349.2,7.079,0.000,0.020
29110,21072,349.2,6.999,0.016,0.035
29120,21072,349.2,7.083,0.008,0.023
29130,21072,349.2,6.969,0.008,0.012
29140,21072,349.2,7.065,0.000,0.031
29150,21072,349.2,7.046,0.004,0.027
29160,21072,349.2,7.056,0.008,0.031
29170,21072,349.2,6.961,0.008,0.035
29180,21072,349.2,7.009,0.008,0.031
29190,21072,349.2,7.121,0.004,0.016
29200,21072,349.2,7.048,0.012,0.035
29210,21072,349.3,7.042,0.008,0.020
29220,21072,349.2,7.081,0.004,0.020
29230,21072,349.3,7.052,0.012,0.027
29240,21072,349.3,7.133,0.008,0.020
29250,21072,349.3,7.013,0.008,0.027
29260,21072,349.3,7.043,0.004,0.039
29270,21072,349.3,7.052,0.004,0.031
29280,21524,349.3,7.049,0.004,0.016
29290,21524,349.3,7.061,0.004,0.027
29300,21524,349.3,7.044,0.012,0.031
29310,21524,349.2,7.031,0.004,0.016
29320,21524,349.3,7.078,0.008,0.020
29330,21524,349.3,7.043,0.008,0.035
29340,21524,349.3,7.024,0.008,0.016
29350,21524,349.3,7.011,0.004,0.027
29360,21524,349.2,7.070,0.008,0.020
29370,21524,349.3,7.083,0.012,0.020
29380,21524,349.3,7.007,0.000,0.027
29390,21524,349.3,7.043,0.008,0.012
29400,21524,349.2,6.978,0.008,0.020
29410,21524,349.2,7.021,0.008,0.016
29420,21524,349.2,7.029,0.004,0.020
29430,21524,349.3,6.973,0.008,0.020
29440,21524,349.3,7.001,0.016,0.039
29450,21524,349.3,7.138,0.012,0.027
29460,21524,349.3,7.029,0.008,0.020
29470,21524,349.3,7.059,0.004,0.016
29480,21524,349.3,7.004,0.000,0.016
29490,21524,349.3,7.062,0.008,0.016
29500,21524,349.3,7.086,0.000,0.008
29510,21524,349.3,7.043,0.012,0.035
29520,21524,349.3,7.029,0.004,0.027
29530,21524,349.3,7.025,0.008,0.023
29540,21524,349.3,7.080,0.004,0.023
29550,21524,349.3,7.076,0.004,0.023
29560,21524,349.3,7.042,0.000,0.027
29570,21524,349.3,7.034,0.004,0.023
29580,21524,349.3,6.991,0.020,0.031
29590,21524,349.3,7.013,0.004,0.016
29600,21524,349.3,6.971,0.004,0.020
29610,21524,349.3,7.036,0.004,0.016
29620,21524,349.3,7.032,0.004,0.023
29630,21525,349.3,6.966,0.000,0.035
29640,21525,349.3,7.033,0.012,0.023
29650,21525,349.3,7.071,0.000,0.008
29660,21525,349.3,7.097,0.000,0.004
29670,21525,349.3,6.995,0.004,0.020
29680,21525,349.3,7.054,0.008,0.020
29690,21525,349.3,6.968,0.008,0.031
29700,21525,349.3,7.027,0.004,0.008
29710,21525,349.3,7.068,0.000,0.020
29720,21525,349.3,7.055,0.008,0.023
29730,21525,349.3,7.019,0.000,0.016
29740,21525,349.3,7.012,0.016,0.023
29750,21525,349.3,7.118,0.000,0.016
29760,21525,349.3,7.064,0.008,0.012
29770,21525,349.3,6.997,0.008,0.023
29780,21525,349.3,6.975,0.008,0.012
29790,21525,349.3,6.920,0.008,0.031
29800,21525,349.3,7.007,0.004,0.027
29810,21525,349.3,7.005,0.000,0.020
29820,21525,349.3,7.020,0.008,0.039
29830,21525,349.3,7.025,0.008,0.008
29840,21525,349.3,6.982,0.008,0.031
29850,21525,349.3,6.975,0.004,0.020
29860,21525,349.3,6.998,0.004,0.012
29870,21525,349.3,6.970,0.012,0.016
29880,21525,349.3,6.966,0.008,0.016
29900,22000,349.3,7.024,0.000,0.020
29910,22000,349.3,7.039,0.000,0.020
29920,22000,349.3,7.002,0.012,0.031
29930,22000,349.3,6.920,0.008,0.031
29940,22000,349.3,6.973,0.004,0.016
29950,22000,349.3,7.058,0.004,0.008
29960,22000,348.9,7.043,0.012,0.039
29970,22000,348.9,7.073,0.012,0.039
29980,22000,348.9,7.044,0.012,0.027
29990,22000,348.9,7.022,0.012,0.020
30000,22000,348.9,7.054,0.004,0.023
30010,22000,348.9,6.988,0.016,0.043
30020,22000,348.9,7.059,0.004,0.020
30030,22000,348.9,7.123,0.000,0.016
30040,22000,348.9,7.009,0.016,0.039
30050,22000,349.0,7.088,0.000,0.004
30060,22000,349.0,7.021,0.012,0.031
30070,22000,349.0,6.996,0.000,0.020
30080,22000,349.0,7.068,0.004,0.023
30090,22000,349.0,7.009,0.008,0.023
30100,22000,349.0,7.055,0.008,0.020
30110,22000,349.0,6.997,0.008,0.020
30120,22000,349.0,6.987,0.008,0.027
30130,22000,349.0,7.008,0.008,0.031
30140,22000,349.0,7.010,0.008,0.016
30150,22000,349.0,7.009,0.008,0.031
30160,22000,349.0,6.990,0.000,0.012
30170,22000,349.0,6.991,0.004,0.020
30180,22000,349.0,7.026,0.000,0.008
30190,22000,349.0,7.058,0.000,0.020
30200,22000,349.0,6.972,0.020,0.039
30210,22000,349.0,7.029,0.004,0.012
30220,22000,349.0,6.993,0.008,0.027
30230,22000,349.0,7.051,0.008,0.031
30240,22000,349.0,7.013,0.012,0.035
30250,22000,349.0,6.992,0.008,0.027
30260,22000,349.0,7.035,0.012,0.020
30270,22000,349.0,7.060,0.000,0.012
30280,22000,349.0,7.097,0.004,0.023
30290,22000,349.0,6.988,0.000,0.020
30300,22000,349.0,6.962,0.004,0.027
30310,22000,349.0,6.950,0.008,0.020
30320,22000,349.0,7.033,0.004,0.035
30330,22000,349.0,7.017,0.020,0.039
30340,22000,349.0,6.977,0.008,0.027
30350,22000,349.0,7.003,0.000,0.016
30360,22000,349.0,7.061,0.004,0.020
30370,22000,349.0,7.018,0.008,0.027
30380,22000,349.0,6.983,0.016,0.039
30390,22000,349.0,7.055,0.000,0.012
30400,22000,349.0,6.936,0.004,0.031
30410,22000,349.0,7.058,0.004,0.023
30420,22000,349.0,7.015,0.012,0.023
30430,22000,349.0,7.025,0.000,0.020
30440,22000,349.0,7.062,0.000,0.023
30450,22000,349.0,7.019,0.008,0.027
30460,22000,349.0,7.060,0.000,0.008
30470,22000,349.0,7.034,0.004,0.020
30480,22000,349.0,7.057,0.000,0.020
30490,22000,349.0,7.062,0.000,0.031
30500,22000,349.0,6.967,0.004,0.016
30510,22000,349.0,6.966,0.004,0.016
30520,22454,349.0,7.003,0.008,0.023
30530,22454,349.0,7.124,0.012,0.031
30540,22454,349.0,7.007,0.004,0.035
30550,22454,349.0,7.062,0.000,0.012
30560,22454,349.0,7.043,0.004,0.016
30570,22454,349.0,7.022,0.000,0.020
30580,22454,349.0,7.017,0.008,0.016
30590,22454,349.0,7.023,0.012,0.031
30600,22454,349.0,6.922,0.008,0.043
30610,22454,349.0,6.941,0.008,0.035
30620,22454,349.0,6.991,0.004,0.020
30630,22454,349.0,7.106,0.000,0.016
30640,22454,349.0,6.975,0.012,0.031
30650,22454,349.0,7.002,0.008,0.020
30660,22454,349.0,6.990,0.004,0.023
30670,22454,349.0,6.983,0.012,0.031
30680,22454,349.0,6.939,0.008,0.035
30690,22454,349.0,7.128,0.000,0.016
30700,22454,349.0,6.989,0.012,0.027
30710,22454,349.0,7.003,0.008,0.027
30720,22454,349.0,7.083,0.000,0.023
30730,22454,349.0,7.002,0.004,0.027
30740,22454,349.0,7.058,0.008,0.016
30750,22454,349.0,7.006,0.004,0.035
30760,22454,349.0,7.125,0.000,0.008
30770,22454,349.0,6.968,0.008,0.012
30780,22454,349.0,6.955,0.000,0.020
30790,22454,349.0,6.981,0.008,0.020
30800,22454,349.0,7.055,0.008,0.031
30810,22454,349.0,6.957,0.008,0.027
30820,22454,349.0,7.088,0.008,0.020
30830,22454,349.0,7.003,0.004,0.027
30840,22454,349.0,7.106,0.004,0.020
30850,22454,349.0,6.972,0.004,0.023
30860,22454,349.0,6.972,0.008,0.016
30870,22454,349.0,6.867,0.020,0.035
30880,22454,349.0,6.997,0.008,0.020
30890,22454,349.0,6.908,0.004,0.027
30900,22454,349.0,6.967,0.004,0.020
30910,22454,349.0,7.013,0.008,0.020
30920,22454,349.0,7.025,0.004,0.016
30930,22454,349.0,7.039,0.008,0.016
30940,22454,349.0,7.041,0.008,0.031
30950,22454,349.0,7.036,0.008,0.027
30960,22454,349.0,6.943,0.008,0.031
30970,22454,349.0,6.931,0.012,0.039
30980,22454,349.0,6.920,0.012,0.027
30990,22454,349.0,7.041,0.000,0.000
31000,22454,349.0,7.088,0.000,0.000
31010,22454,349.0,7.006,0.012,0.035
31020,22454,349.0,7.014,0.000,0.023
31030,22454,349.0,6.924,0.004,0.027
31040,22454,349.0,6.999,0.008,0.035
31050,22454,349.0,7.029,0.012,0.039
31060,22454,349.0,6.894,0.016,0.055
31070,22454,349.0,7.009,0.012,0.031
31080,22454,349.0,7.016,0.004,0.047
31090,22454,349.0,7.069,0.012,0.020
31100,22454,349.0,6.991,0.012,0.062
31110,22454,349.0,6.995,0.008,0.016
31120,22454,349.0,7.048,0.004,0.020
31130,22454,349.0,7.060,0.008,0.016
31140,22913,349.0,7.016,0.004,0.020
31150,22913,349.0,7.017,0.004,0.020
31160,22913,349.0,7.025,0.004,0.020
31170,22913,349.0,6.990,0.004,0.027
