0 95.836136 0.463800 0.463800
1000 670.781751 0.467900 0.467900
2000 1249.418097 0.466150 0.466150
3000 1861.151564 0.470900 0.470900
4000 2448.411614 0.467050 0.467050
5000 3109.909368 0.465700 0.465700
6000 3718.260069 0.467800 0.467800
7000 4325.240331 0.463650 0.463650
8000 4865.347413 0.465300 0.465300
9000 5411.418482 0.468700 0.468700
10000 5956.085857 0.463650 0.463650
11000 6498.913766 0.467800 0.467800
12000 7039.822502 0.472250 0.472250
13000 7586.520677 0.466900 0.466900
14000 8133.149269 0.464900 0.464900
15000 8687.722525 0.467900 0.467900
16000 9315.739294 0.461400 0.461400
17000 9879.430802 0.466200 0.466200
18000 10435.462151 0.468150 0.468150
19000 10992.843835 0.465550 0.465550
20000 11546.021947 0.469400 0.469400
21000 12100.958346 0.465850 0.465850
22000 12651.673078 0.469250 0.469250
23000 13205.595555 0.471450 0.471450
24000 13752.596461 0.466100 0.466100
25000 14317.693308 0.465300 0.465300
26000 14876.941403 0.469750 0.469750
27000 15441.462032 0.469650 0.469650
28000 15987.854357 0.467450 0.467450
29000 16525.473035 0.469650 0.469650
30000 17068.254729 0.459900 0.459900
31000 17604.487661 0.466250 0.466250
32000 18138.202288 0.466300 0.466300
33000 18681.436673 0.466250 0.466250
34000 19215.355451 0.462050 0.462050
35000 19763.648781 0.469500 0.469500
36000 20331.286442 0.468000 0.468000
37000 20887.742138 0.467750 0.467750
38000 21435.730807 0.467100 0.467100
39000 21975.088883 0.460250 0.460250
40000 22515.197121 0.466050 0.466050
41000 23062.259817 0.463250 0.463250
42000 23604.564066 0.467450 0.467450
43000 24146.058864 0.470200 0.470200
44000 24698.211222 0.467150 0.467150
45000 25241.059409 0.463850 0.463850
46000 25778.752285 0.464050 0.464050
47000 26315.195700 0.464700 0.464700
48000 26858.360241 0.466900 0.466900
49000 27386.704892 0.468300 0.468300
50000 27912.567052 0.468150 0.468150
51000 28430.267574 0.467100 0.467100
52000 28945.358790 0.469150 0.469150
53000 29454.029113 0.470600 0.470600
54000 29963.310428 0.465600 0.465600
55000 30478.185943 0.464850 0.464850
56000 30997.325873 0.464750 0.464750
57000 31514.143084 0.469000 0.469000
58000 32077.735288 0.471100 0.471100
59000 32628.133583 0.464200 0.464200
60000 33165.708371 0.467900 0.467900
61000 33706.470646 0.468400 0.468400
62000 34244.982439 0.464900 0.464900
63000 34775.885035 0.467300 0.467300
64000 35319.205276 0.463050 0.463050
65000 35854.598775 0.461800 0.461800
66000 36395.999356 0.464750 0.464750
67000 36932.726659 0.466350 0.466350
68000 37485.803681 0.471100 0.471100
69000 38052.063588 0.461900 0.461900
70000 38606.038341 0.466700 0.466700
71000 39174.244141 0.466600 0.466600
72000 39737.111439 0.468900 0.468900
73000 40302.548252 0.470350 0.470350
74000 40875.095381 0.467150 0.467150
75000 41461.572268 0.465950 0.465950
76000 42021.708675 0.465550 0.465550
77000 42578.011625 0.460500 0.460500
78000 43152.477451 0.466550 0.466550
79000 43725.864648 0.465450 0.465450
80000 44280.565760 0.465200 0.465200
81000 44905.978953 0.468750 0.468750
82000 45467.703891 0.462700 0.462700
83000 46037.449306 0.467700 0.467700
84000 46594.796296 0.470050 0.470050
85000 47161.043926 0.467450 0.467450
86000 47703.346194 0.471950 0.471950
87000 48251.428879 0.463650 0.463650
88000 48810.446719 0.470550 0.470550
89000 49361.922672 0.463550 0.463550
90000 49919.956761 0.468900 0.468900
91000 50468.481634 0.466900 0.466900
92000 51026.602043 0.471300 0.471300
93000 51575.135722 0.467000 0.467000
94000 52119.502792 0.467850 0.467850
95000 52662.246319 0.466650 0.466650
96000 53213.065567 0.463250 0.463250
97000 53739.161204 0.472250 0.472250
98000 54272.095389 0.467600 0.467600
99000 54807.865029 0.465450 0.465450
100000 55392.591894 0.465900 0.465900
101000 55952.298629 0.467500 0.467500
102000 56500.778798 0.468500 0.468500
103000 57035.656263 0.470900 0.470900
104000 57571.388023 0.466800 0.466800
105000 58105.689300 0.465550 0.465550
106000 58642.757603 0.465750 0.465750
107000 59173.979122 0.469550 0.469550
108000 59718.727336 0.466150 0.466150
109000 60254.002318 0.467350 0.467350
110000 60777.441061 0.466800 0.466800
111000 61312.337159 0.468700 0.468700
112000 61925.479156 0.464300 0.464300
113000 62456.966384 0.469300 0.469300
114000 63009.506023 0.470650 0.470650
115000 63558.284798 0.471000 0.471000
116000 64087.177781 0.475650 0.475650
117000 64627.967777 0.469350 0.469350
118000 65167.907549 0.470000 0.470000
119000 65696.552611 0.471050 0.471050
120000 66247.351037 0.468350 0.468350
121000 66781.298462 0.469850 0.469850
122000 67300.818662 0.464100 0.464100
123000 67833.788707 0.464300 0.464300
124000 68373.687929 0.468100 0.468100
125000 68901.952726 0.462600 0.462600
126000 69427.386525 0.468200 0.468200
127000 69964.362738 0.464500 0.464500
128000 70510.946428 0.469850 0.469850
129000 71032.167366 0.465900 0.465900
130000 71561.882131 0.472450 0.472450
131000 72091.556254 0.463100 0.463100
132000 72627.368528 0.462150 0.462150
133000 73151.524613 0.465200 0.465200
134000 73681.469701 0.468400 0.468400
135000 74208.779981 0.465850 0.465850
136000 74728.618996 0.465100 0.465100
137000 75256.131625 0.465150 0.465150
138000 75785.859364 0.466850 0.466850
139000 76308.192690 0.466150 0.466150
140000 76846.283897 0.471150 0.471150
141000 77385.065233 0.468250 0.468250
142000 77912.102578 0.470300 0.470300
143000 78439.401520 0.464100 0.464100
144000 78961.814740 0.465300 0.465300
145000 79504.922937 0.472350 0.472350
146000 80026.641831 0.468950 0.468950
147000 80667.646314 0.470950 0.470950
148000 81211.946401 0.466700 0.466700
149000 81742.856067 0.466550 0.466550
150000 82289.919728 0.468950 0.468950
151000 82827.243682 0.460600 0.460600
152000 83370.513352 0.471250 0.471250
153000 83902.880644 0.462600 0.462600
154000 84441.936149 0.470900 0.470900
155000 84968.221519 0.464800 0.464800
156000 85493.206472 0.467550 0.467550
157000 86013.655547 0.470900 0.470900
158000 86539.757585 0.466450 0.466450
159000 87063.506716 0.467950 0.467950
160000 87580.885873 0.467100 0.467100
161000 88108.663292 0.464950 0.464950
162000 88655.721109 0.462450 0.462450
163000 89187.802229 0.467200 0.467200
164000 89723.204547 0.467700 0.467700
165000 90257.368994 0.465950 0.465950
166000 90798.233289 0.462600 0.462600
167000 91323.767583 0.462150 0.462150
168000 91852.966379 0.467500 0.467500
169000 92399.180669 0.466200 0.466200
170000 92928.375725 0.468300 0.468300
171000 93458.075047 0.464250 0.464250
172000 93984.554123 0.470000 0.470000
173000 94512.969632 0.463101 0.463101
174000 95057.701405 0.467650 0.467650
175000 95589.102938 0.472200 0.472200
176000 96123.689454 0.469000 0.469000
177000 96650.401172 0.461800 0.461800
178000 97197.173284 0.466050 0.466050
179000 97743.141877 0.464600 0.464600
180000 98278.172268 0.472050 0.472050
181000 98820.779962 0.467750 0.467750
182000 99355.711052 0.467100 0.467100
183000 99898.411820 0.462150 0.462150
