iteration,throughput (img/s),loss,top1-accuracy,top5-accuracy
146820,419.0,2.222,0.613,0.852
146830,419.0,2.325,0.625,0.828
146840,419.0,2.549,0.590,0.770
146850,419.0,2.357,0.621,0.793
146860,419.0,2.211,0.637,0.844
146870,419.0,2.444,0.570,0.809
146880,419.0,2.183,0.609,0.844
146890,419.0,2.381,0.617,0.824
146900,419.0,2.374,0.574,0.797
146910,419.0,2.373,0.598,0.797
146920,419.0,2.143,0.645,0.832
146930,419.0,2.360,0.578,0.797
146940,419.0,2.228,0.633,0.824
146950,419.0,2.255,0.598,0.832
146960,419.0,2.338,0.602,0.820
146970,419.0,2.171,0.637,0.848
146980,419.0,2.530,0.562,0.770
146990,419.0,2.454,0.582,0.820
147000,419.0,2.177,0.617,0.840
147010,419.0,2.232,0.594,0.816
147020,419.0,2.384,0.594,0.781
147030,419.0,2.410,0.578,0.770
147040,419.0,2.148,0.594,0.863
147050,419.0,2.469,0.551,0.781
147060,419.0,2.417,0.578,0.801
147070,419.0,2.450,0.582,0.793
147080,419.0,2.367,0.594,0.809
147090,419.0,2.214,0.652,0.820
147100,419.0,2.355,0.586,0.801
147110,419.0,2.563,0.570,0.770
147120,419.0,2.439,0.598,0.797
147130,419.0,2.473,0.562,0.793
147140,419.0,2.398,0.598,0.820
147150,419.0,2.457,0.547,0.781
147160,419.0,2.297,0.637,0.809
147170,419.0,2.346,0.602,0.793
147180,419.0,2.383,0.578,0.812
147190,419.0,2.347,0.602,0.840
147200,419.0,2.290,0.617,0.801
147210,419.0,2.063,0.637,0.863
147220,419.0,2.365,0.559,0.820
147230,419.0,2.283,0.621,0.820
147240,419.0,2.256,0.605,0.836
147250,419.0,2.466,0.602,0.789
147260,419.0,2.487,0.574,0.785
147270,419.0,2.029,0.668,0.863
147280,419.0,2.294,0.586,0.832
147290,419.0,2.285,0.637,0.840
147300,419.0,2.287,0.613,0.824
147310,419.0,2.446,0.574,0.793
147320,419.0,2.408,0.594,0.793
147330,419.0,2.489,0.578,0.816
147340,419.0,2.261,0.621,0.824
147350,419.0,2.279,0.605,0.836
147360,419.0,2.107,0.652,0.871
147370,419.0,2.306,0.547,0.828
147380,419.0,2.287,0.637,0.816
147390,419.0,2.373,0.586,0.820
147400,419.0,2.341,0.574,0.801
147410,419.0,2.115,0.637,0.855
147420,419.0,2.481,0.566,0.777
147430,419.0,2.248,0.605,0.824
147440,419.0,2.333,0.578,0.809
147450,419.0,2.482,0.590,0.805
147460,419.0,2.168,0.582,0.859
147470,419.0,2.302,0.609,0.812
147480,419.0,2.296,0.605,0.809
147490,419.0,2.478,0.555,0.797
147500,419.0,2.188,0.617,0.863
147510,419.0,2.175,0.641,0.852
147520,419.0,2.319,0.609,0.809
147530,419.0,2.420,0.586,0.816
147540,419.0,2.245,0.621,0.816
147550,419.0,2.461,0.594,0.809
147560,419.0,2.406,0.594,0.789
147570,419.0,2.303,0.609,0.812
147580,419.0,2.306,0.641,0.805
147590,419.0,2.172,0.590,0.840
147600,419.0,2.440,0.602,0.781
147610,419.0,2.206,0.633,0.820
147620,419.0,2.222,0.625,0.848
147630,419.0,2.502,0.586,0.801
147640,419.0,2.451,0.578,0.801
147650,419.0,2.428,0.586,0.801
147660,419.0,2.350,0.582,0.832
147670,419.0,2.432,0.594,0.797
147680,419.0,2.374,0.590,0.840
147690,419.0,2.295,0.590,0.844
147700,419.0,2.271,0.609,0.840
147710,419.0,2.203,0.625,0.844
147720,419.0,2.260,0.594,0.828
147730,419.0,2.387,0.605,0.801
147740,419.0,2.490,0.527,0.805
147750,419.0,2.230,0.582,0.848
147760,419.0,2.265,0.609,0.816
147770,419.0,2.421,0.594,0.801
147780,419.0,2.381,0.594,0.824
147790,419.0,2.464,0.559,0.793
147800,419.0,2.317,0.609,0.828
147810,419.0,2.339,0.594,0.844
147820,419.0,2.581,0.566,0.805
147830,419.0,2.417,0.559,0.805
147840,419.0,2.481,0.570,0.801
147850,419.0,2.217,0.629,0.832
147860,419.0,2.284,0.621,0.820
147870,419.0,2.483,0.582,0.777
147880,419.0,2.291,0.602,0.828
147890,419.0,2.077,0.652,0.855
147900,419.0,2.540,0.559,0.758
147910,419.0,2.200,0.633,0.828
147920,419.0,2.282,0.617,0.828
147930,419.0,2.639,0.527,0.777
147940,419.0,2.317,0.602,0.840
147950,419.0,2.276,0.621,0.824
147960,419.0,2.138,0.637,0.816
147970,419.0,2.169,0.645,0.844
147980,419.0,2.410,0.602,0.809
147990,419.0,2.684,0.523,0.750
148000,419.0,2.284,0.629,0.840
148010,419.0,2.333,0.609,0.840
148020,419.0,2.277,0.621,0.816
148030,419.0,2.366,0.594,0.801
148040,419.0,2.317,0.617,0.824
148050,419.0,2.427,0.605,0.789
148060,419.0,2.316,0.613,0.801
148070,419.0,2.165,0.609,0.852
148080,419.0,2.265,0.637,0.824
148090,419.0,2.338,0.582,0.801
148100,419.0,2.427,0.617,0.805
148110,419.0,2.563,0.559,0.773
148120,419.0,2.484,0.598,0.801
148130,419.0,2.207,0.617,0.859
148140,419.0,2.321,0.613,0.832
148150,419.0,2.277,0.602,0.867
148160,419.0,2.501,0.555,0.781
148170,419.0,2.425,0.582,0.805
148180,419.0,2.292,0.590,0.844
148190,419.0,2.278,0.609,0.840
148200,419.0,2.108,0.648,0.875
148210,419.0,2.266,0.602,0.828
148220,419.0,1.936,0.648,0.875
148230,419.0,2.431,0.625,0.805
148240,419.0,2.035,0.648,0.855
148250,419.0,2.293,0.621,0.832
148260,419.0,2.457,0.582,0.797
148270,419.0,2.240,0.598,0.828
148280,419.0,2.077,0.637,0.867
148290,419.0,2.198,0.629,0.824
148300,419.0,2.457,0.570,0.785
148310,419.0,2.228,0.637,0.848
148320,419.0,2.198,0.648,0.828
148330,419.0,1.932,0.703,0.863
148340,419.0,2.260,0.602,0.828
148350,419.0,2.251,0.629,0.812
148360,419.0,2.251,0.625,0.820
148370,419.0,2.693,0.586,0.777
148380,419.0,2.203,0.621,0.828
148390,419.0,2.584,0.543,0.766
148400,419.0,2.418,0.562,0.805
148410,419.0,2.459,0.562,0.770
148420,419.0,2.225,0.629,0.840
148430,419.0,2.339,0.629,0.816
148440,419.0,2.367,0.598,0.801
148450,419.0,2.386,0.570,0.801
148460,419.0,2.554,0.582,0.797
148470,419.0,2.127,0.621,0.824
148480,419.0,2.399,0.609,0.832
148490,419.0,2.340,0.578,0.816
148500,419.0,2.418,0.586,0.789
148510,419.0,2.523,0.594,0.766
148520,419.0,2.306,0.566,0.828
148530,419.0,2.441,0.586,0.816
148540,419.0,2.280,0.625,0.824
148550,419.0,2.375,0.586,0.789
148560,419.0,2.391,0.566,0.812
148570,418.8,2.365,0.582,0.801
148580,418.8,2.233,0.633,0.832
148590,418.8,2.520,0.570,0.801
148600,418.8,2.321,0.609,0.828
148610,418.8,2.253,0.617,0.840
148620,418.8,2.254,0.602,0.832
148630,418.8,2.509,0.562,0.797
148640,418.8,2.350,0.598,0.785
148650,418.8,2.425,0.594,0.824
148660,418.8,2.477,0.566,0.797
148670,418.8,2.420,0.551,0.789
148680,418.8,2.414,0.582,0.785
148690,418.8,2.323,0.574,0.820
148700,418.8,2.445,0.543,0.785
148710,418.8,2.459,0.574,0.781
148720,418.8,2.240,0.602,0.840
148730,418.8,2.365,0.590,0.820
148740,418.8,2.347,0.602,0.809
148750,418.8,2.592,0.566,0.785
148760,418.8,2.124,0.617,0.844
148770,418.8,2.262,0.680,0.809
148780,418.8,2.192,0.609,0.855
148790,418.8,2.243,0.605,0.832
148800,418.8,2.372,0.547,0.832
148810,418.8,2.634,0.531,0.758
148820,418.8,2.478,0.555,0.781
148830,418.8,2.145,0.664,0.863
148840,418.8,2.598,0.570,0.785
148850,418.8,2.519,0.582,0.809
148860,418.8,2.342,0.574,0.809
148870,418.8,2.285,0.594,0.805
148880,418.8,2.302,0.629,0.797
148890,418.8,2.349,0.590,0.816
148900,418.8,2.321,0.617,0.840
148910,418.8,2.232,0.629,0.805
148920,418.8,2.204,0.602,0.828
148930,418.8,2.131,0.605,0.844
148940,418.8,2.505,0.535,0.797
148950,418.8,2.590,0.559,0.793
148960,418.8,2.494,0.578,0.812
148970,418.8,2.548,0.547,0.801
148980,418.8,2.259,0.621,0.812
148990,418.8,2.343,0.582,0.785
149000,418.8,2.311,0.652,0.820
149010,418.8,2.257,0.617,0.816
149020,418.8,2.226,0.633,0.836
149030,418.8,2.193,0.637,0.844
149040,418.8,2.428,0.574,0.801
149050,418.8,2.329,0.590,0.801
149060,418.8,2.350,0.613,0.824
149070,418.8,2.430,0.586,0.805
149080,418.8,2.488,0.570,0.820
149090,418.8,2.381,0.539,0.816
149100,418.8,2.246,0.613,0.828
149110,418.8,2.270,0.629,0.832
149120,418.8,2.501,0.559,0.789
149130,418.8,2.309,0.613,0.816
149140,418.8,2.395,0.574,0.820
149150,418.8,2.332,0.578,0.812
149160,418.8,2.369,0.609,0.832
149170,418.8,2.491,0.539,0.816
149180,418.8,2.537,0.570,0.789
149190,418.8,2.422,0.559,0.777
149200,418.8,2.281,0.594,0.812
149210,418.8,2.130,0.645,0.859
149220,418.8,2.370,0.570,0.816
149230,418.8,2.296,0.613,0.828
149240,418.8,2.329,0.598,0.812
149250,418.8,2.501,0.570,0.785
149260,418.8,2.023,0.672,0.852
149270,418.8,2.361,0.586,0.816
149280,418.8,2.126,0.645,0.848
149290,418.8,2.321,0.625,0.809
149300,418.8,2.278,0.641,0.832
149310,418.8,2.270,0.598,0.832
149320,418.8,2.289,0.582,0.832
149330,418.8,2.360,0.594,0.824
149340,418.8,2.479,0.582,0.805
149350,418.8,2.385,0.602,0.809
149360,418.8,2.151,0.621,0.844
149370,418.8,2.192,0.629,0.852
149380,418.8,2.271,0.617,0.820
149390,418.8,2.018,0.676,0.852
149400,418.8,2.291,0.641,0.809
149410,418.8,2.356,0.613,0.820
149420,418.8,2.447,0.574,0.805
149430,418.8,2.418,0.582,0.816
149440,418.8,2.215,0.605,0.836
149450,418.8,2.467,0.570,0.801
149460,418.8,2.353,0.613,0.805
149470,418.8,2.461,0.602,0.781
149480,418.8,2.188,0.637,0.848
149490,418.8,2.155,0.621,0.875
149500,418.8,2.727,0.551,0.766
149510,418.8,2.260,0.613,0.836
149520,418.8,2.418,0.570,0.785
149530,418.8,2.557,0.582,0.785
149550,418.8,2.315,0.617,0.793
149560,418.8,2.485,0.570,0.793
149570,418.8,2.411,0.598,0.801
149580,418.8,2.535,0.570,0.773
149590,418.8,2.220,0.621,0.828
149600,418.8,2.221,0.652,0.832
149610,418.8,2.201,0.633,0.844
149620,418.8,2.671,0.559,0.773
149630,418.8,2.436,0.578,0.816
149640,418.8,2.483,0.574,0.801
149650,418.8,2.380,0.582,0.801
149660,418.8,2.026,0.648,0.863
149670,418.8,2.415,0.562,0.805
149680,418.8,2.272,0.578,0.824
149690,418.8,2.205,0.633,0.820
149700,418.8,2.162,0.617,0.840
149710,418.8,2.519,0.566,0.777
149720,418.8,2.416,0.590,0.824
149730,418.8,2.373,0.617,0.809
149740,418.8,2.485,0.570,0.793
149750,418.8,2.377,0.613,0.797
149760,418.8,2.380,0.574,0.812
149770,418.8,2.252,0.613,0.832
149780,418.8,2.454,0.594,0.773
149790,418.8,2.303,0.648,0.809
149800,418.8,2.251,0.602,0.844
149810,418.8,2.367,0.586,0.820
149820,418.8,2.119,0.629,0.863
149830,418.8,2.539,0.547,0.785
149840,418.7,2.381,0.598,0.816
149850,418.7,2.395,0.582,0.801
149860,418.7,2.341,0.598,0.828
149870,418.7,2.231,0.617,0.840
149880,418.7,2.490,0.598,0.781
149890,418.7,2.215,0.594,0.824
149900,418.7,2.408,0.574,0.812
149910,418.7,2.063,0.668,0.859
149920,418.7,2.078,0.648,0.840
149930,418.7,2.147,0.656,0.828
149940,418.7,2.291,0.566,0.832
149950,418.7,2.521,0.590,0.770
149960,418.7,2.295,0.617,0.816
149970,418.7,2.230,0.621,0.848
149980,418.7,2.359,0.605,0.805
149990,418.7,2.092,0.645,0.832
150000,418.7,2.300,0.617,0.824
150010,418.7,2.444,0.574,0.793
150020,418.7,2.418,0.562,0.781
150030,418.7,2.292,0.605,0.832
150040,418.7,2.313,0.590,0.828
150050,418.7,2.444,0.578,0.789
150060,418.7,2.242,0.602,0.820
150070,418.7,2.269,0.625,0.812
150080,418.7,2.302,0.605,0.828
150090,418.7,2.259,0.621,0.836
150100,418.7,2.487,0.582,0.766
150110,418.7,2.087,0.645,0.844
150120,418.7,2.321,0.598,0.816
150130,418.7,2.312,0.590,0.828
150140,418.7,2.139,0.637,0.855
150150,418.7,2.247,0.605,0.844
150160,418.7,2.462,0.582,0.785
150170,418.7,2.249,0.605,0.836
150180,418.7,2.364,0.637,0.809
150190,418.7,2.310,0.605,0.824
150200,418.7,2.157,0.656,0.820
150210,418.7,2.270,0.582,0.844
150220,418.7,2.122,0.609,0.844
150230,418.7,1.960,0.660,0.891
150240,418.7,2.269,0.617,0.832
150250,418.7,2.345,0.594,0.816
150260,418.7,2.233,0.629,0.820
150270,418.7,2.092,0.637,0.863
150280,418.7,2.289,0.625,0.832
150290,418.7,2.134,0.637,0.852
150300,418.7,2.079,0.668,0.867
150310,418.7,2.250,0.586,0.828
150320,418.7,2.513,0.566,0.781
150330,418.7,2.338,0.605,0.820
150340,418.7,2.159,0.617,0.863
150350,418.7,2.359,0.637,0.812
150360,418.7,2.149,0.652,0.836
150370,418.7,2.308,0.605,0.809
150380,418.7,2.335,0.637,0.809
150390,418.7,2.071,0.656,0.863
150400,418.7,2.204,0.625,0.844
150410,418.7,2.339,0.617,0.812
150420,418.7,2.062,0.652,0.852
150430,418.8,2.199,0.594,0.855
150440,418.8,2.259,0.641,0.828
150450,418.8,2.301,0.602,0.816
150460,418.8,2.031,0.680,0.855
150470,418.8,2.332,0.645,0.816
150480,418.8,2.178,0.617,0.824
150490,418.8,2.155,0.652,0.848
150500,418.8,2.467,0.570,0.777
150510,418.8,2.289,0.598,0.820
150520,418.8,2.366,0.637,0.816
150530,418.8,2.391,0.582,0.816
150540,418.8,2.026,0.652,0.875
150550,418.8,2.111,0.621,0.859
150560,418.8,2.400,0.609,0.824
150570,418.8,2.374,0.594,0.824
150580,418.8,2.260,0.625,0.848
150590,418.8,2.146,0.664,0.840
150600,418.8,2.163,0.629,0.824
150610,418.8,2.160,0.672,0.848
150620,418.8,2.147,0.629,0.844
150630,418.8,2.308,0.594,0.840
150640,418.8,2.122,0.637,0.848
150650,418.8,2.264,0.633,0.840
150660,418.8,2.425,0.574,0.816
150670,418.8,2.196,0.645,0.840
150680,418.8,2.215,0.617,0.832
150690,418.8,2.267,0.633,0.820
150700,418.8,2.389,0.613,0.801
150710,418.8,2.179,0.602,0.812
150720,418.8,2.294,0.609,0.809
150730,418.8,2.322,0.633,0.820
150740,418.8,2.295,0.625,0.812
150750,418.8,2.031,0.684,0.871
150760,418.8,2.178,0.641,0.852
150770,418.8,2.076,0.637,0.852
150780,418.8,2.303,0.629,0.824
150790,418.8,2.255,0.598,0.812
150800,418.8,2.146,0.633,0.855
150810,418.8,2.235,0.621,0.828
150820,418.8,2.066,0.664,0.863
150830,418.8,2.136,0.645,0.844
150840,418.8,2.154,0.645,0.836
150850,418.8,2.318,0.602,0.805
150860,418.8,2.383,0.559,0.812
150870,418.8,2.035,0.656,0.863
150880,418.8,2.246,0.625,0.840
150890,418.8,2.170,0.645,0.812
150900,418.8,2.396,0.566,0.785
150910,418.8,2.137,0.660,0.844
150920,418.8,2.260,0.645,0.832
150930,418.8,2.122,0.660,0.855
150940,418.8,2.211,0.590,0.840
150950,418.8,2.582,0.531,0.777
150960,418.8,2.051,0.688,0.840
150970,418.8,2.119,0.641,0.848
150980,418.8,2.446,0.602,0.797
150990,418.8,1.946,0.672,0.891
151000,418.8,2.137,0.605,0.840
151010,418.8,2.295,0.609,0.801
151020,418.8,2.324,0.570,0.805
151030,418.8,2.089,0.691,0.863
151040,418.8,2.195,0.621,0.820
151050,418.8,2.104,0.637,0.855
151060,418.8,2.112,0.652,0.840
151070,418.8,2.169,0.633,0.844
151080,418.8,2.316,0.609,0.820
151090,418.8,2.218,0.637,0.828
151100,418.8,2.141,0.609,0.836
151110,418.8,1.979,0.664,0.867
151120,418.8,2.138,0.660,0.859
151130,418.8,2.073,0.656,0.848
151140,418.8,2.191,0.648,0.820
151150,418.8,2.385,0.551,0.812
151160,418.8,2.196,0.633,0.820
151170,418.8,2.037,0.660,0.863
151180,418.8,2.403,0.578,0.836
151190,418.8,2.045,0.668,0.848
151200,418.8,2.209,0.648,0.828
151210,418.8,1.974,0.688,0.875
151220,418.8,2.078,0.625,0.840
151230,418.8,2.082,0.641,0.852
151240,418.8,2.177,0.629,0.844
151250,418.8,2.119,0.660,0.844
151260,418.8,2.216,0.633,0.832
151270,418.8,2.158,0.633,0.844
151280,418.8,2.065,0.668,0.863
151290,418.8,2.216,0.633,0.836
151300,418.8,2.275,0.641,0.832
151310,418.8,2.044,0.676,0.859
151320,418.8,1.952,0.672,0.863
151330,418.8,2.117,0.672,0.848
151340,418.8,2.220,0.637,0.824
151350,418.8,1.996,0.668,0.875
151360,418.8,2.651,0.543,0.773
151370,418.8,2.035,0.699,0.867
151380,418.8,2.141,0.641,0.840
151390,418.8,2.091,0.688,0.832
151400,418.8,2.047,0.664,0.844
151410,418.8,2.179,0.625,0.836
151420,418.8,2.387,0.625,0.828
151430,418.8,1.866,0.691,0.898
151440,418.8,2.242,0.660,0.828
151450,418.8,2.103,0.664,0.848
151460,418.8,2.216,0.613,0.809
151470,418.8,1.896,0.660,0.871
151480,418.8,2.171,0.613,0.832
151490,418.8,2.241,0.621,0.852
151500,418.8,2.012,0.629,0.859
151510,418.8,2.218,0.652,0.836
151520,418.8,2.092,0.660,0.859
151530,418.8,2.242,0.602,0.824
151540,418.8,1.991,0.660,0.863
151550,418.8,2.296,0.645,0.820
151560,418.8,2.184,0.602,0.867
151570,418.8,2.187,0.625,0.852
151580,418.8,2.038,0.664,0.848
151590,418.8,2.429,0.602,0.789
151600,418.8,2.200,0.645,0.855
151610,418.8,2.382,0.594,0.812
151620,418.8,2.086,0.641,0.875
151630,418.8,2.030,0.652,0.867
151640,418.8,1.983,0.668,0.863
151650,418.8,2.030,0.711,0.852
151660,418.8,2.051,0.699,0.859
151670,418.8,2.110,0.645,0.844
151680,418.8,2.132,0.684,0.844
151690,418.8,2.281,0.594,0.812
151700,418.8,1.981,0.629,0.879
151710,418.8,2.148,0.645,0.855
151720,418.8,2.349,0.637,0.805
151730,418.8,2.234,0.625,0.840
151740,418.8,2.232,0.621,0.832
151750,418.8,2.247,0.617,0.836
151760,418.8,2.157,0.656,0.840
151770,418.8,2.142,0.617,0.840
151780,418.8,2.189,0.648,0.844
151790,418.8,1.999,0.695,0.867
151800,418.8,1.961,0.688,0.871
151810,418.8,2.350,0.602,0.820
151820,418.8,2.358,0.574,0.793
151830,418.8,2.343,0.590,0.809
151840,418.8,1.975,0.699,0.867
151850,418.8,2.174,0.648,0.852
151860,418.8,2.094,0.660,0.859
151870,418.8,2.061,0.676,0.836
151880,418.8,2.022,0.688,0.859
151890,418.8,2.011,0.645,0.871
151900,418.8,2.134,0.648,0.840
151910,418.8,2.029,0.672,0.848
151920,418.8,2.191,0.629,0.824
151930,418.8,2.290,0.613,0.805
151940,418.8,1.979,0.691,0.867
151950,418.8,2.260,0.637,0.848
151960,418.8,2.342,0.629,0.789
151970,418.8,2.171,0.656,0.855
151980,418.8,2.126,0.688,0.828
151990,418.8,2.091,0.672,0.848
152000,418.8,2.204,0.633,0.816
152010,418.8,2.262,0.613,0.844
152020,418.8,2.171,0.594,0.844
152030,418.8,2.167,0.625,0.855
152040,418.8,2.171,0.645,0.828
152050,418.8,2.138,0.625,0.859
152060,418.8,2.135,0.664,0.836
152070,418.8,2.050,0.633,0.859
152080,418.8,1.934,0.676,0.910
152090,418.8,2.121,0.668,0.852
152100,418.8,2.328,0.645,0.809
152110,418.8,2.116,0.648,0.863
152120,418.8,2.081,0.637,0.875
152130,418.8,2.210,0.613,0.840
152140,418.8,2.083,0.656,0.848
152150,418.8,2.029,0.648,0.867
152160,418.8,2.025,0.621,0.859
152170,418.8,2.095,0.672,0.852
152180,418.8,2.279,0.633,0.832
152190,418.8,2.269,0.609,0.820
152200,418.8,2.030,0.684,0.863
152210,418.8,2.187,0.621,0.848
152220,418.8,2.286,0.605,0.785
152230,418.8,2.241,0.637,0.832
152240,418.8,2.312,0.609,0.840
152250,418.8,2.289,0.664,0.820
152260,418.8,2.101,0.648,0.848
152270,418.8,2.131,0.629,0.852
152280,418.8,2.264,0.641,0.820
152290,418.8,2.260,0.621,0.828
152300,418.8,2.275,0.668,0.809
152310,418.8,2.307,0.582,0.812
152320,418.8,2.243,0.605,0.855
152330,418.8,2.016,0.660,0.848
152340,418.8,2.202,0.594,0.863
152350,418.8,1.982,0.684,0.867
152360,418.8,2.200,0.625,0.824
152370,418.8,2.222,0.645,0.809
152380,418.8,2.084,0.699,0.840
152390,418.8,2.355,0.609,0.824
152400,418.8,2.127,0.680,0.848
152410,418.8,2.225,0.637,0.801
152420,418.8,2.025,0.652,0.859
152430,418.8,2.052,0.660,0.844
152440,418.8,2.047,0.652,0.867
152450,418.8,2.053,0.656,0.848
152460,418.8,2.118,0.602,0.855
152470,418.8,2.194,0.621,0.848
152480,418.8,2.040,0.676,0.836
152490,418.8,1.958,0.672,0.871
152500,418.8,2.091,0.621,0.859
152510,418.8,2.209,0.668,0.832
152520,418.8,2.117,0.672,0.863
152530,418.8,1.986,0.707,0.879
152540,418.8,2.270,0.598,0.812
152550,418.8,1.980,0.621,0.859
152560,418.8,2.111,0.652,0.855
152570,418.8,2.085,0.641,0.859
152580,418.8,2.027,0.625,0.871
152590,418.8,2.092,0.664,0.828
152600,418.8,2.069,0.629,0.855
152610,418.8,2.266,0.613,0.820
152620,418.8,2.283,0.594,0.828
152630,418.8,2.045,0.656,0.852
152640,418.8,2.052,0.695,0.844
152650,418.8,1.956,0.676,0.883
152660,418.8,2.089,0.676,0.840
152670,418.8,2.187,0.641,0.832
152680,418.8,2.227,0.648,0.812
152690,418.8,2.219,0.621,0.828
152700,418.8,2.143,0.668,0.832
152710,418.8,1.917,0.711,0.879
152720,418.8,1.974,0.656,0.879
152730,418.8,1.975,0.676,0.859
152740,418.8,2.100,0.668,0.855
152750,418.8,1.803,0.723,0.906
152760,418.8,2.302,0.613,0.809
152770,418.8,2.281,0.605,0.816
152780,418.8,2.027,0.688,0.910
152790,418.8,2.139,0.617,0.852
152800,418.8,1.931,0.664,0.871
152810,418.8,2.080,0.621,0.855
152820,418.8,2.132,0.691,0.832
152830,418.8,2.396,0.598,0.820
152840,418.8,2.032,0.652,0.852
152850,418.8,1.987,0.672,0.840
152860,418.8,2.208,0.598,0.836
152870,418.8,2.286,0.594,0.785
152880,418.8,1.953,0.699,0.871
152890,418.8,2.211,0.586,0.824
152900,418.8,2.155,0.664,0.832
152910,418.8,2.138,0.648,0.855
152920,418.8,2.033,0.668,0.863
152930,418.8,1.987,0.691,0.852
152940,418.8,1.978,0.664,0.867
152950,418.8,2.054,0.656,0.871
152960,418.8,2.137,0.625,0.836
152970,418.8,2.058,0.633,0.855
152980,418.8,2.172,0.645,0.820
152990,418.8,2.074,0.652,0.844
153000,418.8,1.956,0.672,0.863
153010,418.8,2.033,0.656,0.844
153020,418.8,1.986,0.695,0.848
153030,418.8,2.049,0.652,0.867
153040,418.8,2.130,0.609,0.840
153050,418.8,2.043,0.641,0.863
153060,418.8,1.939,0.691,0.855
153070,418.8,2.214,0.586,0.812
153080,418.8,1.944,0.688,0.871
153090,418.8,2.024,0.668,0.852
153100,418.8,2.083,0.648,0.855
153110,418.8,2.203,0.629,0.824
153120,418.8,2.267,0.621,0.832
153130,418.8,2.179,0.617,0.840
153140,418.8,2.141,0.621,0.832
153150,418.8,2.166,0.641,0.836
153160,418.8,1.998,0.684,0.879
153170,418.8,2.504,0.559,0.816
153180,418.8,1.881,0.707,0.883
153190,418.8,1.999,0.672,0.840
153200,418.8,2.262,0.613,0.816
153210,418.8,2.168,0.645,0.832
153220,418.8,2.096,0.660,0.852
153230,418.8,2.159,0.652,0.867
153240,418.8,1.896,0.672,0.887
153250,418.8,2.201,0.648,0.836
153260,418.8,2.097,0.652,0.852
153270,418.8,1.997,0.691,0.871
153280,418.8,2.138,0.656,0.875
153290,418.8,2.177,0.652,0.832
153300,418.8,2.123,0.645,0.852
153310,418.8,2.207,0.621,0.871
153320,418.8,1.962,0.703,0.871
153330,418.8,2.057,0.668,0.852
153340,418.8,2.139,0.625,0.871
153350,418.8,2.254,0.602,0.840
153360,418.8,2.023,0.684,0.859
153370,418.8,2.012,0.668,0.871
153380,418.8,1.890,0.672,0.879
153390,418.8,1.826,0.680,0.918
153400,418.8,2.120,0.645,0.832
153410,418.8,2.197,0.609,0.836
153420,418.8,2.010,0.672,0.875
153430,418.8,2.117,0.668,0.844
153440,418.8,2.190,0.648,0.844
153450,418.8,2.230,0.609,0.828
153460,418.8,2.363,0.582,0.820
153470,418.8,2.213,0.637,0.789
153480,418.8,2.194,0.617,0.824
153490,418.8,1.906,0.695,0.871
153500,418.8,2.032,0.688,0.852
153510,418.8,2.301,0.598,0.812
153520,418.8,2.069,0.680,0.852
153530,418.8,2.096,0.641,0.840
153540,418.8,2.016,0.652,0.859
153550,418.8,2.121,0.652,0.859
153560,418.8,2.202,0.621,0.840
153570,418.8,2.142,0.637,0.828
153580,418.8,2.251,0.582,0.832
153590,418.8,2.348,0.613,0.816
153600,418.8,2.025,0.695,0.867
153610,418.8,2.064,0.680,0.852
153620,418.8,1.998,0.691,0.887
153630,418.8,2.206,0.660,0.828
153640,418.8,2.020,0.672,0.863
153650,418.8,2.201,0.656,0.840
153660,418.8,2.140,0.617,0.848
153670,418.8,2.083,0.652,0.852
153680,418.8,2.010,0.684,0.859
153690,418.8,2.128,0.684,0.848
153700,418.8,2.197,0.629,0.836
153710,418.8,2.224,0.641,0.824
153720,418.8,2.015,0.699,0.836
153730,418.8,2.128,0.656,0.852
153740,418.8,2.247,0.652,0.836
153750,418.8,2.232,0.613,0.805
153760,418.9,2.271,0.629,0.809
153770,418.9,2.002,0.691,0.848
153780,418.9,2.115,0.648,0.824
153790,418.9,1.936,0.660,0.863
153800,418.9,2.057,0.656,0.863
153810,418.9,1.958,0.688,0.891
153820,418.9,2.002,0.672,0.863
153830,418.9,2.279,0.605,0.855
153840,418.9,2.211,0.637,0.832
153850,418.9,2.119,0.664,0.848
153860,418.9,2.156,0.645,0.840
153870,418.9,2.137,0.648,0.855
153880,418.9,1.941,0.664,0.852
153890,418.9,2.304,0.605,0.832
153900,418.9,2.201,0.641,0.832
153910,418.9,2.134,0.613,0.848
153920,418.9,2.165,0.645,0.867
153930,418.9,1.952,0.684,0.848
153940,418.9,2.202,0.645,0.836
153950,418.9,2.162,0.664,0.836
153960,418.9,2.192,0.621,0.848
153970,418.9,2.125,0.652,0.859
153980,418.9,2.049,0.656,0.832
153990,418.9,2.044,0.625,0.863
154000,418.9,2.024,0.656,0.891
154010,418.9,2.019,0.668,0.871
154020,418.9,2.223,0.629,0.828
154030,418.9,2.116,0.652,0.852
154040,418.9,1.961,0.684,0.875
154050,418.9,2.107,0.645,0.859
154060,418.9,2.051,0.684,0.859
154070,418.9,2.326,0.617,0.816
154080,418.9,2.093,0.664,0.855
154090,418.9,1.877,0.715,0.871
154100,418.9,2.059,0.641,0.852
154110,418.9,1.985,0.652,0.883
154120,418.9,2.222,0.645,0.832
154130,418.9,1.863,0.676,0.895
154140,418.9,1.938,0.691,0.871
154150,418.9,2.049,0.664,0.844
154160,418.9,2.031,0.684,0.883
154170,418.9,2.205,0.664,0.828
