iteration,throughput (img/s),loss,top1-accuracy,top5-accuracy
37800,418.1,3.296,0.453,0.699
37810,418.1,3.236,0.438,0.691
37820,418.1,3.575,0.359,0.625
37830,418.1,3.408,0.445,0.641
37840,418.1,3.302,0.426,0.719
37850,418.1,3.503,0.430,0.656
37860,418.1,3.326,0.441,0.672
37870,418.1,3.422,0.414,0.691
37880,418.1,3.325,0.453,0.688
37890,418.1,3.374,0.480,0.719
37900,418.1,3.252,0.504,0.711
37910,418.1,3.504,0.426,0.660
37920,418.1,3.311,0.434,0.699
37930,418.1,3.224,0.445,0.695
37940,418.1,3.362,0.449,0.684
37950,418.1,3.322,0.449,0.680
37960,418.1,3.106,0.477,0.738
37970,418.1,3.370,0.434,0.668
37980,418.1,3.395,0.453,0.664
37990,418.1,3.513,0.438,0.648
38000,418.1,3.300,0.410,0.715
38010,418.1,3.532,0.414,0.668
38020,418.1,3.297,0.449,0.699
38030,418.1,3.405,0.395,0.691
38040,418.1,3.467,0.438,0.668
38050,418.1,3.360,0.402,0.691
38060,418.1,3.120,0.449,0.727
38070,418.1,3.146,0.480,0.758
38080,418.1,3.470,0.426,0.676
38090,418.1,3.329,0.449,0.691
38100,418.1,3.288,0.477,0.672
38110,418.1,3.321,0.406,0.688
38120,418.1,3.289,0.461,0.711
38130,418.1,3.342,0.469,0.680
38140,418.1,3.424,0.422,0.691
38150,418.1,3.296,0.434,0.668
38160,418.1,3.279,0.445,0.680
38170,418.1,3.492,0.426,0.637
38180,418.1,3.305,0.445,0.711
38190,418.1,3.302,0.418,0.727
38200,418.1,3.279,0.434,0.676
38210,418.1,3.193,0.465,0.715
38220,418.1,3.230,0.445,0.715
38230,418.1,3.169,0.477,0.707
38240,418.1,3.184,0.488,0.727
38250,418.1,3.316,0.469,0.684
38260,418.1,3.473,0.508,0.680
38270,418.1,3.334,0.426,0.691
38280,418.1,3.269,0.453,0.707
38290,418.1,3.406,0.414,0.691
38300,418.1,3.203,0.438,0.719
38310,418.1,3.488,0.434,0.656
38320,418.1,3.474,0.457,0.680
38330,418.1,3.290,0.426,0.703
38340,418.1,3.225,0.461,0.707
38350,418.1,3.326,0.441,0.695
38360,418.1,3.081,0.512,0.738
38370,418.1,3.632,0.426,0.652
38380,418.1,3.210,0.457,0.711
38390,418.1,3.127,0.449,0.715
38400,418.1,3.269,0.438,0.699
38410,418.1,3.242,0.430,0.734
38420,418.1,3.208,0.453,0.719
38430,418.1,3.364,0.422,0.684
38440,418.1,3.523,0.387,0.688
38450,418.1,3.312,0.438,0.699
38460,418.1,3.326,0.461,0.695
38470,418.1,3.432,0.434,0.711
38480,418.1,3.161,0.457,0.727
38490,418.1,3.094,0.488,0.734
38500,418.1,3.534,0.434,0.668
38510,418.1,3.413,0.383,0.715
38520,418.1,3.244,0.492,0.664
38530,418.1,3.115,0.473,0.738
38540,418.1,3.338,0.445,0.637
38550,418.1,3.390,0.441,0.688
38560,418.1,3.354,0.441,0.676
38570,418.1,3.496,0.418,0.660
38580,418.1,3.495,0.398,0.660
38590,418.1,3.396,0.406,0.656
38600,418.1,3.174,0.418,0.750
38610,418.1,3.391,0.457,0.668
38620,418.1,3.313,0.465,0.684
38630,418.1,3.599,0.383,0.648
38640,418.1,3.222,0.465,0.715
38650,418.1,3.499,0.430,0.645
38660,418.1,3.217,0.473,0.730
38670,418.1,3.487,0.441,0.637
38680,418.1,3.421,0.426,0.684
38690,418.1,3.243,0.426,0.707
38700,418.2,3.145,0.504,0.719
38710,418.1,3.114,0.484,0.730
38720,418.1,3.321,0.395,0.676
38730,418.1,3.425,0.434,0.645
38740,418.2,3.167,0.473,0.703
38750,418.2,3.349,0.438,0.676
38760,418.2,3.509,0.414,0.637
38770,418.2,3.239,0.473,0.695
38780,418.2,3.517,0.441,0.668
38790,418.2,3.455,0.457,0.695
38800,418.2,3.496,0.402,0.660
38810,418.2,3.533,0.375,0.656
38820,418.2,3.203,0.465,0.688
38830,418.2,3.534,0.422,0.645
38840,418.2,3.465,0.402,0.699
38850,418.2,3.500,0.395,0.672
38860,418.2,3.401,0.402,0.695
38870,418.2,3.329,0.461,0.688
38880,418.2,3.387,0.434,0.680
38890,418.2,3.381,0.441,0.691
38900,418.2,3.460,0.414,0.660
38910,418.2,3.083,0.516,0.742
38920,418.2,3.218,0.465,0.703
38930,418.2,3.336,0.461,0.707
38940,418.2,3.216,0.465,0.699
38950,418.2,3.522,0.426,0.641
38960,418.2,3.381,0.477,0.660
38970,418.2,3.295,0.438,0.719
38980,418.2,3.429,0.422,0.676
38990,418.2,3.368,0.430,0.676
39000,418.2,3.431,0.418,0.672
39010,418.2,3.346,0.453,0.688
39020,418.2,3.188,0.465,0.738
39030,418.2,3.421,0.453,0.672
39040,418.2,3.206,0.434,0.707
39050,418.2,3.368,0.445,0.695
39060,418.2,3.382,0.410,0.676
39070,418.2,3.241,0.488,0.699
39080,418.2,3.201,0.473,0.727
39090,418.2,3.523,0.406,0.664
39100,418.2,3.350,0.395,0.664
39110,418.2,3.407,0.449,0.664
39120,418.2,3.093,0.500,0.727
39130,418.2,3.445,0.434,0.664
39140,418.2,3.382,0.469,0.723
39150,418.2,3.312,0.414,0.688
39160,418.2,3.138,0.434,0.719
39170,418.2,3.253,0.445,0.723
39180,418.2,3.126,0.461,0.703
39190,418.2,3.232,0.473,0.707
39200,418.2,3.497,0.418,0.668
39210,418.2,3.396,0.414,0.699
39220,418.2,3.158,0.484,0.699
39230,418.2,3.319,0.434,0.719
39240,418.2,3.523,0.418,0.676
39250,418.2,3.262,0.488,0.703
39260,418.2,3.571,0.418,0.621
39270,418.2,3.298,0.457,0.688
39280,418.2,3.569,0.387,0.633
39290,418.2,3.018,0.480,0.730
39300,418.2,3.429,0.445,0.715
39310,418.2,3.273,0.445,0.730
39320,418.2,3.253,0.418,0.691
39330,418.2,3.443,0.414,0.656
39340,418.2,3.386,0.473,0.684
39350,418.2,3.439,0.410,0.684
39360,418.2,3.596,0.414,0.656
39370,418.2,3.229,0.445,0.715
39380,418.2,3.491,0.422,0.641
39390,418.2,3.200,0.457,0.734
39400,418.2,3.136,0.504,0.691
39410,418.2,3.208,0.480,0.707
39420,418.2,3.145,0.500,0.715
39430,418.2,3.460,0.430,0.680
39440,418.2,3.456,0.457,0.645
39450,418.2,3.530,0.383,0.676
39460,418.2,3.373,0.406,0.684
39470,418.2,3.320,0.438,0.699
39480,418.2,3.092,0.457,0.691
39490,418.2,3.257,0.434,0.680
39500,418.2,3.393,0.441,0.664
39510,418.2,3.351,0.430,0.672
39520,418.2,3.647,0.398,0.672
39530,418.2,3.245,0.496,0.703
39540,418.2,3.297,0.465,0.672
39550,418.2,3.609,0.391,0.637
39560,418.2,3.503,0.367,0.684
39570,418.2,3.489,0.410,0.699
39580,418.2,3.421,0.430,0.668
39590,418.2,3.189,0.473,0.727
39600,418.2,3.448,0.430,0.660
39610,418.2,3.353,0.465,0.691
39620,418.2,3.111,0.492,0.742
39630,418.2,3.304,0.438,0.707
39640,418.2,3.152,0.457,0.738
39650,418.2,3.586,0.441,0.652
39660,418.2,3.439,0.398,0.695
39670,418.2,3.325,0.438,0.684
39680,418.2,3.225,0.434,0.746
39690,418.3,3.582,0.426,0.688
39700,418.3,3.416,0.418,0.672
39710,418.3,3.215,0.480,0.691
39720,418.3,2.964,0.520,0.770
39730,418.3,3.395,0.410,0.684
39740,418.3,3.486,0.422,0.645
39750,418.3,3.333,0.461,0.707
39760,418.3,3.480,0.414,0.680
39770,418.3,3.097,0.504,0.715
39780,418.3,3.465,0.434,0.688
39790,418.3,2.993,0.496,0.742
39800,418.3,3.249,0.469,0.676
39810,418.3,3.303,0.488,0.715
39820,418.3,1,of,10000
39830,418.3,3.329,0.434,0.707
39840,418.3,3.321,0.477,0.695
39850,418.3,3.164,0.480,0.719
39860,418.3,3.264,0.426,0.691
39870,418.3,3.262,0.449,0.688
39880,418.3,3.259,0.477,0.688
39890,418.3,3.228,0.461,0.688
39900,418.3,3.341,0.441,0.672
39910,418.3,3.357,0.445,0.652
39920,418.3,3.082,0.500,0.734
39930,418.3,3.443,0.434,0.660
39940,418.3,3.496,0.445,0.676
39950,417.9,3.353,0.453,0.676
39960,417.9,3.526,0.438,0.645
39970,417.9,3.314,0.434,0.676
39980,417.9,3.131,0.500,0.734
39990,417.9,3.551,0.434,0.652
40000,417.9,3.163,0.438,0.730
40010,417.9,3.402,0.441,0.645
40020,417.9,3.344,0.449,0.688
40030,417.9,3.662,0.375,0.598
40040,417.9,3.146,0.480,0.711
40050,417.9,3.322,0.453,0.676
40060,417.9,2.887,0.520,0.781
40070,417.9,3.138,0.465,0.727
40080,417.9,3.217,0.469,0.691
40090,417.9,3.133,0.473,0.734
40100,417.9,3.147,0.465,0.727
40110,417.9,3.409,0.434,0.699
40120,417.9,3.423,0.469,0.684
40130,417.9,3.236,0.457,0.719
40140,417.9,3.246,0.461,0.699
40150,417.9,3.383,0.457,0.695
40160,417.9,3.463,0.422,0.656
40170,417.9,3.318,0.457,0.699
40180,417.9,3.422,0.410,0.648
40190,417.9,3.221,0.426,0.711
40200,417.9,3.387,0.434,0.688
40210,417.9,3.165,0.469,0.707
40220,417.9,3.283,0.402,0.656
40230,417.9,3.409,0.422,0.668
40240,417.9,3.491,0.449,0.660
40250,417.9,3.124,0.488,0.727
40260,417.9,3.396,0.410,0.730
40270,417.9,3.346,0.434,0.691
40280,417.9,3.396,0.441,0.676
40290,417.9,3.396,0.457,0.676
40300,417.9,3.539,0.430,0.652
40310,417.9,3.576,0.453,0.637
40320,417.9,3.041,0.480,0.742
40330,417.9,3.337,0.438,0.668
40340,417.9,3.291,0.465,0.668
40350,417.9,3.148,0.484,0.723
40360,417.9,3.451,0.391,0.680
40370,417.9,2.999,0.500,0.742
40380,417.9,3.417,0.477,0.684
40390,417.9,3.408,0.449,0.688
40400,417.9,3.307,0.422,0.668
40410,417.9,3.538,0.426,0.656
40420,417.9,3.179,0.469,0.707
40430,417.9,3.523,0.418,0.680
40440,417.9,3.433,0.441,0.668
40450,417.9,3.381,0.434,0.699
40460,418.0,3.325,0.484,0.680
40470,418.0,3.221,0.484,0.727
40480,418.0,3.206,0.426,0.734
40490,418.0,3.259,0.445,0.656
40500,418.0,3.353,0.430,0.684
40510,418.0,3.392,0.441,0.688
40520,418.0,3.491,0.438,0.633
40530,418.0,3.191,0.480,0.695
40540,418.0,3.212,0.480,0.734
40550,418.0,3.176,0.453,0.703
40560,418.0,3.297,0.449,0.707
40570,418.0,3.447,0.430,0.664
40580,418.0,3.411,0.422,0.672
40590,418.0,3.378,0.441,0.684
40600,418.0,3.183,0.477,0.719
40610,418.0,3.083,0.484,0.734
40620,418.0,3.253,0.445,0.707
40630,418.0,3.220,0.473,0.715
40640,418.0,3.273,0.445,0.715
40650,418.0,3.445,0.477,0.688
40660,418.0,3.363,0.426,0.691
40670,418.0,3.426,0.398,0.680
40680,418.0,3.324,0.496,0.707
40690,418.0,3.180,0.484,0.711
40700,418.0,3.145,0.488,0.738
40710,418.0,3.463,0.441,0.688
40720,418.0,3.372,0.445,0.684
40730,418.0,3.056,0.488,0.738
40740,418.0,3.357,0.445,0.672
40750,418.0,3.314,0.457,0.715
40760,418.0,3.294,0.418,0.676
40770,418.0,3.131,0.496,0.699
40780,418.0,3.161,0.488,0.727
40790,418.0,3.374,0.465,0.695
40800,418.0,3.207,0.426,0.711
40810,418.0,3.209,0.480,0.699
40820,418.0,3.441,0.414,0.691
40830,418.0,2.988,0.508,0.750
40840,418.0,3.110,0.512,0.703
40850,418.0,3.310,0.477,0.660
40860,418.0,3.426,0.477,0.668
40870,418.0,3.217,0.453,0.734
40880,418.0,3.245,0.480,0.691
40890,418.0,3.277,0.441,0.680
40900,418.0,3.347,0.414,0.668
40910,418.0,3.438,0.441,0.656
40920,418.0,3.145,0.453,0.730
40930,418.0,3.097,0.477,0.719
40940,418.0,3.480,0.445,0.676
40950,418.0,3.251,0.484,0.703
40960,418.0,3.369,0.426,0.711
40970,418.0,3.315,0.434,0.684
40980,418.0,3.405,0.441,0.652
40990,418.0,3.010,0.543,0.727
41000,418.0,3.223,0.484,0.684
41010,418.0,3.311,0.457,0.730
41020,418.0,3.412,0.406,0.684
41030,418.0,3.173,0.512,0.734
41040,418.0,3.515,0.406,0.656
41050,418.0,3.420,0.418,0.672
41060,418.0,3.145,0.434,0.707
41070,418.0,3.282,0.461,0.719
41080,418.0,3.180,0.453,0.723
41090,418.0,3.304,0.469,0.695
41100,418.1,3.199,0.480,0.711
41110,418.1,3.303,0.445,0.719
41120,418.1,3.283,0.500,0.715
41130,418.1,3.204,0.477,0.711
41140,418.1,3.240,0.465,0.691
41150,418.1,3.151,0.457,0.699
41160,418.1,3.573,0.395,0.641
41170,418.1,3.503,0.426,0.656
41180,418.1,3.107,0.484,0.723
41190,418.1,3.582,0.438,0.641
41200,418.1,3.378,0.473,0.656
41210,418.1,3.031,0.520,0.734
41220,418.1,3.148,0.477,0.734
41230,418.1,3.513,0.387,0.656
41240,418.1,3.284,0.457,0.707
41250,418.1,3.210,0.457,0.695
41260,418.1,3.200,0.488,0.723
41270,418.1,3.351,0.414,0.684
41280,418.1,3.305,0.469,0.699
41290,418.1,3.408,0.398,0.688
41300,418.1,3.188,0.469,0.715
41310,418.1,3.249,0.430,0.723
41320,418.1,3.013,0.461,0.746
41330,418.1,3.016,0.527,0.719
41340,418.1,3.126,0.500,0.723
41350,418.1,3.289,0.461,0.691
41360,418.1,3.180,0.480,0.715
41370,418.1,3.165,0.480,0.723
41380,418.1,3.290,0.449,0.672
41390,418.1,2.954,0.496,0.727
41400,418.1,3.558,0.418,0.648
41410,418.1,3.162,0.441,0.715
41420,418.1,3.254,0.449,0.715
41430,418.1,3.159,0.453,0.715
41440,418.1,3.009,0.480,0.730
41450,418.1,3.195,0.457,0.730
41460,418.1,3.320,0.449,0.676
41470,418.1,3.424,0.430,0.684
41480,418.1,3.103,0.465,0.723
41490,418.1,3.213,0.496,0.707
41500,418.1,3.073,0.492,0.707
41510,418.1,3.070,0.488,0.730
41520,418.1,3.402,0.480,0.676
41530,418.1,3.334,0.438,0.711
41540,418.1,3.117,0.484,0.730
41550,418.1,3.321,0.438,0.684
41560,418.1,3.301,0.441,0.715
41570,418.1,3.253,0.461,0.734
41580,418.1,3.142,0.484,0.727
41590,418.1,3.276,0.492,0.707
41600,418.1,3.257,0.453,0.719
41610,418.1,3.468,0.430,0.664
41620,418.1,3.148,0.508,0.711
41630,418.1,3.414,0.414,0.664
41640,418.1,3.630,0.434,0.621
41650,418.1,3.038,0.488,0.734
41660,418.1,3.396,0.461,0.680
41670,418.1,3.695,0.406,0.641
41680,418.1,3.392,0.438,0.695
41690,418.1,3.464,0.422,0.680
41700,418.1,3.357,0.469,0.715
41710,418.1,3.387,0.418,0.676
41720,418.1,3.347,0.469,0.684
41730,418.1,3.092,0.504,0.707
41740,418.1,3.484,0.430,0.625
41750,418.1,3.209,0.531,0.703
41760,418.1,3.320,0.453,0.703
41770,418.2,3.217,0.477,0.719
41780,418.2,3.266,0.477,0.684
41790,418.2,3.377,0.457,0.648
41800,418.2,3.392,0.453,0.695
41810,418.2,3.332,0.441,0.672
41820,418.2,3.218,0.477,0.715
41830,418.2,3.542,0.422,0.664
41840,418.2,3.340,0.438,0.672
41850,418.2,3.130,0.465,0.727
41860,418.2,3.300,0.438,0.688
41870,418.2,3.421,0.434,0.684
41880,418.2,3.024,0.504,0.742
41890,418.2,3.300,0.461,0.680
41900,418.2,3.124,0.488,0.719
41910,418.2,3.097,0.496,0.762
41920,418.2,3.235,0.457,0.715
41930,418.2,3.421,0.480,0.676
41940,418.2,3.096,0.441,0.734
41950,418.2,3.421,0.422,0.680
41960,418.2,3.294,0.434,0.711
41970,418.2,2.906,0.531,0.742
41980,418.2,3.141,0.461,0.719
41990,418.2,3.214,0.430,0.699
42000,418.2,3.400,0.449,0.688
42010,418.2,3.185,0.465,0.703
42020,418.2,3.296,0.480,0.699
42030,418.2,3.156,0.469,0.707
42040,418.2,3.439,0.418,0.664
42050,418.2,3.341,0.422,0.637
42060,418.2,3.394,0.398,0.656
42070,418.2,3.139,0.488,0.715
42080,418.2,3.264,0.449,0.680
42090,418.2,3.222,0.441,0.703
42100,418.2,3.276,0.418,0.691
42110,418.2,3.480,0.422,0.691
42120,418.2,3.177,0.488,0.719
42130,418.2,3.313,0.438,0.707
42140,418.2,3.255,0.461,0.684
42150,418.2,3.302,0.461,0.672
42160,418.2,3.651,0.383,0.676
42170,418.2,3.591,0.387,0.648
42180,418.2,3.197,0.480,0.719
42190,418.2,3.350,0.434,0.684
42200,418.2,3.060,0.469,0.723
42210,418.2,3.367,0.449,0.680
42220,418.2,3.133,0.484,0.715
42230,418.2,3.159,0.477,0.746
42240,418.2,3.522,0.441,0.660
42250,418.2,3.477,0.430,0.684
42260,418.2,3.535,0.414,0.668
42270,418.2,3.378,0.434,0.680
42280,418.2,3.131,0.500,0.707
42290,418.2,3.434,0.414,0.664
42300,418.2,3.271,0.453,0.707
42310,418.2,3.487,0.438,0.648
42320,418.2,3.279,0.445,0.699
42330,418.2,3.308,0.457,0.676
42340,418.2,3.350,0.449,0.676
42350,418.2,3.485,0.387,0.668
42360,418.2,3.216,0.449,0.711
42370,418.2,3.180,0.496,0.715
42380,418.2,3.102,0.504,0.746
42390,418.2,3.438,0.395,0.648
42400,418.2,3.180,0.496,0.734
42410,418.2,3.141,0.484,0.680
42420,418.2,3.429,0.449,0.680
42430,418.2,3.427,0.406,0.660
42440,418.2,2.871,0.484,0.754
42450,418.2,3.110,0.484,0.738
42460,418.2,3.064,0.469,0.699
42470,418.2,3.392,0.445,0.660
42480,418.2,3.203,0.457,0.727
42490,418.2,3.216,0.449,0.723
42500,418.2,3.211,0.492,0.680
42510,418.2,3.233,0.457,0.707
42520,418.2,3.113,0.508,0.719
42530,418.2,3.098,0.488,0.703
42540,418.2,3.442,0.418,0.637
42550,418.2,3.663,0.375,0.656
42560,418.2,3.130,0.484,0.746
42570,418.2,3.145,0.430,0.691
42580,418.2,3.361,0.473,0.695
42590,418.2,3.070,0.508,0.730
42600,418.2,3.139,0.461,0.715
42610,418.3,3.290,0.457,0.727
42620,418.3,3.285,0.461,0.703
42630,418.3,3.225,0.484,0.703
42640,418.3,3.259,0.492,0.691
42650,418.3,3.136,0.473,0.688
42660,418.3,3.287,0.430,0.684
42670,418.3,3.305,0.488,0.688
42680,418.3,3.426,0.441,0.648
42690,418.3,3.036,0.520,0.738
42700,418.3,3.352,0.461,0.664
42710,418.3,3.581,0.375,0.668
42720,418.3,3.272,0.414,0.695
42730,418.3,3.204,0.496,0.703
42740,418.3,3.273,0.461,0.664
42750,418.3,3.150,0.469,0.707
42760,418.3,3.207,0.457,0.727
42770,418.3,3.090,0.500,0.734
42780,418.3,3.131,0.500,0.707
42790,418.3,3.389,0.406,0.684
42800,418.3,2.894,0.543,0.762
42810,418.3,3.462,0.430,0.645
42820,418.3,3.485,0.418,0.691
42830,418.3,3.415,0.453,0.676
42840,418.3,3.034,0.473,0.738
42850,418.3,3.424,0.449,0.664
42860,418.3,3.152,0.504,0.727
42870,418.3,3.382,0.434,0.691
42880,418.3,3.238,0.469,0.699
42890,418.3,3.465,0.398,0.656
42900,418.3,3.112,0.496,0.707
42910,418.3,3.375,0.418,0.695
42920,418.3,3.354,0.473,0.652
42930,418.3,3.090,0.504,0.742
42940,418.3,3.609,0.387,0.680
42950,418.3,3.129,0.484,0.711
42960,418.3,3.185,0.488,0.691
42970,418.3,3.473,0.422,0.652
42980,418.3,3.266,0.445,0.711
42990,418.3,3.243,0.449,0.703
43000,418.3,3.184,0.453,0.707
43010,418.3,3.206,0.465,0.711
43020,418.3,3.481,0.426,0.668
43030,418.3,3.152,0.469,0.738
43040,418.3,3.283,0.445,0.680
43050,418.3,3.239,0.488,0.715
43060,418.3,3.388,0.453,0.684
43070,418.3,3.240,0.477,0.715
43080,418.3,3.329,0.410,0.699
43090,418.3,3.481,0.422,0.672
43100,418.3,3.162,0.480,0.719
43110,418.3,3.090,0.465,0.703
43120,418.3,3.067,0.484,0.715
43130,418.3,3.053,0.527,0.734
43140,418.3,3.630,0.371,0.633
43150,418.3,3.134,0.477,0.707
43160,418.3,2.980,0.508,0.746
43170,418.3,3.114,0.516,0.738
43180,418.3,3.122,0.504,0.742
43190,418.3,3.136,0.477,0.730
43200,418.3,3.219,0.426,0.699
43210,418.3,3.412,0.430,0.703
43220,418.3,3.307,0.438,0.676
43230,418.3,3.306,0.465,0.695
43240,418.3,3.138,0.430,0.691
43250,418.3,3.757,0.371,0.613
43260,418.3,3.340,0.441,0.684
43270,418.3,3.346,0.426,0.660
43280,418.3,3.256,0.477,0.742
43290,418.3,3.305,0.445,0.672
43300,418.3,3.240,0.461,0.703
43310,418.3,3.079,0.520,0.734
43320,418.3,3.168,0.520,0.719
43330,418.3,3.279,0.492,0.668
43340,418.3,3.224,0.477,0.703
43350,418.3,3.317,0.461,0.664
43360,418.3,3.252,0.473,0.695
43370,418.3,3.101,0.480,0.750
43380,418.3,3.440,0.453,0.664
43390,418.3,2.984,0.492,0.734
43400,418.3,3.171,0.422,0.738
43410,418.3,3.427,0.402,0.680
43420,418.3,3.104,0.484,0.707
43430,418.3,3.217,0.469,0.730
43440,418.3,3.094,0.484,0.715
43450,418.3,3.193,0.469,0.703
43460,418.3,3.212,0.422,0.723
43470,418.3,3.139,0.461,0.699
43480,418.3,3.293,0.434,0.699
43490,418.3,3.307,0.473,0.668
43500,418.3,3.401,0.469,0.688
43510,418.3,3.257,0.469,0.688
43520,418.3,2.887,0.496,0.746
43530,418.3,3.483,0.422,0.613
43540,418.3,3.201,0.449,0.703
43550,418.3,3.219,0.477,0.691
43560,418.3,3.218,0.449,0.703
43570,418.3,3.511,0.430,0.664
43580,418.3,3.432,0.434,0.695
43590,418.3,3.245,0.500,0.699
43600,418.3,2.931,0.555,0.766
43610,418.3,3.183,0.434,0.719
43620,418.3,3.372,0.473,0.672
43630,418.3,3.402,0.414,0.688
43640,418.3,3.106,0.512,0.727
43650,418.3,3.070,0.496,0.703
43660,418.3,3.369,0.434,0.684
43670,418.3,3.405,0.410,0.660
43680,418.3,3.201,0.465,0.711
43690,418.3,3.318,0.410,0.707
43700,418.3,3.333,0.465,0.676
43710,418.3,3.238,0.438,0.691
43720,418.3,3.369,0.430,0.680
43730,418.4,3.269,0.414,0.730
43740,418.4,3.367,0.449,0.672
43750,418.4,3.341,0.438,0.707
43760,418.4,3.316,0.445,0.699
43770,418.4,3.117,0.504,0.711
43780,418.4,3.129,0.465,0.715
43790,418.4,3.149,0.473,0.715
43800,418.4,3.466,0.406,0.680
43810,418.4,3.093,0.473,0.742
43820,418.4,3.096,0.484,0.711
43830,418.4,3.412,0.453,0.715
43840,418.4,3.022,0.508,0.734
43850,418.4,3.282,0.449,0.688
43860,418.4,3.197,0.473,0.723
43870,418.4,3.090,0.488,0.730
43880,418.4,3.059,0.504,0.730
43890,418.4,3.240,0.461,0.707
43900,418.4,3.467,0.434,0.652
43910,418.4,2.948,0.500,0.742
43920,418.4,3.060,0.504,0.734
43930,418.4,3.142,0.500,0.734
43940,418.4,3.268,0.461,0.715
43950,418.4,3.282,0.484,0.688
43960,418.4,3.231,0.496,0.699
43970,418.4,3.242,0.422,0.711
43980,418.4,3.298,0.441,0.688
43990,418.4,3.216,0.449,0.734
44000,418.4,3.147,0.496,0.734
44010,418.4,3.352,0.457,0.660
44020,418.4,3.365,0.410,0.691
44030,418.4,3.306,0.465,0.688
44040,418.4,3.138,0.461,0.707
44050,418.4,2.959,0.508,0.777
44060,418.4,3.394,0.441,0.691
44070,418.4,3.160,0.457,0.734
44080,418.4,3.098,0.473,0.719
44090,418.4,3.279,0.453,0.688
44100,418.4,3.052,0.465,0.762
44110,418.4,3.404,0.422,0.652
44120,418.4,3.371,0.441,0.676
44130,418.4,3.324,0.445,0.684
44140,418.4,3.259,0.473,0.703
44150,418.4,3.162,0.445,0.738
44160,418.4,3.062,0.469,0.750
44170,418.4,3.285,0.461,0.688
44180,418.4,3.105,0.477,0.750
44190,418.4,3.340,0.402,0.680
44200,418.4,3.179,0.473,0.703
44210,418.4,3.215,0.461,0.742
44220,418.4,3.412,0.434,0.664
44230,418.4,3.199,0.465,0.707
44240,418.4,3.422,0.430,0.672
44250,418.4,3.662,0.398,0.652
44260,418.4,3.329,0.453,0.680
44270,418.4,3.072,0.520,0.727
44280,418.4,3.138,0.492,0.715
44290,418.4,3.296,0.418,0.688
44300,418.4,3.044,0.473,0.738
44310,418.4,3.369,0.406,0.676
44320,418.4,3.352,0.438,0.684
44330,418.4,3.122,0.492,0.684
44340,418.4,3.245,0.441,0.719
44350,418.4,3.232,0.426,0.703
44360,418.4,3.272,0.438,0.699
44370,418.4,3.344,0.449,0.668
44380,418.4,3.354,0.430,0.695
44390,418.4,3.133,0.480,0.715
44400,418.4,3.280,0.488,0.691
44410,418.4,3.092,0.508,0.734
44420,418.4,2.948,0.523,0.742
44430,418.4,3.245,0.496,0.707
44440,418.4,3.479,0.422,0.656
44450,418.4,3.030,0.520,0.750
44460,418.4,3.235,0.445,0.707
44470,418.4,3.284,0.430,0.699
44480,418.4,3.336,0.461,0.688
44490,418.4,3.085,0.504,0.719
44500,418.4,3.343,0.465,0.699
44510,418.4,3.242,0.445,0.746
44520,418.4,3.276,0.430,0.707
44530,418.4,3.224,0.457,0.691
44540,418.4,3.060,0.465,0.758
44550,418.4,3.426,0.426,0.664
44560,418.4,3.346,0.461,0.676
44570,418.4,3.083,0.484,0.738
44580,418.4,3.469,0.441,0.656
44590,418.4,3.328,0.469,0.688
44600,418.5,3.041,0.508,0.762
44610,418.5,3.076,0.508,0.758
44620,418.5,3.035,0.461,0.750
44630,418.5,3.190,0.504,0.707
44640,418.5,3.139,0.473,0.715
44650,418.5,3.330,0.422,0.695
44660,418.5,3.509,0.406,0.652
44670,418.5,2.913,0.551,0.738
44680,418.5,3.200,0.465,0.703
44690,418.5,3.306,0.434,0.730
44700,418.5,3.176,0.488,0.734
44710,418.5,3.252,0.488,0.684
44720,418.5,3.222,0.434,0.684
44730,418.5,3.117,0.504,0.723
44740,418.5,3.019,0.496,0.746
44750,418.5,3.466,0.449,0.668
44760,418.5,3.156,0.488,0.688
44770,418.5,3.202,0.488,0.688
44780,418.5,1,of,10000
44790,418.5,3.149,0.520,0.695
44800,418.5,3.217,0.414,0.691
44810,418.5,2.941,0.512,0.750
44820,418.5,3.164,0.508,0.715
44830,418.5,3.131,0.484,0.699
44840,418.5,2.988,0.520,0.695
44850,418.5,3.326,0.480,0.730
44860,418.5,3.211,0.469,0.688
44870,418.5,3.128,0.453,0.703
44880,418.5,3.312,0.461,0.680
44890,418.5,3.084,0.480,0.723
44900,418.5,3.209,0.465,0.699
44910,418.5,2.994,0.492,0.730
44920,418.5,3.611,0.406,0.641
44930,418.5,3.084,0.492,0.746
44940,418.5,3.240,0.457,0.703
44950,418.1,3.286,0.465,0.699
44960,418.1,3.141,0.492,0.730
44970,418.1,3.353,0.445,0.680
44980,418.1,3.520,0.410,0.629
44990,418.1,3.225,0.449,0.695
45000,418.1,3.360,0.406,0.660
45010,418.1,3.009,0.461,0.738
45020,418.1,3.027,0.523,0.727
45030,418.1,3.381,0.430,0.676
45040,418.1,3.288,0.441,0.723
45050,418.1,3.312,0.461,0.684
45060,418.1,3.071,0.508,0.754
45070,418.1,3.363,0.426,0.703
45080,418.1,3.337,0.445,0.691
45090,418.1,3.294,0.441,0.707
45100,418.1,3.115,0.488,0.723
45110,418.1,3.009,0.508,0.734
45120,418.1,3.155,0.465,0.688
45130,418.1,3.091,0.508,0.758
45140,418.1,3.137,0.504,0.730
