1 1519746775955 Training with training/test data at:
2 1519746776033   DATA_DIR: /mnt/data/imagenet-tfrecord
3 1519746776049   MODEL_DIR: /job/model-code
4 1519746776055   TRAINING_JOB: 
5 1519746776060   TRAINING_COMMAND: python tf_cnn_benchmarks.py --local_parameter_device=cpu --num_gpus=2 --batch_size=128 --num_batches=250000 --model=vgg16 --data_dir="${DATA_DIR}" --data_name="imagenet" --variable_update=parameter_server --num_intra_threads=4 --num_inter_threads=8 --print_training_accuracy 
6 1519746776067 Storing trained model at:
7 1519746776071   RESULT_DIR: /mnt/results/imagenet-tfrecord-results/training-BV3Bs2ekg
8 1519746776075 Tue Feb 27 15:52:24 UTC 2018: Running Tensorflow job
9 1519746776080 /usr/local/lib/python2.7/dist-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
10 1519746776085   from ._conv import register_converters as _register_converters
11 1519746776089 W0227 15:52:40.157386 46987615483008 tf_logging.py:118] From /job/model-code/benchmark_cnn.py:1295: __init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
12 1519746776094 Instructions for updating:
13 1519746776098 Please switch to tf.train.MonitoredTrainingSession
14 1519746776102 2018-02-27 15:52:40.311296: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
15 1519746776107 2018-02-27 15:52:40.802099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
16 1519746776112 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
17 1519746776117 pciBusID: 0000:81:00.0
18 1519746776122 totalMemory: 15.77GiB freeMemory: 15.36GiB
19 1519746776126 2018-02-27 15:52:41.166045: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 1 with properties: 
20 1519746776130 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
21 1519746776135 pciBusID: 0000:82:00.0
22 1519746776139 totalMemory: 15.77GiB freeMemory: 15.36GiB
23 1519746776144 2018-02-27 15:52:41.167318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Device peer to peer matrix
24 1519746776149 2018-02-27 15:52:41.167684: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1126] DMA: 0 1 
25 1519746776153 2018-02-27 15:52:41.167719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 0:   Y Y 
26 1519746776157 2018-02-27 15:52:41.167726: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 1:   Y Y 
27 1519746776161 2018-02-27 15:52:41.167739: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla V100-PCIE-16GB, pci bus id: 0000:81:00.0, compute capability: 7.0)
28 1519746776166 2018-02-27 15:52:41.167747: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla V100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 7.0)
29 1519746995825 2018-02-27 15:56:05.633515: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
30 1519747000904 2018-02-27 15:56:12.002930: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 7717 of 10000
31 1519747000921 2018-02-27 15:56:13.187075: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
32 1519747029180 I0227 15:56:38.922674 46993615357696 tf_logging.py:110] Starting real work at step 10 at time Tue Feb 27 15:56:38 2018
33 1519747419569 TensorFlow:  1.5
34 1519747419620 Model:       vgg16
35 1519747419635 Dataset:     imagenet
36 1519747419641 Mode:        training
37 1519747419645 SingleSess:  False
38 1519747419649 Batch size:  256 global
39 1519747419654              128 per device
40 1519747419658 Num batches: 250000
41 1519747419663 Num epochs:  49.95
42 1519747419668 Devices:     ['/gpu:0', '/gpu:1']
43 1519747419672 Data format: NCHW
44 1519747419676 Layout optimizer: False
45 1519747419681 Optimizer:   sgd
46 1519747419686 Variables:   parameter_server
47 1519747419691 ==========
48 1519747419696 Generating model
49 1519747419700 Running warm up
50 1519747419704 Done warm up
51 1519747419708 Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
20578 1519895179375 200820	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.095	0.410	0.652
20579 1519895179379 200830	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.373	0.367	0.629
20580 1519895179383 200840	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.405	0.363	0.594
20581 1519895179388 200850	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.560	0.402	0.574
20582 1519895179392 200860	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.187	0.402	0.598
20583 1519895179397 200870	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.264	0.422	0.625
20584 1519895179402 200880	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.321	0.367	0.590
20585 1519895179405 200890	images/sec: 347.6 +/20586 1519895632056 - 0.1 (jitter = 20.5)	3.471	0.367	0.562
20587 1519895632063 200900	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.641	0.371	0.570
20588 1519895632069 200910	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.385	0.383	0.582
20589 1519895632104 200920	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.191	0.434	0.637
20590 1519895632109 200930	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.255	0.367	0.598
20591 1519895632113 200940	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.431	0.348	0.578
20592 1519895632117 200950	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.715	0.336	0.559
20593 1519895632123 200960	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.291	0.402	0.621
20594 1519895632128 200970	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.513	0.352	0.582
20595 1519895632133 200980	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.502	0.379	0.570
20596 1519895632137 200990	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.273	0.406	0.625
20597 1519895632141 201000	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.354	0.402	0.641
20598 1519895632145 201010	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.383	0.336	0.586
20599 1519895632149 201020	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.210	0.395	0.602
20600 1519895632153 201030	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.497	0.332	0.598
20601 1519895632158 201040	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.546	0.363	0.582
20602 1519895632162 201050	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.354	0.359	0.625
20603 1519895632166 201060	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.385	0.379	0.598
20604 1519895632170 201070	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.481	0.340	0.590
20605 1519895632174 201080	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.325	0.414	0.641
20606 1519895632178 201090	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.070	0.398	0.629
20607 1519895632182 201100	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.440	0.355	0.586
20608 1519895632186 201110	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.312	0.352	0.641
20609 1519895632190 201120	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.274	0.391	0.613
20610 1519895632194 201130	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.535	0.336	0.621
20611 1519895632198 201140	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.447	0.383	0.590
20612 1519895632202 201150	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.631	0.332	0.551
20613 1519895632207 201160	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.487	0.332	0.559
20614 1519895632211 201170	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.435	0.387	0.586
20615 1519895632214 201180	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.280	0.379	0.625
20616 1519895632218 201190	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.106	0.414	0.641
20617 1519895632222 201200	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.098	0.434	0.656
20618 1519895632227 201210	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.278	0.383	0.672
20619 1519895632231 201220	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.083	0.430	0.656
20620 1519895632236 201230	images/sec: 347.6 +/- 0.1 (jitter = 20.6)	3.609	0.348	0.570
20621 1519895632240 201240	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.496	0.395	0.598
20622 1519895632244 201250	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.290	0.391	0.633
20623 1519895632249 201260	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.517	0.355	0.570
20624 1519895632253 201270	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.459	0.383	0.570
20625 1519895632258 201280	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.354	0.391	0.633
20626 1519895632262 201290	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.560	0.348	0.574
20627 1519895632265 201300	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.255	0.410	0.633
20628 1519895632270 201310	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.334	0.371	0.613
20629 1519895632274 201320	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.652	0.352	0.594
20630 1519895632278 201330	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.337	0.363	0.582
20631 1519895632282 201340	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.312	0.387	0.598
20632 1519895632286 201350	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.282	0.355	0.656
20633 1519895632290 201360	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.113	0.414	0.648
20634 1519895632294 201370	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.363	0.344	0.570
20635 1519895632298 201380	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.636	0.324	0.535
20636 1519895632302 201390	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.057	0.473	0.688
20637 1519895632308 201400	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.602	0.328	0.586
20638 1519895632312 201410	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.455	0.414	0.590
20639 1519895632315 201420	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.502	0.324	0.562
20640 1519895632319 201430	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.474	0.309	0.570
20641 1519895632323 201440	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.186	0.402	0.637
20642 1519895632327 201450	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.453	0.375	0.609
20643 1519895632331 201460	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.318	0.332	0.625
20644 1519895632335 201470	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.709	0.316	0.539
20645 1519895632339 201480	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.391	0.375	0.605
20646 1519895632343 201490	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.390	0.371	0.594
20647 1519895632347 201500	images/sec: 347.6 +/- 0.1 (ji20648 1519896083121 tter = 20.5)	3.139	0.434	0.637
20649 1519896083210 201510	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.307	0.367	0.598
20650 1519896083259 201520	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.289	0.387	0.590
20651 1519896083264 201530	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.297	0.371	0.625
20652 1519896083271 201540	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.702	0.320	0.555
20653 1519896083275 201550	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.473	0.332	0.582
20654 1519896083281 201560	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.405	0.375	0.602
20655 1519896083286 201570	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.389	0.344	0.602
20656 1519896083290 201580	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.038	0.422	0.672
20657 1519896083294 201590	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.353	0.352	0.574
20658 1519896083299 201600	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.508	0.383	0.582
20659 1519896083303 201610	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.203	0.387	0.637
20660 1519896083308 201620	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.534	0.352	0.590
20661 1519896083312 201630	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.188	0.414	0.641
20662 1519896083316 201640	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.340	0.359	0.641
20663 1519896083320 201650	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.450	0.359	0.594
20664 1519896083325 201660	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.415	0.352	0.586
20665 1519896083328 201670	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.293	0.371	0.613
20666 1519896083334 201680	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.228	0.375	0.637
20667 1519896083338 201690	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.277	0.406	0.605
20668 1519896083342 201700	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.589	0.309	0.582
20669 1519896083346 201710	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.322	0.402	0.602
20670 1519896083350 201720	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.262	0.383	0.609
20671 1519896083355 201730	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.270	0.387	0.621
20672 1519896083359 201740	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.245	0.402	0.633
20673 1519896083363 201750	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.456	0.340	0.574
20674 1519896083367 201760	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.688	0.332	0.570
20675 1519896083372 201770	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.401	0.359	0.590
20676 1519896083376 201780	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.187	0.410	0.629
20677 1519896083380 201790	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.248	0.406	0.629
20678 1519896083384 201800	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.320	0.359	0.609
20679 1519896083389 201810	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.352	0.398	0.617
20680 1519896083393 201820	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.438	0.336	0.578
20681 1519896083398 201830	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.527	0.340	0.547
20682 1519896083403 201840	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.385	0.344	0.594
20683 1519896083407 201850	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.569	0.355	0.594
20684 1519896083411 201860	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.182	0.379	0.641
20685 1519896083416 201870	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.065	0.371	0.672
20686 1519896083419 201880	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.223	0.383	0.664
20687 1519896083423 201890	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.456	0.363	0.625
20688 1519896083428 201900	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.299	0.340	0.598
20689 1519896083432 201910	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.567	0.352	0.520
20690 1519896083436 201920	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.704	0.332	0.555
20691 1519896083440 201930	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.158	0.418	0.656
20692 1519896083444 201940	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.691	0.340	0.570
20693 1519896083448 201950	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.742	0.344	0.562
20694 1519896083453 201960	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.444	0.344	0.598
20695 1519896083457 201970	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.402	0.402	0.625
20696 1519896083461 201980	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.376	0.367	0.574
20697 1519896083465 201990	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.441	0.355	0.570
20698 1519896083469 202000	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.157	0.406	0.625
20699 1519896083473 202010	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.231	0.363	0.590
20700 1519896083477 202020	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.521	0.359	0.562
20701 1519896083481 202030	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.159	0.387	0.617
20702 1519896083486 202040	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.494	0.398	0.602
20703 1519896083490 202050	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.378	0.363	0.605
20704 1519896083494 202060	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.240	0.379	0.633
20705 1519896083498 202070	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.328	0.418	0.590
20706 1519896083502 202080	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.444	0.367	0.586
20707 1519896083507 202090	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.580	0.340	0.578
20708 1519896083512 202100	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.258	0.398	0.637
20709 1519896083517 202110	images/sec: 347.6 +/- 0.1 (jitter = 2020710 1519896532529 .5)	3.351	0.375	0.590
20711 1519896532536 202120	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.321	0.379	0.609
20712 1519896532540 202130	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.328	0.375	0.625
20713 1519896532544 202140	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.320	0.422	0.645
20714 1519896532549 202150	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.550	0.352	0.547
20715 1519896532553 202160	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.745	0.328	0.523
20716 1519896532558 202170	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.748	0.312	0.551
20717 1519896532562 202180	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.131	0.383	0.652
20718 1519896532615 202190	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.376	0.367	0.609
20719 1519896532620 202200	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.307	0.398	0.648
20720 1519896532624 202210	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.665	0.301	0.562
20721 1519896532628 202220	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.366	0.383	0.594
20722 1519896532633 202230	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.293	0.414	0.617
20723 1519896532637 202240	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.384	0.367	0.613
20724 1519896532641 202250	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.468	0.391	0.637
20725 1519896532645 202260	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.270	0.359	0.621
20726 1519896532649 202270	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.007	0.449	0.676
20727 1519896532654 202280	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.314	0.355	0.629
20728 1519896532659 202290	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.366	0.352	0.594
20729 1519896532663 202300	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.437	0.352	0.598
20730 1519896532667 202310	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.403	0.398	0.602
20731 1519896532671 202320	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.684	0.379	0.562
20732 1519896532676 202330	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.327	0.387	0.617
20733 1519896532680 202340	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.159	0.383	0.660
20734 1519896532685 202350	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.411	0.355	0.586
20735 1519896532690 202360	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.196	0.406	0.637
20736 1519896532693 202370	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.494	0.340	0.570
20737 1519896532697 202380	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.333	0.363	0.621
20738 1519896532701 202390	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.267	0.391	0.602
20739 1519896532706 202400	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.383	0.359	0.617
20740 1519896532710 202410	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.205	0.375	0.617
20741 1519896532715 202420	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.282	0.406	0.621
20742 1519896532719 202430	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.351	0.383	0.617
20743 1519896532723 202440	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.295	0.355	0.574
20744 1519896532727 202450	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.336	0.383	0.590
20745 1519896532732 202460	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.511	0.352	0.621
20746 1519896532736 202470	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.516	0.320	0.566
20747 1519896532741 202480	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.534	0.328	0.582
20748 1519896532744 202490	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.504	0.387	0.598
20749 1519896532748 202500	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.151	0.391	0.656
20750 1519896532752 202510	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.272	0.406	0.609
20751 1519896532756 202520	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.174	0.406	0.664
20752 1519896532760 202530	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.103	0.363	0.664
20753 1519896532764 202540	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.019	0.441	0.629
20754 1519896532768 202550	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.357	0.367	0.633
20755 1519896532772 202560	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.260	0.426	0.629
20756 1519896532776 202570	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.313	0.398	0.629
20757 1519896532780 202580	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.507	0.340	0.555
20758 1519896532784 202590	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.250	0.367	0.625
20759 1519896532788 202600	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.411	0.352	0.578
20760 1519896532792 202610	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.552	0.336	0.605
20761 1519896532796 202620	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.371	0.352	0.605
20762 1519896532801 202630	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.318	0.359	0.617
20763 1519896532805 202640	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.451	0.344	0.625
20764 1519896532809 202650	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.205	0.363	0.598
20765 1519896532813 202660	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.286	0.375	0.668
20766 1519896532818 202670	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.243	0.391	0.621
20767 1519896532821 202680	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.493	0.340	0.617
20768 1519896532825 202690	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.116	0.383	0.625
20769 1519896532829 202700	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.007	0.461	0.664
20770 1519896532833 202710	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.362	0.355	0.602
20771 1519896532837 202720	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.33520772 1519896981571 	0.398	0.605
20773 1519896981603 202730	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.347	0.387	0.598
20774 1519896981620 202740	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.493	0.367	0.566
20775 1519896981627 202750	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.324	0.367	0.598
20776 1519896981632 202760	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.273	0.391	0.594
20777 1519896981637 202770	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.305	0.383	0.629
20778 1519896981642 202780	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.065	0.418	0.629
20779 1519896981648 202790	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.114	0.410	0.645
20780 1519896981652 202800	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.206	0.406	0.637
20781 1519896981657 202810	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.415	0.355	0.605
20782 1519896981661 202820	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.340	0.379	0.617
20783 1519896981666 202830	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.356	0.379	0.613
20784 1519896981671 202840	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.242	0.395	0.609
20785 1519896981675 202850	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.332	0.363	0.574
20786 1519896981679 202860	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.131	0.422	0.652
20787 1519896981684 202870	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.408	0.371	0.598
20788 1519896981688 202880	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.162	0.359	0.664
20789 1519896981693 202890	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.595	0.328	0.551
20790 1519896981697 202900	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.477	0.332	0.602
20791 1519896981701 202910	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.288	0.383	0.633
20792 1519896981706 202920	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.282	0.426	0.648
20793 1519896981710 202930	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.195	0.398	0.652
20794 1519896981714 202940	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.636	0.344	0.570
20795 1519896981719 202950	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.620	0.367	0.551
20796 1519896981724 202960	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.255	0.344	0.625
20797 1519896981728 202970	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.146	0.434	0.629
20798 1519896981732 202980	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.144	0.398	0.641
20799 1519896981736 202990	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.340	0.414	0.629
20800 1519896981741 203000	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.320	0.410	0.598
20801 1519896981745 203010	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.436	0.344	0.586
20802 1519896981749 203020	images/sec: 347.6 +/- 0.1 (jitter = 20.5)	3.359	0.363	0.621
