TensorFlow:  1.5
Model:       alexnet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 903.4 +/- 0.0 (jitter = 0.0)	7.202	0.000	0.000
10	images/sec: 93.9 +/- 173.2 (jitter = 477.3)	7.197	0.000	0.000
20	images/sec: 169.6 +/- 101.0 (jitter = 399.0)	7.201	0.000	0.000
30	images/sec: 228.6 +/- 75.7 (jitter = 435.3)	7.200	0.000	0.000
40	images/sec: 281.0 +/- 68.5 (jitter = 439.7)	7.202	0.000	0.000
50	images/sec: 323.2 +/- 58.7 (jitter = 390.8)	7.204	0.000	0.000
60	images/sec: 362.0 +/- 50.8 (jitter = 371.6)	7.202	0.000	0.000
70	images/sec: 396.5 +/- 44.5 (jitter = 355.4)	7.199	0.000	0.008
80	images/sec: 428.2 +/- 41.4 (jitter = 321.9)	7.197	0.008	0.008
90	images/sec: 452.7 +/- 38.7 (jitter = 338.4)	7.201	0.000	0.000
100	images/sec: 476.1 +/- 35.8 (jitter = 340.4)	7.198	0.008	0.023
110	images/sec: 324.3 +/- 35.8 (jitter = 346.2)	7.200	0.000	0.008
120	images/sec: 342.3 +/- 33.5 (jitter = 349.4)	7.201	0.000	0.008
130	images/sec: 359.6 +/- 32.1 (jitter = 340.5)	7.200	0.000	0.008
140	images/sec: 376.5 +/- 30.3 (jitter = 326.6)	7.199	0.000	0.008
150	images/sec: 391.2 +/- 28.8 (jitter = 328.9)	7.200	0.000	0.000
160	images/sec: 405.7 +/- 27.6 (jitter = 346.2)	7.200	0.000	0.008
170	images/sec: 418.9 +/- 26.7 (jitter = 356.6)	7.203	0.000	0.000
180	images/sec: 430.4 +/- 25.6 (jitter = 365.5)	7.198	0.000	0.016
190	images/sec: 443.2 +/- 24.8 (jitter = 365.5)	7.196	0.000	0.000
200	images/sec: 456.5 +/- 24.8 (jitter = 368.9)	7.200	0.008	0.031
210	images/sec: 368.2 +/- 24.3 (jitter = 373.4)	7.193	0.000	0.016
220	images/sec: 378.5 +/- 23.8 (jitter = 381.2)	7.197	0.000	0.008
230	images/sec: 387.9 +/- 23.1 (jitter = 380.3)	7.195	0.008	0.008
240	images/sec: 397.4 +/- 22.3 (jitter = 372.3)	7.202	0.000	0.000
250	images/sec: 406.6 +/- 21.6 (jitter = 378.3)	7.198	0.000	0.008
260	images/sec: 415.2 +/- 21.0 (jitter = 371.6)	7.198	0.000	0.008
270	images/sec: 423.6 +/- 20.4 (jitter = 371.7)	7.200	0.000	0.000
280	images/sec: 431.3 +/- 19.8 (jitter = 368.3)	7.195	0.000	0.000
290	images/sec: 439.3 +/- 19.5 (jitter = 368.7)	7.200	0.008	0.008
300	images/sec: 447.1 +/- 19.2 (jitter = 363.6)	7.198	0.000	0.000
310	images/sec: 385.0 +/- 18.9 (jitter = 365.5)	7.202	0.000	0.000
320	images/sec: 391.9 +/- 18.5 (jitter = 365.4)	7.194	0.000	0.008
330	images/sec: 398.5 +/- 18.4 (jitter = 363.1)	7.204	0.000	0.000
340	images/sec: 405.2 +/- 18.0 (jitter = 358.8)	7.197	0.000	0.008
350	images/sec: 411.7 +/- 17.5 (jitter = 352.3)	7.199	0.000	0.000
360	images/sec: 417.8 +/- 17.3 (jitter = 355.6)	7.197	0.000	0.000
370	images/sec: 424.0 +/- 17.0 (jitter = 353.5)	7.201	0.008	0.008
380	images/sec: 430.1 +/- 16.8 (jitter = 355.5)	7.199	0.000	0.000
390	images/sec: 435.7 +/- 16.4 (jitter = 356.1)	7.197	0.000	0.008
400	images/sec: 396.1 +/- 16.3 (jitter = 358.5)	7.199	0.000	0.000
410	images/sec: 401.0 +/- 16.0 (jitter = 354.5)	7.204	0.000	0.000
420	images/sec: 406.3 +/- 15.7 (jitter = 352.3)	7.202	0.000	0.008
430	images/sec: 411.5 +/- 15.4 (jitter = 343.1)	7.193	0.000	0.008
440	images/sec: 416.6 +/- 15.1 (jitter = 338.3)	7.199	0.000	0.008
450	images/sec: 421.4 +/- 14.9 (jitter = 337.8)	7.195	0.000	0.000
460	images/sec: 426.5 +/- 14.9 (jitter = 339.0)	7.199	0.000	0.000
470	images/sec: 431.0 +/- 14.6 (jitter = 338.4)	7.195	0.000	0.008
480	images/sec: 435.8 +/- 14.4 (jitter = 339.6)	7.201	0.000	0.008
490	images/sec: 440.5 +/- 14.2 (jitter = 340.1)	7.204	0.000	0.000
500	images/sec: 406.5 +/- 14.4 (jitter = 340.5)	7.201	0.000	0.000
510	images/sec: 410.4 +/- 14.2 (jitter = 338.0)	7.201	0.000	0.000
520	images/sec: 414.6 +/- 14.1 (jitter = 339.9)	7.189	0.000	0.016
530	images/sec: 419.1 +/- 13.8 (jitter = 339.8)	7.202	0.016	0.016
540	images/sec: 423.0 +/- 13.7 (jitter = 339.8)	7.205	0.008	0.008
550	images/sec: 427.0 +/- 13.5 (jitter = 337.7)	7.197	0.000	0.000
560	images/sec: 431.1 +/- 13.4 (jitter = 337.7)	7.203	0.000	0.000
570	images/sec: 435.1 +/- 13.2 (jitter = 340.3)	7.197	0.000	0.000
580	images/sec: 439.2 +/- 13.3 (jitter = 342.7)	7.196	0.000	0.008
590	images/sec: 442.5 +/- 13.1 (jitter = 341.1)	7.201	0.000	0.000
600	images/sec: 410.1 +/- 13.1 (jitter = 341.4)	7.196	0.000	0.008
610	images/sec: 413.8 +/- 13.0 (jitter = 341.4)	7.195	0.000	0.000
620	images/sec: 417.4 +/- 12.9 (jitter = 338.2)	7.196	0.000	0.000
630	images/sec: 421.0 +/- 12.7 (jitter = 335.4)	7.190	0.000	0.008
640	images/sec: 424.6 +/- 12.6 (jitter = 337.6)	7.200	0.000	0.000
650	images/sec: 427.9 +/- 12.5 (jitter = 339.3)	7.201	0.000	0.000
660	images/sec: 431.1 +/- 12.4 (jitter = 336.5)	7.199	0.000	0.000
670	images/sec: 434.6 +/- 12.3 (jitter = 336.9)	7.197	0.016	0.023
680	images/sec: 438.0 +/- 12.1 (jitter = 341.4)	7.192	0.008	0.023
690	images/sec: 441.3 +/- 12.1 (jitter = 343.0)	7.198	0.000	0.000
700	images/sec: 418.4 +/- 12.1 (jitter = 342.6)	7.198	0.000	0.000
710	images/sec: 421.6 +/- 11.9 (jitter = 339.7)	7.199	0.000	0.008
720	images/sec: 424.6 +/- 11.9 (jitter = 338.4)	7.202	0.000	0.000
730	images/sec: 427.8 +/- 11.8 (jitter = 340.0)	7.200	0.000	0.008
740	images/sec: 430.7 +/- 11.7 (jitter = 336.9)	7.199	0.000	0.000
750	images/sec: 433.7 +/- 11.6 (jitter = 336.5)	7.200	0.000	0.000
760	images/sec: 436.6 +/- 11.5 (jitter = 336.9)	7.197	0.000	0.008
770	images/sec: 439.5 +/- 11.4 (jitter = 334.3)	7.196	0.000	0.016
780	images/sec: 442.5 +/- 11.3 (jitter = 333.5)	7.200	0.000	0.000
790	images/sec: 417.0 +/- 11.3 (jitter = 333.8)	7.196	0.008	0.016
800	images/sec: 419.4 +/- 11.2 (jitter = 333.0)	7.196	0.008	0.016
810	images/sec: 422.3 +/- 11.1 (jitter = 334.7)	7.197	0.000	0.000
820	images/sec: 425.1 +/- 11.1 (jitter = 333.0)	7.198	0.000	0.008
830	images/sec: 427.7 +/- 11.1 (jitter = 335.2)	7.196	0.000	0.008
840	images/sec: 430.2 +/- 11.0 (jitter = 338.0)	7.198	0.008	0.016
850	images/sec: 432.9 +/- 11.0 (jitter = 338.4)	7.200	0.000	0.000
860	images/sec: 435.4 +/- 10.9 (jitter = 339.6)	7.200	0.000	0.000
870	images/sec: 437.9 +/- 10.8 (jitter = 339.6)	7.194	0.000	0.000
880	images/sec: 440.5 +/- 10.8 (jitter = 342.0)	7.193	0.000	0.000
890	images/sec: 419.9 +/- 10.8 (jitter = 341.8)	7.194	0.000	0.008
900	images/sec: 422.2 +/- 10.7 (jitter = 344.1)	7.200	0.000	0.000
910	images/sec: 424.7 +/- 10.7 (jitter = 344.1)	7.198	0.000	0.008
920	images/sec: 427.0 +/- 10.6 (jitter = 344.1)	7.197	0.000	0.008
930	images/sec: 429.4 +/- 10.5 (jitter = 345.3)	7.200	0.000	0.000
940	images/sec: 431.9 +/- 10.5 (jitter = 344.4)	7.203	0.000	0.008
950	images/sec: 434.2 +/- 10.4 (jitter = 340.8)	7.197	0.000	0.008
960	images/sec: 436.5 +/- 10.3 (jitter = 339.9)	7.194	0.000	0.031
970	images/sec: 438.7 +/- 10.2 (jitter = 339.4)	7.197	0.000	0.000
980	images/sec: 441.0 +/- 10.2 (jitter = 339.7)	7.197	0.000	0.000
990	images/sec: 424.8 +/- 10.2 (jitter = 339.9)	7.194	0.000	0.016
1000	images/sec: 426.9 +/- 10.1 (jitter = 337.7)	7.202	0.000	0.000
