TensorFlow:  1.5
Model:       vgg16
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 228.4 +/- 0.0 (jitter = 0.0)	7.255	0.000	0.000
10	images/sec: 66.0 +/- 22.5 (jitter = 12.6)	7.255	0.000	0.000
20	images/sec: 104.0 +/- 11.7 (jitter = 13.6)	7.255	0.000	0.023
30	images/sec: 129.0 +/- 7.9 (jitter = 8.5)	7.255	0.016	0.023
40	images/sec: 146.5 +/- 6.0 (jitter = 8.1)	7.255	0.000	0.031
50	images/sec: 159.7 +/- 4.9 (jitter = 6.3)	7.255	0.000	0.000
60	images/sec: 169.7 +/- 4.1 (jitter = 6.3)	7.255	0.000	0.008
70	images/sec: 177.8 +/- 3.6 (jitter = 6.5)	7.255	0.008	0.008
80	images/sec: 184.0 +/- 3.1 (jitter = 6.7)	7.255	0.000	0.000
90	images/sec: 188.8 +/- 2.9 (jitter = 6.5)	7.255	0.000	0.000
100	images/sec: 192.8 +/- 2.7 (jitter = 7.1)	7.255	0.008	0.008
110	images/sec: 171.5 +/- 3.2 (jitter = 8.0)	7.255	0.000	0.000
120	images/sec: 175.7 +/- 3.0 (jitter = 8.0)	7.255	0.000	0.000
130	images/sec: 179.3 +/- 2.8 (jitter = 7.1)	7.255	0.000	0.008
140	images/sec: 182.6 +/- 2.6 (jitter = 8.0)	7.255	0.000	0.016
150	images/sec: 185.5 +/- 2.5 (jitter = 8.0)	7.255	0.000	0.008
160	images/sec: 188.4 +/- 2.3 (jitter = 8.1)	7.255	0.000	0.008
170	images/sec: 190.6 +/- 2.2 (jitter = 8.6)	7.255	0.000	0.008
180	images/sec: 192.5 +/- 2.1 (jitter = 8.7)	7.255	0.008	0.008
190	images/sec: 194.6 +/- 2.0 (jitter = 8.7)	7.255	0.000	0.000
200	images/sec: 196.3 +/- 1.9 (jitter = 8.7)	7.255	0.008	0.008
210	images/sec: 180.4 +/- 2.2 (jitter = 9.3)	7.255	0.008	0.008
220	images/sec: 182.6 +/- 2.1 (jitter = 9.3)	7.255	0.000	0.000
230	images/sec: 184.5 +/- 2.0 (jitter = 9.3)	7.255	0.000	0.008
240	images/sec: 186.4 +/- 1.9 (jitter = 9.1)	7.255	0.000	0.000
250	images/sec: 188.0 +/- 1.9 (jitter = 9.2)	7.255	0.008	0.016
260	images/sec: 189.6 +/- 1.8 (jitter = 9.4)	7.255	0.000	0.000
270	images/sec: 191.1 +/- 1.8 (jitter = 9.1)	7.255	0.000	0.008
280	images/sec: 192.2 +/- 1.7 (jitter = 9.7)	7.255	0.000	0.000
290	images/sec: 193.6 +/- 1.7 (jitter = 9.6)	7.255	0.000	0.016
300	images/sec: 194.5 +/- 1.7 (jitter = 9.9)	7.255	0.000	0.008
310	images/sec: 184.9 +/- 1.8 (jitter = 10.4)	7.255	0.008	0.008
