V100,1,16,9,tf,alexnet,128,851.76,27.6071
V100,1,16,9,tf,alexnet,64,896.48,20.0727
V100,1,16,9,tf,inception3,128,217.80,86.7679
V100,1,16,9,tf,inception3,64,212.96,11.6607
V100,1,16,9,tf,resnet50,128,345.29,93.2679
V100,1,16,9,tf,resnet50,64,322.85,90.5536
V100,1,16,9,tf,vgg16,128,216.20,98.7321
V100,1,16,9,tf,vgg16,64,212.39,97.3571
V100,1,28,9,tf,alexnet,128,835.89,25.9643
V100,1,28,9,tf,alexnet,64,832.29,20.3636
V100,1,28,9,tf,inception3,128,223.64,90.5357
V100,1,28,9,tf,inception3,64,214.20,11.9107
V100,1,28,9,tf,resnet50,128,345.81,92.6964
V100,1,28,9,tf,resnet50,64,323.04,90.8571
V100,1,28,9,tf,vgg16,128,216.22,97.3214
V100,1,28,9,tf,vgg16,64,212.39,98.0357
V100,1,30,9,tf,alexnet,128,854.11,27.8214
V100,1,30,9,tf,alexnet,64,867.10,20.6364
V100,1,30,9,tf,inception3,128,223.28,91.4107
V100,1,30,9,tf,inception3,64,213.65,11.625
V100,1,30,9,tf,resnet50,128,345.73,93.4286
V100,1,30,9,tf,resnet50,64,323.94,90.4821
V100,1,30,9,tf,vgg16,128,216.31,97.625
V100,1,30,9,tf,vgg16,64,212.34,98.1071
V100,2,28,9,tf,alexnet,128,806.85,11.8421
V100,2,28,9,tf,alexnet,64,797.95,15.7789
V100,2,28,9,tf,inception3,128,392.18,72.2021
,0,0,0,,,,,78.7263
V100,2,28,9,tf,resnet50,128,612.36,78.1277
V100,2,28,9,tf,resnet50,64,562.16,74.7474
V100,2,28,9,tf,vgg16,128,384.14,83.9158
V100,2,28,9,tf,vgg16,64,343.50,78.6737
