TensorFlow:  1.5
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  256 global
             128 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 439.5 +/- 0.0 (jitter = 0.0)	8.442	0.000	0.016
10	images/sec: 413.1 +/- 4.4 (jitter = 13.5)	8.190	0.000	0.000
20	images/sec: 416.6 +/- 4.5 (jitter = 20.7)	8.017	0.000	0.012
30	images/sec: 411.2 +/- 4.3 (jitter = 24.0)	8.145	0.000	0.004
40	images/sec: 408.9 +/- 4.1 (jitter = 24.0)	8.104	0.004	0.008
50	images/sec: 291.7 +/- 8.6 (jitter = 23.4)	8.197	0.000	0.004
60	images/sec: 307.9 +/- 7.2 (jitter = 22.4)	8.104	0.000	0.000
70	images/sec: 318.7 +/- 6.4 (jitter = 21.1)	8.045	0.004	0.012
80	images/sec: 329.0 +/- 5.6 (jitter = 20.1)	7.979	0.000	0.004
90	images/sec: 336.8 +/- 5.1 (jitter = 19.1)	7.958	0.000	0.012
100	images/sec: 292.4 +/- 6.1 (jitter = 19.1)	8.014	0.000	0.004
110	images/sec: 300.6 +/- 5.5 (jitter = 18.3)	8.037	0.000	0.000
120	images/sec: 307.2 +/- 5.1 (jitter = 19.0)	7.937	0.000	0.008
130	images/sec: 314.0 +/- 4.7 (jitter = 18.8)	7.875	0.004	0.012
140	images/sec: 318.6 +/- 4.5 (jitter = 19.1)	7.936	0.000	0.004
150	images/sec: 292.4 +/- 5.0 (jitter = 19.6)	7.906	0.000	0.004
160	images/sec: 297.3 +/- 4.8 (jitter = 20.1)	7.745	0.000	0.016
170	images/sec: 302.4 +/- 4.5 (jitter = 19.6)	7.832	0.008	0.012
180	images/sec: 307.1 +/- 4.3 (jitter = 19.6)	7.940	0.000	0.000
190	images/sec: 311.4 +/- 4.0 (jitter = 19.3)	7.802	0.012	0.023
200	images/sec: 289.3 +/- 4.3 (jitter = 19.0)	7.729	0.000	0.023
210	images/sec: 293.5 +/- 4.1 (jitter = 19.2)	7.726	0.000	0.000
220	images/sec: 297.1 +/- 4.0 (jitter = 19.1)	7.725	0.000	0.008
230	images/sec: 300.8 +/- 3.8 (jitter = 19.5)	7.769	0.000	0.008
240	images/sec: 304.0 +/- 3.7 (jitter = 19.9)	7.762	0.000	0.012
250	images/sec: 288.5 +/- 3.9 (jitter = 19.3)	7.705	0.000	0.004
260	images/sec: 291.8 +/- 3.8 (jitter = 19.7)	7.777	0.004	0.004
270	images/sec: 295.3 +/- 3.6 (jitter = 19.6)	7.729	0.004	0.016
280	images/sec: 298.5 +/- 3.5 (jitter = 19.4)	7.764	0.000	0.012
290	images/sec: 301.6 +/- 3.4 (jitter = 19.1)	7.666	0.008	0.023
300	images/sec: 288.9 +/- 3.6 (jitter = 19.4)	7.695	0.000	0.004
310	images/sec: 291.8 +/- 3.4 (jitter = 19.6)	7.716	0.000	0.004
320	images/sec: 294.6 +/- 3.3 (jitter = 19.7)	7.707	0.008	0.027
330	images/sec: 297.3 +/- 3.2 (jitter = 19.2)	7.739	0.000	0.012
340	images/sec: 289.3 +/- 3.4 (jitter = 19.2)	7.679	0.000	0.004
350	images/sec: 291.8 +/- 3.3 (jitter = 18.6)	7.671	0.000	0.020
360	images/sec: 294.1 +/- 3.2 (jitter = 18.5)	7.658	0.008	0.012
370	images/sec: 296.5 +/- 3.1 (jitter = 18.5)	7.682	0.000	0.016
380	images/sec: 298.6 +/- 3.0 (jitter = 18.4)	7.663	0.008	0.012
390	images/sec: 289.4 +/- 3.1 (jitter = 18.4)	7.584	0.000	0.023
400	images/sec: 291.6 +/- 3.1 (jitter = 18.2)	7.676	0.008	0.023
410	images/sec: 293.7 +/- 3.0 (jitter = 17.9)	7.581	0.004	0.027
420	images/sec: 295.7 +/- 2.9 (jitter = 18.0)	7.587	0.012	0.035
430	images/sec: 297.7 +/- 2.9 (jitter = 18.2)	7.537	0.008	0.031
440	images/sec: 288.9 +/- 2.9 (jitter = 18.3)	7.600	0.008	0.031
450	images/sec: 290.6 +/- 2.9 (jitter = 18.3)	7.547	0.012	0.043
460	images/sec: 292.4 +/- 2.8 (jitter = 18.4)	7.592	0.004	0.020
470	images/sec: 294.1 +/- 2.8 (jitter = 18.3)	7.607	0.008	0.035
480	images/sec: 295.9 +/- 2.7 (jitter = 18.4)	7.593	0.008	0.043
490	images/sec: 288.2 +/- 2.8 (jitter = 18.4)	7.552	0.004	0.023
500	images/sec: 289.9 +/- 2.7 (jitter = 18.3)	7.598	0.004	0.012
510	images/sec: 291.5 +/- 2.7 (jitter = 18.4)	7.595	0.012	0.023
520	images/sec: 293.3 +/- 2.7 (jitter = 18.3)	7.578	0.008	0.016
530	images/sec: 294.9 +/- 2.6 (jitter = 18.4)	7.537	0.004	0.031
540	images/sec: 286.9 +/- 2.7 (jitter = 18.6)	7.552	0.004	0.023
550	images/sec: 288.4 +/- 2.6 (jitter = 18.6)	7.549	0.008	0.039
560	images/sec: 289.9 +/- 2.6 (jitter = 18.5)	7.548	0.004	0.023
570	images/sec: 291.3 +/- 2.5 (jitter = 18.3)	7.555	0.004	0.008
580	images/sec: 292.7 +/- 2.5 (jitter = 18.3)	7.479	0.008	0.023
590	images/sec: 287.2 +/- 2.6 (jitter = 18.6)	7.545	0.000	0.020
600	images/sec: 288.8 +/- 2.5 (jitter = 18.9)	7.483	0.004	0.020
610	images/sec: 290.2 +/- 2.5 (jitter = 18.9)	7.483	0.000	0.020
620	images/sec: 291.6 +/- 2.4 (jitter = 19.0)	7.463	0.012	0.043
630	images/sec: 293.1 +/- 2.4 (jitter = 18.9)	7.466	0.008	0.020
640	images/sec: 287.2 +/- 2.4 (jitter = 18.7)	7.464	0.004	0.027
650	images/sec: 288.5 +/- 2.4 (jitter = 18.8)	7.552	0.004	0.035
660	images/sec: 289.8 +/- 2.4 (jitter = 18.8)	7.442	0.016	0.023
670	images/sec: 291.1 +/- 2.3 (jitter = 19.1)	7.437	0.004	0.039
680	images/sec: 292.3 +/- 2.3 (jitter = 19.0)	7.389	0.004	0.031
690	images/sec: 286.0 +/- 2.4 (jitter = 19.1)	7.412	0.012	0.051
700	images/sec: 287.3 +/- 2.3 (jitter = 19.1)	7.376	0.012	0.035
710	images/sec: 288.6 +/- 2.3 (jitter = 19.1)	7.452	0.000	0.020
720	images/sec: 289.6 +/- 2.3 (jitter = 19.1)	7.390	0.008	0.031
730	images/sec: 288.3 +/- 2.3 (jitter = 19.1)	7.440	0.008	0.027
740	images/sec: 286.7 +/- 2.3 (jitter = 19.2)	7.419	0.000	0.035
750	images/sec: 287.9 +/- 2.3 (jitter = 19.1)	7.412	0.008	0.020
760	images/sec: 289.1 +/- 2.3 (jitter = 19.0)	7.471	0.000	0.020
770	images/sec: 290.3 +/- 2.2 (jitter = 19.0)	7.403	0.012	0.035
780	images/sec: 285.9 +/- 2.3 (jitter = 19.0)	7.412	0.004	0.031
790	images/sec: 287.0 +/- 2.3 (jitter = 19.0)	7.306	0.016	0.047
800	images/sec: 288.1 +/- 2.2 (jitter = 18.9)	7.414	0.000	0.051
810	images/sec: 289.1 +/- 2.2 (jitter = 19.0)	7.363	0.004	0.027
820	images/sec: 290.1 +/- 2.2 (jitter = 19.2)	7.408	0.012	0.027
830	images/sec: 286.2 +/- 2.2 (jitter = 19.2)	7.421	0.000	0.023
