TensorFlow:  1.5
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 525.9 +/- 0.0 (jitter = 0.0)	8.504	0.000	0.000
10	images/sec: 574.8 +/- 9.8 (jitter = 41.9)	8.627	0.000	0.008
20	images/sec: 583.7 +/- 6.1 (jitter = 32.2)	8.355	0.000	0.000
30	images/sec: 576.0 +/- 5.0 (jitter = 35.0)	8.464	0.008	0.008
40	images/sec: 572.3 +/- 4.2 (jitter = 27.3)	8.365	0.000	0.008
50	images/sec: 573.7 +/- 3.6 (jitter = 27.4)	8.150	0.000	0.016
60	images/sec: 574.1 +/- 3.1 (jitter = 24.9)	8.006	0.000	0.008
70	images/sec: 572.0 +/- 3.2 (jitter = 29.0)	8.155	0.000	0.000
80	images/sec: 570.5 +/- 3.3 (jitter = 31.6)	7.938	0.000	0.000
90	images/sec: 570.8 +/- 3.0 (jitter = 28.6)	7.865	0.000	0.000
100	images/sec: 570.5 +/- 2.8 (jitter = 27.8)	7.954	0.000	0.000
110	images/sec: 571.6 +/- 2.6 (jitter = 27.2)	7.857	0.000	0.000
120	images/sec: 572.6 +/- 2.5 (jitter = 27.7)	7.908	0.000	0.000
130	images/sec: 573.7 +/- 2.4 (jitter = 28.1)	8.015	0.000	0.000
140	images/sec: 573.6 +/- 2.4 (jitter = 27.7)	7.860	0.000	0.000
150	images/sec: 574.2 +/- 2.3 (jitter = 28.1)	7.936	0.000	0.000
160	images/sec: 574.4 +/- 2.2 (jitter = 27.6)	7.819	0.000	0.000
170	images/sec: 575.1 +/- 2.1 (jitter = 26.2)	7.814	0.000	0.016
180	images/sec: 575.4 +/- 2.0 (jitter = 25.6)	7.824	0.000	0.008
190	images/sec: 575.4 +/- 1.9 (jitter = 25.4)	7.906	0.000	0.000
200	images/sec: 575.2 +/- 1.9 (jitter = 26.6)	7.841	0.008	0.008
210	images/sec: 575.4 +/- 1.8 (jitter = 25.6)	7.812	0.000	0.008
220	images/sec: 575.1 +/- 1.8 (jitter = 25.8)	7.996	0.000	0.008
230	images/sec: 573.9 +/- 1.8 (jitter = 27.1)	7.811	0.000	0.000
240	images/sec: 573.4 +/- 1.7 (jitter = 27.3)	7.768	0.000	0.016
250	images/sec: 572.8 +/- 1.7 (jitter = 27.6)	7.804	0.016	0.016
260	images/sec: 572.4 +/- 1.6 (jitter = 26.9)	7.788	0.008	0.023
270	images/sec: 571.5 +/- 1.6 (jitter = 27.0)	7.822	0.000	0.008
280	images/sec: 572.0 +/- 1.6 (jitter = 26.9)	7.822	0.000	0.008
290	images/sec: 571.8 +/- 1.6 (jitter = 27.2)	7.856	0.000	0.008
300	images/sec: 571.9 +/- 1.5 (jitter = 27.2)	7.854	0.000	0.000
310	images/sec: 571.4 +/- 1.5 (jitter = 26.4)	7.762	0.000	0.008
320	images/sec: 571.7 +/- 1.5 (jitter = 26.9)	7.785	0.016	0.016
330	images/sec: 571.3 +/- 1.5 (jitter = 27.1)	7.745	0.008	0.016
340	images/sec: 571.3 +/- 1.4 (jitter = 26.9)	7.873	0.008	0.016
350	images/sec: 570.6 +/- 1.4 (jitter = 26.9)	7.715	0.000	0.016
360	images/sec: 570.5 +/- 1.4 (jitter = 27.7)	7.786	0.000	0.008
370	images/sec: 570.3 +/- 1.4 (jitter = 27.7)	7.722	0.000	0.016
380	images/sec: 570.2 +/- 1.4 (jitter = 27.6)	7.735	0.008	0.023
390	images/sec: 570.2 +/- 1.3 (jitter = 27.4)	7.769	0.016	0.031
