TensorFlow:  1.5
Model:       vgg16
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Devices:     ['/gpu:0']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 213.0 +/- 0.0 (jitter = 0.0)	7.255	0.000	0.000
10	images/sec: 211.8 +/- 0.9 (jitter = 1.3)	7.255	0.000	0.000
20	images/sec: 213.2 +/- 0.7 (jitter = 1.9)	7.255	0.000	0.000
30	images/sec: 213.7 +/- 0.5 (jitter = 1.4)	7.255	0.000	0.016
40	images/sec: 213.5 +/- 0.4 (jitter = 1.6)	7.255	0.000	0.000
50	images/sec: 213.4 +/- 0.4 (jitter = 1.7)	7.255	0.000	0.000
60	images/sec: 213.1 +/- 0.4 (jitter = 1.7)	7.255	0.000	0.016
70	images/sec: 212.7 +/- 0.4 (jitter = 1.9)	7.255	0.000	0.000
80	images/sec: 212.9 +/- 0.4 (jitter = 1.9)	7.255	0.000	0.016
90	images/sec: 212.9 +/- 0.3 (jitter = 1.9)	7.255	0.000	0.000
100	images/sec: 212.7 +/- 0.3 (jitter = 1.9)	7.255	0.000	0.000
110	images/sec: 212.8 +/- 0.3 (jitter = 1.8)	7.255	0.000	0.000
120	images/sec: 212.9 +/- 0.3 (jitter = 1.7)	7.255	0.000	0.016
130	images/sec: 212.9 +/- 0.3 (jitter = 1.7)	7.255	0.000	0.000
140	images/sec: 212.9 +/- 0.3 (jitter = 1.6)	7.255	0.000	0.000
150	images/sec: 213.0 +/- 0.2 (jitter = 1.6)	7.255	0.016	0.016
160	images/sec: 213.0 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
170	images/sec: 212.9 +/- 0.2 (jitter = 1.7)	7.255	0.000	0.000
180	images/sec: 212.8 +/- 0.2 (jitter = 1.7)	7.255	0.000	0.016
190	images/sec: 212.8 +/- 0.2 (jitter = 1.7)	7.255	0.000	0.000
200	images/sec: 212.8 +/- 0.2 (jitter = 1.7)	7.255	0.000	0.000
210	images/sec: 212.8 +/- 0.2 (jitter = 1.7)	7.255	0.000	0.000
220	images/sec: 212.8 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
230	images/sec: 212.8 +/- 0.2 (jitter = 1.6)	7.255	0.016	0.016
240	images/sec: 212.8 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
250	images/sec: 212.8 +/- 0.2 (jitter = 1.4)	7.255	0.000	0.000
260	images/sec: 212.8 +/- 0.2 (jitter = 1.4)	7.255	0.000	0.000
270	images/sec: 212.7 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
280	images/sec: 212.8 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
290	images/sec: 212.7 +/- 0.2 (jitter = 1.5)	7.255	0.016	0.016
300	images/sec: 212.7 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
310	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.016
320	images/sec: 212.6 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
330	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
340	images/sec: 212.5 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
350	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.031
360	images/sec: 212.5 +/- 0.2 (jitter = 1.5)	7.255	0.000	0.000
370	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.016
380	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
390	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.016
400	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
410	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
420	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
430	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
440	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
450	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
460	images/sec: 212.5 +/- 0.2 (jitter = 1.6)	7.255	0.000	0.000
470	images/sec: 212.5 +/- 0.1 (jitter = 1.6)	7.255	0.000	0.000
480	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
490	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
500	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
510	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
520	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.016	0.016
530	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
540	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
550	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
560	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
570	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
580	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
590	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.016	0.016
600	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.016	0.016
610	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
620	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
630	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.031
640	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
650	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
660	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
670	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
680	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
690	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
700	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
710	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
720	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
730	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
740	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
750	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
760	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
770	images/sec: 212.4 +/- 0.1 (jitter = 1.6)	7.255	0.000	0.000
780	images/sec: 212.4 +/- 0.1 (jitter = 1.6)	7.255	0.016	0.016
790	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
800	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
810	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
820	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.016	0.016
830	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.016	0.016
840	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
850	images/sec: 212.4 +/- 0.1 (jitter = 1.6)	7.255	0.000	0.000
860	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
870	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
880	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.031
890	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
900	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.031
910	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
920	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
930	images/sec: 212.4 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
940	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
950	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
960	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
970	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
980	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
990	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1000	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1010	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1020	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1030	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1040	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1050	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.031
1060	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1070	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
1080	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1090	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
1100	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.016
1110	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1120	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1130	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1140	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1150	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1160	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1170	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.000
1180	images/sec: 212.5 +/- 0.1 (jitter = 1.5)	7.255	0.000	0.078
