TensorFlow:  1.5
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Devices:     ['/gpu:0']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
1	images/sec: 324.6 +/- 0.0 (jitter = 0.0)	10.099	0.000	0.000
10	images/sec: 322.5 +/- 2.1 (jitter = 7.2)	8.435	0.000	0.000
20	images/sec: 319.1 +/- 2.1 (jitter = 10.5)	8.157	0.000	0.000
30	images/sec: 320.6 +/- 1.7 (jitter = 9.5)	7.984	0.016	0.016
40	images/sec: 321.2 +/- 1.6 (jitter = 9.8)	8.198	0.000	0.016
50	images/sec: 321.2 +/- 1.4 (jitter = 10.0)	8.158	0.000	0.000
60	images/sec: 322.4 +/- 1.3 (jitter = 7.9)	7.774	0.000	0.016
70	images/sec: 320.5 +/- 1.3 (jitter = 10.2)	7.953	0.000	0.016
80	images/sec: 320.8 +/- 1.2 (jitter = 9.9)	7.933	0.000	0.000
90	images/sec: 320.9 +/- 1.1 (jitter = 10.3)	7.842	0.000	0.000
100	images/sec: 321.7 +/- 1.0 (jitter = 9.9)	7.954	0.000	0.000
110	images/sec: 322.4 +/- 1.0 (jitter = 8.3)	7.840	0.000	0.000
120	images/sec: 322.5 +/- 0.9 (jitter = 9.1)	7.898	0.000	0.000
130	images/sec: 322.4 +/- 0.9 (jitter = 9.1)	7.818	0.000	0.031
140	images/sec: 322.4 +/- 0.8 (jitter = 9.6)	7.894	0.000	0.016
150	images/sec: 322.1 +/- 0.8 (jitter = 9.6)	7.866	0.000	0.000
160	images/sec: 321.8 +/- 0.8 (jitter = 10.0)	7.856	0.000	0.016
170	images/sec: 322.0 +/- 0.8 (jitter = 9.8)	7.885	0.016	0.016
180	images/sec: 322.0 +/- 0.7 (jitter = 9.5)	7.845	0.000	0.000
190	images/sec: 321.8 +/- 0.7 (jitter = 9.5)	7.836	0.016	0.016
200	images/sec: 321.8 +/- 0.7 (jitter = 9.1)	7.811	0.000	0.000
210	images/sec: 322.0 +/- 0.7 (jitter = 8.9)	7.874	0.000	0.000
220	images/sec: 321.9 +/- 0.6 (jitter = 8.8)	7.841	0.000	0.000
230	images/sec: 322.1 +/- 0.6 (jitter = 8.7)	7.880	0.000	0.000
240	images/sec: 321.7 +/- 0.6 (jitter = 8.9)	7.823	0.000	0.000
250	images/sec: 321.8 +/- 0.6 (jitter = 9.2)	7.817	0.000	0.000
260	images/sec: 321.8 +/- 0.6 (jitter = 9.2)	7.824	0.000	0.016
270	images/sec: 321.8 +/- 0.6 (jitter = 9.2)	7.853	0.000	0.000
280	images/sec: 321.7 +/- 0.6 (jitter = 9.2)	7.884	0.000	0.000
290	images/sec: 321.6 +/- 0.6 (jitter = 9.2)	7.838	0.000	0.000
300	images/sec: 321.4 +/- 0.6 (jitter = 9.3)	7.815	0.000	0.000
310	images/sec: 321.5 +/- 0.6 (jitter = 9.2)	7.844	0.000	0.000
320	images/sec: 321.4 +/- 0.5 (jitter = 9.2)	7.787	0.000	0.016
330	images/sec: 321.5 +/- 0.5 (jitter = 9.2)	7.781	0.000	0.000
340	images/sec: 321.4 +/- 0.5 (jitter = 9.2)	7.879	0.000	0.016
350	images/sec: 321.4 +/- 0.5 (jitter = 8.9)	7.846	0.000	0.000
360	images/sec: 321.4 +/- 0.5 (jitter = 9.1)	7.816	0.000	0.000
370	images/sec: 321.5 +/- 0.5 (jitter = 9.1)	7.773	0.000	0.016
380	images/sec: 321.5 +/- 0.5 (jitter = 9.1)	7.752	0.016	0.031
390	images/sec: 321.5 +/- 0.5 (jitter = 9.1)	7.803	0.000	0.000
400	images/sec: 321.5 +/- 0.5 (jitter = 9.2)	7.826	0.000	0.031
410	images/sec: 321.5 +/- 0.5 (jitter = 9.2)	7.914	0.000	0.000
420	images/sec: 321.6 +/- 0.5 (jitter = 9.2)	7.825	0.000	0.000
430	images/sec: 321.6 +/- 0.5 (jitter = 9.2)	7.904	0.000	0.000
440	images/sec: 321.7 +/- 0.5 (jitter = 9.1)	7.837	0.000	0.000
450	images/sec: 321.7 +/- 0.4 (jitter = 9.1)	7.830	0.000	0.016
460	images/sec: 321.8 +/- 0.4 (jitter = 8.7)	7.854	0.000	0.000
470	images/sec: 321.7 +/- 0.4 (jitter = 8.7)	7.821	0.000	0.000
480	images/sec: 321.7 +/- 0.4 (jitter = 8.7)	7.793	0.000	0.000
490	images/sec: 321.7 +/- 0.4 (jitter = 8.7)	7.724	0.000	0.000
500	images/sec: 321.7 +/- 0.4 (jitter = 8.6)	7.755	0.000	0.000
510	images/sec: 321.7 +/- 0.4 (jitter = 8.6)	7.771	0.000	0.000
520	images/sec: 321.7 +/- 0.4 (jitter = 8.6)	7.821	0.000	0.016
530	images/sec: 321.7 +/- 0.4 (jitter = 8.5)	7.750	0.000	0.016
540	images/sec: 321.8 +/- 0.4 (jitter = 8.5)	7.922	0.000	0.016
550	images/sec: 321.8 +/- 0.4 (jitter = 8.5)	7.823	0.000	0.016
560	images/sec: 321.8 +/- 0.4 (jitter = 8.6)	7.666	0.000	0.031
570	images/sec: 321.9 +/- 0.4 (jitter = 8.6)	7.779	0.000	0.000
580	images/sec: 321.9 +/- 0.4 (jitter = 8.5)	7.728	0.000	0.000
590	images/sec: 321.9 +/- 0.4 (jitter = 8.5)	7.888	0.000	0.000
600	images/sec: 322.0 +/- 0.4 (jitter = 8.4)	7.865	0.000	0.000
610	images/sec: 322.0 +/- 0.4 (jitter = 8.4)	7.809	0.000	0.031
620	images/sec: 322.0 +/- 0.4 (jitter = 8.5)	7.750	0.000	0.000
630	images/sec: 322.0 +/- 0.4 (jitter = 8.5)	7.789	0.000	0.016
640	images/sec: 322.0 +/- 0.4 (jitter = 8.5)	7.796	0.000	0.000
650	images/sec: 322.1 +/- 0.4 (jitter = 8.5)	7.771	0.016	0.031
