WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 13:50:30.957884: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 13:50:31.141978: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 13:50:31.142031: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 13:50:31.528917: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 13:50:31.528987: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 13:50:31.529003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 13:50:31.529484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
460	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.766
470	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.708
480	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.799
490	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.820
500	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.849
510	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.742
520	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.784
530	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.783
540	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.707
550	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.745
560	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.751
570	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.740
580	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.683
590	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.729
600	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.758
610	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.706
620	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.779
630	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.725
640	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.714
650	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.762
660	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.721
670	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.737
680	images/sec: 226.3 +/- 0.1 (jitter = 0.7)	7.633
690	images/sec: 226.4 +/- 0.1 (jitter = 0.7)	7.742
700	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.679
710	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.670
720	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.768
730	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.682
740	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.677
750	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.781
760	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.640
770	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.554
780	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.789
790	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.632
800	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.705
810	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.657
820	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.615
830	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.680
840	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.649
850	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.651
860	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.615
870	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.717
880	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.533
890	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.721
900	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.661
910	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.675
920	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.637
930	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.613
940	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.553
950	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.649
960	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.587
970	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.567
980	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.536
990	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.660
1000	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.622
1010	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.644
1020	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.511
1030	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.633
1040	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.561
1050	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.632
1060	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.477
1070	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.713
1080	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.600
1090	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.597
1100	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.576
1110	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.505
1120	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.530
1130	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.682
1140	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.561
1150	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.570
1160	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.557
1170	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.449
1180	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.521
1190	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.518
1200	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.508
1210	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.513
1220	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.539
1230	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.542
1240	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.509
1250	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.598
1260	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.541
1270	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.586
1280	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.468
1290	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.485
1300	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.651
1310	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.594
1320	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.526
1330	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.566
1340	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.530
1350	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.565
1360	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.408
1370	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.511
1380	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.609
1390	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.468
1400	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.616
1410	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.499
1420	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.558
1430	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.486
1440	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.486
1450	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.492
1460	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.458
1470	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.332
1480	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.561
1490	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.493
1500	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.307
1510	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.422
1520	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.389
1530	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.504
1540	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.580
1550	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.489
1560	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.487
1570	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.472
1580	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.382
1590	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.376
1600	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.485
1610	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.556
1620	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.458
1630	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.422
1640	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.414
1650	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.499
1660	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.312
1670	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.252
1680	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.514
1690	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.350
1700	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.438
1710	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.489
1720	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.365
1730	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.289
1740	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.375
1750	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.327
1760	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.483
1770	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.444
1780	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.402
1790	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.379
1800	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.384
1810	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.376
1820	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.382
1830	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.363
1840	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.399
1850	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.359
1860	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.428
1870	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.446
1880	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.352
1890	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.231
1900	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.354
1910	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.303
1920	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.298
1930	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.350
1940	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.219
1950	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.171
1960	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.282
1970	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.357
1980	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.387
1990	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.289
2000	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.291
----------------------------------------------------------------
total images/sec: 226.63
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 16:33:39.596939: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 16:33:39.774216: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 16:33:39.774270: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 16:33:40.166920: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 16:33:40.166998: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 16:33:40.167014: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 16:33:40.167495: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
2018-06-29 16:37:21.266056: I tensorflow/core/kernels/data/shuffle_dataset_op.cc:97] Filling up shuffle buffer (this may take a while): 142 of 10000
2018-06-29 16:37:21.640073: I tensorflow/core/kernels/data/shuffle_dataset_op.cc:135] Shuffle buffer filled.
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 227.4 +/- 0.0 (jitter = 0.0)	8.339
10	images/sec: 225.9 +/- 0.6 (jitter = 0.8)	8.897
20	images/sec: 225.7 +/- 0.4 (jitter = 1.1)	8.983
30	images/sec: 226.0 +/- 0.3 (jitter = 0.7)	8.138
40	images/sec: 225.7 +/- 0.3 (jitter = 0.9)	8.177
50	images/sec: 225.8 +/- 0.2 (jitter = 0.9)	8.118
60	images/sec: 225.8 +/- 0.2 (jitter = 1.1)	8.065
70	images/sec: 225.8 +/- 0.2 (jitter = 1.1)	8.207
80	images/sec: 225.8 +/- 0.2 (jitter = 1.2)	7.864
90	images/sec: 225.8 +/- 0.1 (jitter = 1.1)	7.965
100	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	8.059
110	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.869
120	images/sec: 225.9 +/- 0.1 (jitter = 1.0)	7.991
130	images/sec: 225.9 +/- 0.1 (jitter = 1.0)	7.912
140	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.930
150	images/sec: 225.8 +/- 0.1 (jitter = 1.1)	7.891
160	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.863
170	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.864
180	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.780
190	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.827
200	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.801
210	images/sec: 225.9 +/- 0.1 (jitter = 1.0)	7.835
220	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.847
230	images/sec: 225.9 +/- 0.1 (jitter = 0.9)	7.927
240	images/sec: 226.0 +/- 0.1 (jitter = 0.9)	7.848
250	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.797
260	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.784
270	images/sec: 226.0 +/- 0.1 (jitter = 0.8)	7.835
280	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.837
290	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.784
300	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.779
310	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.740
320	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.740
330	images/sec: 226.1 +/- 0.1 (jitter = 0.8)	7.753
340	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.767
350	images/sec: 226.1 +/- 0.1 (jitter = 0.7)	7.808
360	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.776
370	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.717
380	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.714
390	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.738
400	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.750
410	images/sec: 226.2 +/- 0.1 (jitter = 0.7)	7.753
420	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.647
430	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.681
440	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.725
450	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.792
460	images/sec: 226.2 +/- 0.0 (jitter = 0.7)	7.751
470	images/sec: 226.2 +/- 0.0 (jitter = 0.6)	7.723
480	images/sec: 226.3 +/- 0.0 (jitter = 0.7)	7.761
490	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.745
500	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.776
510	images/sec: 226.3 +/- 0.0 (jitter = 0.7)	7.673
520	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.691
530	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.738
540	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.669
550	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.751
560	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.696
570	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.729
580	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.691
590	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.672
600	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.693
610	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.645
620	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.670
630	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.671
640	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.714
650	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.721
660	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.692
670	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.707
680	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.615
690	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.569
700	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.597
710	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.568
720	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.737
730	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.638
740	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.655
750	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.731
760	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.594
770	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.504
780	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.736
790	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.637
800	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.597
810	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.674
820	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.534
830	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.659
840	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.619
850	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.622
860	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.439
870	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.581
880	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.540
890	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.571
900	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.585
910	images/sec: 225.7 +/- 0.2 (jitter = 0.6)	7.588
920	images/sec: 225.7 +/- 0.2 (jitter = 0.6)	7.628
930	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.584
940	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.463
950	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.613
960	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.566
970	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.540
980	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.429
990	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.534
1000	images/sec: 225.8 +/- 0.2 (jitter = 0.6)	7.571
1010	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.476
1020	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.486
1030	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.533
1040	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.527
1050	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.537
1060	images/sec: 225.9 +/- 0.2 (jitter = 0.6)	7.510
1070	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.531
1080	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.532
1090	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.595
1100	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.576
1110	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.374
1120	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.482
1130	images/sec: 225.9 +/- 0.2 (jitter = 0.5)	7.514
1140	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.399
1150	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.505
1160	images/sec: 226.0 +/- 0.1 (jitter = 0.6)	7.437
1170	images/sec: 226.0 +/- 0.1 (jitter = 0.6)	7.322
1180	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.510
1190	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.408
1200	images/sec: 226.0 +/- 0.1 (jitter = 0.6)	7.407
1210	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.468
1220	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.369
1230	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.500
1240	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.399
1250	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.652
1260	images/sec: 226.0 +/- 0.1 (jitter = 0.6)	7.573
1270	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.481
1280	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.376
1290	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.420
1300	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.511
1310	images/sec: 226.0 +/- 0.1 (jitter = 0.5)	7.510
1320	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.415
1330	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.450
1340	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.403
1350	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.338
1360	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.336
1370	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.483
1380	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.386
1390	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.303
1400	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.607
1410	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.375
1420	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.481
1430	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.449
1440	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.341
1450	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.362
1460	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.420
1470	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.328
1480	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.402
1490	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.316
1500	images/sec: 226.1 +/- 0.1 (jitter = 0.5)	7.185
1510	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.340
1520	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.369
1530	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.364
1540	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.344
1550	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.439
1560	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.266
1570	images/sec: 225.9 +/- 0.1 (jitter = 0.5)	7.408
1580	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.413
1590	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.229
1600	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.346
1610	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.321
1620	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.314
1630	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.242
1640	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.352
1650	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.388
1660	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.185
1670	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.231
1680	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.407
1690	images/sec: 225.5 +/- 0.2 (jitter = 0.5)	7.129
1700	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.226
1710	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.149
1720	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.326
1730	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.068
1740	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.096
1750	images/sec: 225.6 +/- 0.2 (jitter = 0.5)	7.206
